NGO_ID,NGO_Name,Country,Sector,Focus_Area
3721,Global Impact Foundation 3721,USA,Poverty Relief,Community Health
3722,Global Impact Foundation 3722,UK,Women Empowerment,Policy Advocacy
3723,Global Impact Foundation 3723,Germany,Women Empowerment,Disaster Relief
3724,Global Impact Foundation 3724,Brazil,Environment,Urban Support
3725,Global Impact Foundation 3725,Kenya,Environment,Policy Advocacy
3726,Global Impact Foundation 3726,USA,Environment,Disaster Relief
3727,Global Impact Foundation 3727,South Africa,Human Rights,Policy Advocacy
3728,Global Impact Foundation 3728,India,Women Empowerment,Skill Development
3729,Global Impact Foundation 3729,UAE,Child Welfare,Urban Support
3730,Global Impact Foundation 3730,Kenya,Education,Urban Support
3731,Global Impact Foundation 3731,Canada,Health,Urban Support
3732,Global Impact Foundation 3732,Kenya,Women Empowerment,Urban Support
3733,Global Impact Foundation 3733,Brazil,Child Welfare,Rural Development
3734,Global Impact Foundation 3734,Canada,Child Welfare,Disaster Relief
3735,Global Impact Foundation 3735,UK,Education,Community Health
3736,Global Impact Foundation 3736,Kenya,Human Rights,Disaster Relief
3737,Global Impact Foundation 3737,UAE,Child Welfare,Skill Development
3738,Global Impact Foundation 3738,Brazil,Women Empowerment,Disaster Relief
3739,Global Impact Foundation 3739,Australia,Women Empowerment,Policy Advocacy
3740,Global Impact Foundation 3740,UK,Environment,Skill Development
3741,Global Impact Foundation 3741,India,Environment,Disaster Relief
3742,Global Impact Foundation 3742,Canada,Education,Disaster Relief
3743,Global Impact Foundation 3743,UK,Human Rights,Policy Advocacy
3744,Global Impact Foundation 3744,UAE,Environment,Rural Development
3745,Global Impact Foundation 3745,Brazil,Health,Rural Development
3746,Global Impact Foundation 3746,South Africa,Child Welfare,Disaster Relief
3747,Global Impact Foundation 3747,USA,Child Welfare,Community Health
3748,Global Impact Foundation 3748,Germany,Health,Skill Development
3749,Global Impact Foundation 3749,UK,Health,Rural Development
3750,Global Impact Foundation 3750,Germany,Women Empowerment,Urban Support
3751,Global Impact Foundation 3751,Kenya,Environment,Community Health
3752,Global Impact Foundation 3752,Australia,Women Empowerment,Community Health
3753,Global Impact Foundation 3753,USA,Environment,Community Health
3754,Global Impact Foundation 3754,India,Health,Disaster Relief
3755,Global Impact Foundation 3755,South Africa,Education,Skill Development
3756,Global Impact Foundation 3756,Brazil,Women Empowerment,Disaster Relief
3757,Global Impact Foundation 3757,Kenya,Child Welfare,Community Health
3758,Global Impact Foundation 3758,Brazil,Environment,Policy Advocacy
3759,Global Impact Foundation 3759,UAE,Education,Urban Support
3760,Global Impact Foundation 3760,Canada,Environment,Rural Development
3761,Global Impact Foundation 3761,UK,Human Rights,Community Health
3762,Global Impact Foundation 3762,USA,Child Welfare,Policy Advocacy
3763,Global Impact Foundation 3763,Germany,Poverty Relief,Community Health
3764,Global Impact Foundation 3764,Canada,Human Rights,Disaster Relief
3765,Global Impact Foundation 3765,South Africa,Poverty Relief,Urban Support
3766,Global Impact Foundation 3766,Canada,Education,Community Health
3767,Global Impact Foundation 3767,Australia,Child Welfare,Skill Development
3768,Global Impact Foundation 3768,India,Child Welfare,Disaster Relief
3769,Global Impact Foundation 3769,USA,Child Welfare,Policy Advocacy
3770,Global Impact Foundation 3770,Kenya,Child Welfare,Policy Advocacy
3771,Global Impact Foundation 3771,India,Health,Disaster Relief
3772,Global Impact Foundation 3772,UAE,Health,Disaster Relief
3773,Global Impact Foundation 3773,Australia,Health,Rural Development
3774,Global Impact Foundation 3774,UK,Women Empowerment,Community Health
3775,Global Impact Foundation 3775,UK,Education,Rural Development
3776,Global Impact Foundation 3776,UK,Environment,Skill Development
3777,Global Impact Foundation 3777,USA,Environment,Policy Advocacy
3778,Global Impact Foundation 3778,UK,Health,Community Health
3779,Global Impact Foundation 3779,Brazil,Women Empowerment,Policy Advocacy
3780,Global Impact Foundation 3780,Germany,Environment,Skill Development
3781,Global Impact Foundation 3781,UAE,Poverty Relief,Community Health
3782,Global Impact Foundation 3782,USA,Education,Disaster Relief
3783,Global Impact Foundation 3783,UK,Health,Community Health
3784,Global Impact Foundation 3784,Germany,Environment,Community Health
3785,Global Impact Foundation 3785,Canada,Environment,Skill Development
3786,Global Impact Foundation 3786,UK,Health,Policy Advocacy
3787,Global Impact Foundation 3787,Canada,Child Welfare,Rural Development
3788,Global Impact Foundation 3788,Germany,Child Welfare,Rural Development
3789,Global Impact Foundation 3789,South Africa,Poverty Relief,Skill Development
3790,Global Impact Foundation 3790,Brazil,Education,Rural Development
3791,Global Impact Foundation 3791,Canada,Child Welfare,Rural Development
3792,Global Impact Foundation 3792,UK,Child Welfare,Disaster Relief
3793,Global Impact Foundation 3793,Canada,Education,Rural Development
3794,Global Impact Foundation 3794,South Africa,Health,Rural Development
3795,Global Impact Foundation 3795,India,Poverty Relief,Community Health
3796,Global Impact Foundation 3796,Canada,Women Empowerment,Skill Development
3797,Global Impact Foundation 3797,Kenya,Education,Skill Development
3798,Global Impact Foundation 3798,Brazil,Human Rights,Urban Support
3799,Global Impact Foundation 3799,India,Women Empowerment,Skill Development
3800,Global Impact Foundation 3800,UK,Health,Skill Development
3801,Global Impact Foundation 3801,Brazil,Women Empowerment,Policy Advocacy
3802,Global Impact Foundation 3802,USA,Environment,Urban Support
3803,Global Impact Foundation 3803,Brazil,Education,Urban Support
3804,Global Impact Foundation 3804,USA,Human Rights,Skill Development
3805,Global Impact Foundation 3805,India,Education,Skill Development
3806,Global Impact Foundation 3806,India,Child Welfare,Policy Advocacy
3807,Global Impact Foundation 3807,Australia,Poverty Relief,Disaster Relief
3808,Global Impact Foundation 3808,USA,Poverty Relief,Skill Development
3809,Global Impact Foundation 3809,UAE,Women Empowerment,Skill Development
3810,Global Impact Foundation 3810,UAE,Education,Community Health
3811,Global Impact Foundation 3811,Canada,Education,Community Health
3812,Global Impact Foundation 3812,Australia,Health,Skill Development
3813,Global Impact Foundation 3813,UAE,Health,Community Health
3814,Global Impact Foundation 3814,Canada,Poverty Relief,Community Health
3815,Global Impact Foundation 3815,Brazil,Human Rights,Policy Advocacy
3816,Global Impact Foundation 3816,India,Women Empowerment,Community Health
3817,Global Impact Foundation 3817,Canada,Poverty Relief,Policy Advocacy
3818,Global Impact Foundation 3818,UK,Child Welfare,Urban Support
3819,Global Impact Foundation 3819,Kenya,Environment,Disaster Relief
3820,Global Impact Foundation 3820,India,Women Empowerment,Disaster Relief
3821,Global Impact Foundation 3821,Australia,Child Welfare,Skill Development
3822,Global Impact Foundation 3822,UK,Poverty Relief,Rural Development
3823,Global Impact Foundation 3823,South Africa,Health,Rural Development
3824,Global Impact Foundation 3824,UAE,Child Welfare,Policy Advocacy
3825,Global Impact Foundation 3825,UK,Education,Policy Advocacy
3826,Global Impact Foundation 3826,Germany,Poverty Relief,Community Health
3827,Global Impact Foundation 3827,Australia,Health,Policy Advocacy
3828,Global Impact Foundation 3828,Germany,Poverty Relief,Rural Development
3829,Global Impact Foundation 3829,Australia,Women Empowerment,Policy Advocacy
3830,Global Impact Foundation 3830,Kenya,Human Rights,Rural Development
3831,Global Impact Foundation 3831,USA,Child Welfare,Community Health
3832,Global Impact Foundation 3832,USA,Women Empowerment,Disaster Relief
3833,Global Impact Foundation 3833,India,Human Rights,Rural Development
3834,Global Impact Foundation 3834,Australia,Health,Rural Development
3835,Global Impact Foundation 3835,Canada,Women Empowerment,Community Health
3836,Global Impact Foundation 3836,Germany,Education,Rural Development
3837,Global Impact Foundation 3837,South Africa,Poverty Relief,Policy Advocacy
3838,Global Impact Foundation 3838,UK,Poverty Relief,Policy Advocacy
3839,Global Impact Foundation 3839,Canada,Human Rights,Rural Development
3840,Global Impact Foundation 3840,Kenya,Poverty Relief,Policy Advocacy
3841,Global Impact Foundation 3841,Canada,Human Rights,Policy Advocacy
3842,Global Impact Foundation 3842,UAE,Child Welfare,Disaster Relief
3843,Global Impact Foundation 3843,South Africa,Human Rights,Community Health
3844,Global Impact Foundation 3844,UAE,Health,Urban Support
3845,Global Impact Foundation 3845,South Africa,Health,Urban Support
3846,Global Impact Foundation 3846,Kenya,Poverty Relief,Policy Advocacy
3847,Global Impact Foundation 3847,Australia,Health,Skill Development
3848,Global Impact Foundation 3848,Canada,Health,Disaster Relief
3849,Global Impact Foundation 3849,Australia,Environment,Disaster Relief
3850,Global Impact Foundation 3850,Germany,Poverty Relief,Skill Development
3851,Global Impact Foundation 3851,Brazil,Health,Disaster Relief
3852,Global Impact Foundation 3852,Germany,Child Welfare,Policy Advocacy
3853,Global Impact Foundation 3853,Kenya,Environment,Urban Support
3854,Global Impact Foundation 3854,UK,Child Welfare,Urban Support
3855,Global Impact Foundation 3855,Brazil,Poverty Relief,Community Health
3856,Global Impact Foundation 3856,Australia,Education,Community Health
3857,Global Impact Foundation 3857,Australia,Education,Urban Support
3858,Global Impact Foundation 3858,South Africa,Education,Policy Advocacy
3859,Global Impact Foundation 3859,UAE,Human Rights,Community Health
3860,Global Impact Foundation 3860,USA,Human Rights,Policy Advocacy
3861,Global Impact Foundation 3861,Germany,Health,Rural Development
3862,Global Impact Foundation 3862,UAE,Health,Skill Development
3863,Global Impact Foundation 3863,Brazil,Health,Skill Development
3864,Global Impact Foundation 3864,South Africa,Women Empowerment,Urban Support
3865,Global Impact Foundation 3865,South Africa,Women Empowerment,Skill Development
3866,Global Impact Foundation 3866,Brazil,Education,Disaster Relief
3867,Global Impact Foundation 3867,Canada,Child Welfare,Urban Support
3868,Global Impact Foundation 3868,Germany,Women Empowerment,Policy Advocacy
3869,Global Impact Foundation 3869,Kenya,Environment,Community Health
3870,Global Impact Foundation 3870,USA,Women Empowerment,Policy Advocacy
3871,Global Impact Foundation 3871,Kenya,Health,Skill Development
3872,Global Impact Foundation 3872,Brazil,Child Welfare,Rural Development
3873,Global Impact Foundation 3873,USA,Environment,Disaster Relief
3874,Global Impact Foundation 3874,Germany,Environment,Urban Support
3875,Global Impact Foundation 3875,South Africa,Child Welfare,Skill Development
3876,Global Impact Foundation 3876,South Africa,Women Empowerment,Disaster Relief
3877,Global Impact Foundation 3877,Kenya,Health,Urban Support
3878,Global Impact Foundation 3878,India,Education,Policy Advocacy
3879,Global Impact Foundation 3879,Canada,Education,Disaster Relief
3880,Global Impact Foundation 3880,India,Women Empowerment,Policy Advocacy
3881,Global Impact Foundation 3881,USA,Poverty Relief,Urban Support
3882,Global Impact Foundation 3882,UK,Environment,Community Health
3883,Global Impact Foundation 3883,Canada,Poverty Relief,Policy Advocacy
3884,Global Impact Foundation 3884,Germany,Health,Skill Development
3885,Global Impact Foundation 3885,UK,Poverty Relief,Community Health
3886,Global Impact Foundation 3886,Kenya,Health,Community Health
3887,Global Impact Foundation 3887,USA,Human Rights,Rural Development
3888,Global Impact Foundation 3888,USA,Human Rights,Rural Development
3889,Global Impact Foundation 3889,USA,Women Empowerment,Disaster Relief
3890,Global Impact Foundation 3890,Kenya,Human Rights,Skill Development
3891,Global Impact Foundation 3891,India,Human Rights,Skill Development
3892,Global Impact Foundation 3892,USA,Child Welfare,Rural Development
3893,Global Impact Foundation 3893,South Africa,Poverty Relief,Policy Advocacy
3894,Global Impact Foundation 3894,USA,Child Welfare,Rural Development
3895,Global Impact Foundation 3895,Brazil,Education,Policy Advocacy
3896,Global Impact Foundation 3896,Brazil,Women Empowerment,Skill Development
3897,Global Impact Foundation 3897,India,Women Empowerment,Community Health
3898,Global Impact Foundation 3898,South Africa,Education,Rural Development
3899,Global Impact Foundation 3899,South Africa,Child Welfare,Urban Support
3900,Global Impact Foundation 3900,South Africa,Poverty Relief,Rural Development
3901,Global Impact Foundation 3901,Australia,Health,Community Health
3902,Global Impact Foundation 3902,India,Education,Community Health
3903,Global Impact Foundation 3903,Canada,Poverty Relief,Community Health
3904,Global Impact Foundation 3904,UK,Education,Skill Development
3905,Global Impact Foundation 3905,India,Poverty Relief,Community Health
3906,Global Impact Foundation 3906,Brazil,Human Rights,Community Health
3907,Global Impact Foundation 3907,USA,Human Rights,Disaster Relief
3908,Global Impact Foundation 3908,Canada,Education,Policy Advocacy
3909,Global Impact Foundation 3909,Brazil,Poverty Relief,Urban Support
3910,Global Impact Foundation 3910,UK,Health,Urban Support
3911,Global Impact Foundation 3911,India,Poverty Relief,Skill Development
3912,Global Impact Foundation 3912,UAE,Child Welfare,Skill Development
3913,Global Impact Foundation 3913,India,Health,Urban Support
3914,Global Impact Foundation 3914,India,Women Empowerment,Rural Development
3915,Global Impact Foundation 3915,South Africa,Education,Rural Development
3916,Global Impact Foundation 3916,UAE,Women Empowerment,Disaster Relief
3917,Global Impact Foundation 3917,Australia,Women Empowerment,Urban Support
3918,Global Impact Foundation 3918,Australia,Poverty Relief,Skill Development
3919,Global Impact Foundation 3919,Canada,Child Welfare,Disaster Relief
3920,Global Impact Foundation 3920,India,Human Rights,Policy Advocacy
3921,Global Impact Foundation 3921,Brazil,Human Rights,Policy Advocacy
3922,Global Impact Foundation 3922,USA,Environment,Community Health
3923,Global Impact Foundation 3923,USA,Human Rights,Policy Advocacy
3924,Global Impact Foundation 3924,India,Poverty Relief,Urban Support
3925,Global Impact Foundation 3925,UK,Environment,Policy Advocacy
3926,Global Impact Foundation 3926,Canada,Child Welfare,Policy Advocacy
3927,Global Impact Foundation 3927,Germany,Poverty Relief,Rural Development
3928,Global Impact Foundation 3928,India,Health,Skill Development
3929,Global Impact Foundation 3929,Kenya,Poverty Relief,Community Health
3930,Global Impact Foundation 3930,Australia,Women Empowerment,Community Health
3931,Global Impact Foundation 3931,Brazil,Poverty Relief,Skill Development
3932,Global Impact Foundation 3932,Germany,Women Empowerment,Urban Support
3933,Global Impact Foundation 3933,Brazil,Education,Community Health
3934,Global Impact Foundation 3934,UK,Education,Urban Support
3935,Global Impact Foundation 3935,UK,Women Empowerment,Community Health
3936,Global Impact Foundation 3936,India,Health,Disaster Relief
3937,Global Impact Foundation 3937,Kenya,Child Welfare,Disaster Relief
3938,Global Impact Foundation 3938,Brazil,Education,Disaster Relief
3939,Global Impact Foundation 3939,UAE,Women Empowerment,Skill Development
3940,Global Impact Foundation 3940,Kenya,Health,Rural Development
3941,Global Impact Foundation 3941,South Africa,Education,Policy Advocacy
3942,Global Impact Foundation 3942,Brazil,Poverty Relief,Skill Development
3943,Global Impact Foundation 3943,Kenya,Health,Skill Development
3944,Global Impact Foundation 3944,Germany,Education,Skill Development
3945,Global Impact Foundation 3945,India,Environment,Disaster Relief
3946,Global Impact Foundation 3946,Germany,Health,Community Health
3947,Global Impact Foundation 3947,Australia,Child Welfare,Urban Support
3948,Global Impact Foundation 3948,UK,Poverty Relief,Urban Support
3949,Global Impact Foundation 3949,Kenya,Human Rights,Disaster Relief
3950,Global Impact Foundation 3950,Australia,Human Rights,Rural Development
3951,Global Impact Foundation 3951,Australia,Human Rights,Skill Development
3952,Global Impact Foundation 3952,South Africa,Child Welfare,Community Health
3953,Global Impact Foundation 3953,Canada,Child Welfare,Disaster Relief
3954,Global Impact Foundation 3954,Brazil,Human Rights,Urban Support
3955,Global Impact Foundation 3955,Canada,Human Rights,Disaster Relief
3956,Global Impact Foundation 3956,India,Environment,Rural Development
3957,Global Impact Foundation 3957,Canada,Child Welfare,Rural Development
3958,Global Impact Foundation 3958,UAE,Environment,Rural Development
3959,Global Impact Foundation 3959,Australia,Environment,Urban Support
3960,Global Impact Foundation 3960,Brazil,Poverty Relief,Disaster Relief
3961,Global Impact Foundation 3961,Brazil,Child Welfare,Skill Development
3962,Global Impact Foundation 3962,Canada,Child Welfare,Policy Advocacy
3963,Global Impact Foundation 3963,South Africa,Child Welfare,Disaster Relief
3964,Global Impact Foundation 3964,Australia,Poverty Relief,Policy Advocacy
3965,Global Impact Foundation 3965,Canada,Child Welfare,Urban Support
3966,Global Impact Foundation 3966,India,Education,Community Health
3967,Global Impact Foundation 3967,UK,Child Welfare,Urban Support
3968,Global Impact Foundation 3968,UAE,Child Welfare,Policy Advocacy
3969,Global Impact Foundation 3969,Australia,Education,Community Health
3970,Global Impact Foundation 3970,Germany,Child Welfare,Disaster Relief
3971,Global Impact Foundation 3971,UAE,Women Empowerment,Urban Support
3972,Global Impact Foundation 3972,Canada,Child Welfare,Community Health
3973,Global Impact Foundation 3973,USA,Poverty Relief,Disaster Relief
3974,Global Impact Foundation 3974,India,Human Rights,Policy Advocacy
3975,Global Impact Foundation 3975,South Africa,Women Empowerment,Disaster Relief
3976,Global Impact Foundation 3976,UAE,Poverty Relief,Rural Development
3977,Global Impact Foundation 3977,Germany,Environment,Rural Development
3978,Global Impact Foundation 3978,Kenya,Poverty Relief,Disaster Relief
3979,Global Impact Foundation 3979,South Africa,Human Rights,Community Health
3980,Global Impact Foundation 3980,UK,Environment,Urban Support
3981,Global Impact Foundation 3981,Kenya,Women Empowerment,Disaster Relief
3982,Global Impact Foundation 3982,Kenya,Health,Skill Development
3983,Global Impact Foundation 3983,Germany,Human Rights,Disaster Relief
3984,Global Impact Foundation 3984,USA,Child Welfare,Community Health
3985,Global Impact Foundation 3985,USA,Health,Urban Support
3986,Global Impact Foundation 3986,Germany,Women Empowerment,Policy Advocacy
3987,Global Impact Foundation 3987,Canada,Child Welfare,Skill Development
3988,Global Impact Foundation 3988,India,Poverty Relief,Policy Advocacy
3989,Global Impact Foundation 3989,South Africa,Women Empowerment,Community Health
3990,Global Impact Foundation 3990,Kenya,Women Empowerment,Urban Support
3991,Global Impact Foundation 3991,Canada,Health,Disaster Relief
3992,Global Impact Foundation 3992,Brazil,Health,Policy Advocacy
3993,Global Impact Foundation 3993,USA,Child Welfare,Policy Advocacy
3994,Global Impact Foundation 3994,Kenya,Women Empowerment,Rural Development
3995,Global Impact Foundation 3995,India,Environment,Disaster Relief
3996,Global Impact Foundation 3996,USA,Education,Disaster Relief
3997,Global Impact Foundation 3997,UAE,Education,Rural Development
3998,Global Impact Foundation 3998,UK,Poverty Relief,Rural Development
3999,Global Impact Foundation 3999,Kenya,Human Rights,Disaster Relief
4000,Global Impact Foundation 4000,Brazil,Poverty Relief,Rural Development
4001,Global Impact Foundation 4001,India,Poverty Relief,Policy Advocacy
4002,Global Impact Foundation 4002,UAE,Child Welfare,Community Health
4003,Global Impact Foundation 4003,Australia,Women Empowerment,Skill Development
4004,Global Impact Foundation 4004,UK,Poverty Relief,Policy Advocacy
4005,Global Impact Foundation 4005,South Africa,Women Empowerment,Disaster Relief
4006,Global Impact Foundation 4006,Australia,Women Empowerment,Urban Support
4007,Global Impact Foundation 4007,India,Environment,Policy Advocacy
4008,Global Impact Foundation 4008,UK,Human Rights,Community Health
4009,Global Impact Foundation 4009,UAE,Women Empowerment,Disaster Relief
4010,Global Impact Foundation 4010,Brazil,Education,Disaster Relief
4011,Global Impact Foundation 4011,Australia,Poverty Relief,Community Health
4012,Global Impact Foundation 4012,Germany,Human Rights,Skill Development
4013,Global Impact Foundation 4013,Germany,Poverty Relief,Community Health
4014,Global Impact Foundation 4014,Germany,Poverty Relief,Policy Advocacy
4015,Global Impact Foundation 4015,Kenya,Child Welfare,Community Health
4016,Global Impact Foundation 4016,Germany,Human Rights,Rural Development
4017,Global Impact Foundation 4017,Brazil,Education,Community Health
4018,Global Impact Foundation 4018,Germany,Health,Disaster Relief
4019,Global Impact Foundation 4019,Brazil,Women Empowerment,Skill Development
4020,Global Impact Foundation 4020,Germany,Education,Community Health
4021,Global Impact Foundation 4021,Kenya,Education,Rural Development
4022,Global Impact Foundation 4022,Kenya,Human Rights,Skill Development
4023,Global Impact Foundation 4023,UAE,Women Empowerment,Community Health
4024,Global Impact Foundation 4024,Kenya,Women Empowerment,Policy Advocacy
4025,Global Impact Foundation 4025,India,Poverty Relief,Skill Development
4026,Global Impact Foundation 4026,Brazil,Health,Disaster Relief
4027,Global Impact Foundation 4027,Kenya,Education,Community Health
4028,Global Impact Foundation 4028,Australia,Women Empowerment,Skill Development
4029,Global Impact Foundation 4029,Kenya,Environment,Disaster Relief
4030,Global Impact Foundation 4030,Canada,Human Rights,Disaster Relief
4031,Global Impact Foundation 4031,USA,Women Empowerment,Disaster Relief
4032,Global Impact Foundation 4032,India,Health,Urban Support
4033,Global Impact Foundation 4033,Australia,Poverty Relief,Rural Development
4034,Global Impact Foundation 4034,Brazil,Women Empowerment,Urban Support
4035,Global Impact Foundation 4035,USA,Education,Disaster Relief
4036,Global Impact Foundation 4036,Kenya,Human Rights,Rural Development
4037,Global Impact Foundation 4037,USA,Environment,Skill Development
4038,Global Impact Foundation 4038,Australia,Education,Community Health
4039,Global Impact Foundation 4039,Brazil,Health,Rural Development
4040,Global Impact Foundation 4040,USA,Child Welfare,Skill Development
4041,Global Impact Foundation 4041,South Africa,Human Rights,Urban Support
4042,Global Impact Foundation 4042,Canada,Poverty Relief,Disaster Relief
4043,Global Impact Foundation 4043,UAE,Health,Disaster Relief
4044,Global Impact Foundation 4044,Germany,Poverty Relief,Urban Support
4045,Global Impact Foundation 4045,UK,Women Empowerment,Policy Advocacy
4046,Global Impact Foundation 4046,USA,Women Empowerment,Rural Development
4047,Global Impact Foundation 4047,Brazil,Health,Disaster Relief
4048,Global Impact Foundation 4048,UK,Education,Policy Advocacy
4049,Global Impact Foundation 4049,Australia,Women Empowerment,Urban Support
4050,Global Impact Foundation 4050,UAE,Health,Urban Support
4051,Global Impact Foundation 4051,USA,Human Rights,Community Health
4052,Global Impact Foundation 4052,Canada,Human Rights,Community Health
4053,Global Impact Foundation 4053,UAE,Poverty Relief,Policy Advocacy
4054,Global Impact Foundation 4054,Canada,Health,Urban Support
4055,Global Impact Foundation 4055,Germany,Poverty Relief,Disaster Relief
4056,Global Impact Foundation 4056,USA,Education,Urban Support
4057,Global Impact Foundation 4057,South Africa,Environment,Urban Support
4058,Global Impact Foundation 4058,South Africa,Health,Policy Advocacy
4059,Global Impact Foundation 4059,Canada,Environment,Rural Development
4060,Global Impact Foundation 4060,UAE,Poverty Relief,Disaster Relief
4061,Global Impact Foundation 4061,Kenya,Women Empowerment,Community Health
4062,Global Impact Foundation 4062,South Africa,Child Welfare,Rural Development
4063,Global Impact Foundation 4063,Kenya,Environment,Rural Development
4064,Global Impact Foundation 4064,UAE,Human Rights,Policy Advocacy
4065,Global Impact Foundation 4065,USA,Health,Policy Advocacy
4066,Global Impact Foundation 4066,UAE,Health,Skill Development
4067,Global Impact Foundation 4067,Canada,Poverty Relief,Skill Development
4068,Global Impact Foundation 4068,Canada,Child Welfare,Urban Support
4069,Global Impact Foundation 4069,Canada,Poverty Relief,Urban Support
4070,Global Impact Foundation 4070,Canada,Human Rights,Community Health
4071,Global Impact Foundation 4071,UK,Human Rights,Rural Development
4072,Global Impact Foundation 4072,Australia,Poverty Relief,Disaster Relief
4073,Global Impact Foundation 4073,Kenya,Health,Policy Advocacy
4074,Global Impact Foundation 4074,UK,Education,Skill Development
4075,Global Impact Foundation 4075,Canada,Health,Policy Advocacy
4076,Global Impact Foundation 4076,UAE,Education,Urban Support
4077,Global Impact Foundation 4077,South Africa,Education,Community Health
4078,Global Impact Foundation 4078,Germany,Child Welfare,Policy Advocacy
4079,Global Impact Foundation 4079,Canada,Women Empowerment,Urban Support
4080,Global Impact Foundation 4080,USA,Education,Rural Development
4081,Global Impact Foundation 4081,Germany,Human Rights,Urban Support
4082,Global Impact Foundation 4082,Brazil,Poverty Relief,Community Health
4083,Global Impact Foundation 4083,USA,Poverty Relief,Policy Advocacy
4084,Global Impact Foundation 4084,UK,Human Rights,Community Health
4085,Global Impact Foundation 4085,Kenya,Education,Disaster Relief
4086,Global Impact Foundation 4086,Kenya,Women Empowerment,Community Health
4087,Global Impact Foundation 4087,Canada,Poverty Relief,Disaster Relief
4088,Global Impact Foundation 4088,India,Women Empowerment,Skill Development
4089,Global Impact Foundation 4089,UK,Human Rights,Skill Development
4090,Global Impact Foundation 4090,USA,Education,Disaster Relief
4091,Global Impact Foundation 4091,UK,Poverty Relief,Community Health
4092,Global Impact Foundation 4092,Canada,Poverty Relief,Policy Advocacy
4093,Global Impact Foundation 4093,UK,Women Empowerment,Urban Support
4094,Global Impact Foundation 4094,India,Child Welfare,Skill Development
4095,Global Impact Foundation 4095,Brazil,Poverty Relief,Disaster Relief
4096,Global Impact Foundation 4096,UK,Health,Community Health
4097,Global Impact Foundation 4097,South Africa,Women Empowerment,Policy Advocacy
4098,Global Impact Foundation 4098,USA,Poverty Relief,Rural Development
4099,Global Impact Foundation 4099,Australia,Education,Urban Support
4100,Global Impact Foundation 4100,Canada,Human Rights,Policy Advocacy
4101,Global Impact Foundation 4101,USA,Child Welfare,Skill Development
4102,Global Impact Foundation 4102,Kenya,Poverty Relief,Urban Support
4103,Global Impact Foundation 4103,India,Environment,Policy Advocacy
4104,Global Impact Foundation 4104,Kenya,Poverty Relief,Policy Advocacy
4105,Global Impact Foundation 4105,Australia,Health,Skill Development
4106,Global Impact Foundation 4106,Australia,Human Rights,Urban Support
4107,Global Impact Foundation 4107,UAE,Environment,Community Health
4108,Global Impact Foundation 4108,Canada,Child Welfare,Community Health
4109,Global Impact Foundation 4109,Canada,Human Rights,Disaster Relief
4110,Global Impact Foundation 4110,Brazil,Child Welfare,Urban Support
4111,Global Impact Foundation 4111,USA,Education,Disaster Relief
4112,Global Impact Foundation 4112,Australia,Education,Community Health
4113,Global Impact Foundation 4113,India,Environment,Community Health
4114,Global Impact Foundation 4114,India,Child Welfare,Policy Advocacy
4115,Global Impact Foundation 4115,Brazil,Human Rights,Policy Advocacy
4116,Global Impact Foundation 4116,USA,Health,Rural Development
4117,Global Impact Foundation 4117,USA,Poverty Relief,Disaster Relief
4118,Global Impact Foundation 4118,India,Women Empowerment,Urban Support
4119,Global Impact Foundation 4119,Kenya,Child Welfare,Rural Development
4120,Global Impact Foundation 4120,Kenya,Women Empowerment,Community Health
4121,Global Impact Foundation 4121,Kenya,Education,Rural Development
4122,Global Impact Foundation 4122,Germany,Women Empowerment,Urban Support
4123,Global Impact Foundation 4123,Brazil,Poverty Relief,Disaster Relief
4124,Global Impact Foundation 4124,Canada,Women Empowerment,Policy Advocacy
4125,Global Impact Foundation 4125,UAE,Child Welfare,Skill Development
4126,Global Impact Foundation 4126,UAE,Health,Disaster Relief
4127,Global Impact Foundation 4127,Australia,Health,Community Health
4128,Global Impact Foundation 4128,UAE,Human Rights,Community Health
4129,Global Impact Foundation 4129,South Africa,Education,Skill Development
4130,Global Impact Foundation 4130,UK,Poverty Relief,Skill Development
4131,Global Impact Foundation 4131,UK,Poverty Relief,Policy Advocacy
4132,Global Impact Foundation 4132,USA,Poverty Relief,Skill Development
4133,Global Impact Foundation 4133,USA,Human Rights,Disaster Relief
4134,Global Impact Foundation 4134,South Africa,Women Empowerment,Skill Development
4135,Global Impact Foundation 4135,Kenya,Education,Disaster Relief
4136,Global Impact Foundation 4136,UK,Human Rights,Disaster Relief
4137,Global Impact Foundation 4137,Brazil,Child Welfare,Urban Support
4138,Global Impact Foundation 4138,Australia,Child Welfare,Policy Advocacy
4139,Global Impact Foundation 4139,USA,Child Welfare,Disaster Relief
4140,Global Impact Foundation 4140,USA,Education,Community Health
4141,Global Impact Foundation 4141,Australia,Poverty Relief,Disaster Relief
4142,Global Impact Foundation 4142,Canada,Environment,Rural Development
4143,Global Impact Foundation 4143,UK,Women Empowerment,Skill Development
4144,Global Impact Foundation 4144,Canada,Human Rights,Disaster Relief
4145,Global Impact Foundation 4145,Kenya,Child Welfare,Urban Support
4146,Global Impact Foundation 4146,Brazil,Women Empowerment,Urban Support
4147,Global Impact Foundation 4147,USA,Human Rights,Skill Development
4148,Global Impact Foundation 4148,USA,Education,Rural Development
4149,Global Impact Foundation 4149,UAE,Women Empowerment,Urban Support
4150,Global Impact Foundation 4150,Germany,Poverty Relief,Rural Development
4151,Global Impact Foundation 4151,Canada,Environment,Skill Development
