Program_ID,Year,Quarter,State,District,Health_Program,Data_Source,Population_Covered,Households_Served,ASHA_Involved,Patients_Treated,Vaccination_Sessions,Severe_Cases,Recovery_Rate_%,Dataset_Type
P25_129,2019,Q2,Rajasthan,Jaipur,Maternal Health,State Health Society Rajasthan,287025,31056,115,3228,677,38,98,Health_Program
P25_130,2019,Q2,Assam,Silchar,TB Control,Kerala Health Department,135396,46112,149,3299,215,38,70,Health_Program
P25_131,2015,Q3,Assam,Guwahati,TB Control,Kerala Health Department,203249,32414,216,2885,250,98,91,Health_Program
P25_132,2016,Q1,Punjab,Ludhiana,Maternal Health,Kerala Health Department,130499,41895,153,694,408,83,97,Health_Program
P25_133,2016,Q2,Rajasthan,Jodhpur,Nutrition Program,UNICEF India,112070,6990,76,3923,459,18,89,Health_Program
P25_134,2017,Q4,Kerala,Kochi,Child Immunization,Punjab Health Mission,322794,27415,205,2398,236,103,64,Health_Program
P25_135,2018,Q4,Punjab,Patiala,Malaria Control,Assam NRHM,315335,24414,166,3125,393,25,66,Health_Program
P25_136,2018,Q2,Assam,Guwahati,Maternal Health,State Health Society Rajasthan,151744,47902,188,4752,301,126,89,Health_Program
P25_137,2018,Q3,Punjab,Amritsar,Child Immunization,UNICEF India,276018,25303,130,1369,238,67,63,Health_Program
P25_138,2018,Q2,Punjab,Patiala,TB Control,UNICEF India,51400,6762,235,4680,307,162,75,Health_Program
P25_139,2020,Q3,Rajasthan,Jodhpur,Child Immunization,Assam NRHM,263713,41486,92,616,696,152,74,Health_Program
P25_140,2019,Q2,Punjab,Patiala,Child Immunization,State Health Society Rajasthan,148782,29409,38,1206,416,89,79,Health_Program
P25_141,2020,Q4,Odisha,Bhubaneswar,Malaria Control,NHM Odisha,332641,22966,131,567,775,198,61,Health_Program
P25_142,2017,Q2,Rajasthan,Jaipur,Maternal Health,CARE India,59089,6546,117,3507,689,94,80,Health_Program
P25_143,2015,Q4,Punjab,Amritsar,Nutrition Program,Kerala Health Department,206227,20155,179,4399,304,17,83,Health_Program
P25_144,2016,Q3,Odisha,Puri,TB Control,Kerala Health Department,115932,7122,215,2015,95,175,86,Health_Program
P25_145,2015,Q4,Kerala,Kozhikode,Nutrition Program,CARE India,338723,45759,97,4396,692,94,91,Health_Program
P25_146,2015,Q2,Odisha,Cuttack,Maternal Health,CARE India,395044,18650,225,1187,70,124,71,Health_Program
P25_147,2020,Q2,Odisha,Puri,Maternal Health,UNICEF India,118023,25682,145,933,720,144,79,Health_Program
P25_148,2019,Q2,Punjab,Ludhiana,Nutrition Program,Punjab Health Mission,41553,39559,138,1078,336,33,67,Health_Program
P25_149,2019,Q3,Odisha,Puri,Child Immunization,CARE India,347804,10153,221,1916,242,163,64,Health_Program
P25_150,2015,Q1,Odisha,Bhubaneswar,Child Immunization,CARE India,138033,45175,197,3662,728,194,94,Health_Program
P25_151,2015,Q4,Punjab,Patiala,Nutrition Program,Kerala Health Department,355799,9031,49,1793,608,5,60,Health_Program
P25_152,2017,Q1,Kerala,Kozhikode,Malaria Control,NHM Odisha,365490,25086,217,1488,360,184,88,Health_Program
P25_153,2018,Q2,Rajasthan,Udaipur,Child Immunization,Punjab Health Mission,104310,28948,31,756,382,175,63,Health_Program
P25_154,2018,Q3,Assam,Guwahati,Malaria Control,Kerala Health Department,243003,32456,79,794,359,182,73,Health_Program
P25_155,2016,Q2,Assam,Guwahati,TB Control,Punjab Health Mission,374907,46016,199,4217,611,124,83,Health_Program
P25_156,2016,Q4,Punjab,Ludhiana,Nutrition Program,UNICEF India,368105,35729,174,4923,791,51,90,Health_Program
P25_157,2019,Q2,Rajasthan,Jaipur,TB Control,State Health Society Rajasthan,146313,38685,250,2041,372,97,96,Health_Program
P25_158,2015,Q2,Punjab,Patiala,TB Control,UNICEF India,299961,5745,124,4171,551,110,95,Health_Program
P25_159,2019,Q4,Rajasthan,Jodhpur,TB Control,Punjab Health Mission,100771,22076,123,4090,98,159,88,Health_Program
P25_160,2017,Q1,Kerala,Kozhikode,Malaria Control,Punjab Health Mission,195083,8854,221,944,77,183,74,Health_Program
P25_161,2017,Q3,Odisha,Puri,TB Control,CARE India,154312,38152,150,1744,694,43,84,Health_Program
P25_162,2020,Q2,Punjab,Patiala,Malaria Control,Kerala Health Department,326912,24817,39,2508,97,35,91,Health_Program
P25_163,2020,Q4,Odisha,Bhubaneswar,Nutrition Program,Kerala Health Department,114253,6440,129,4365,160,40,79,Health_Program
P25_164,2018,Q1,Assam,Dibrugarh,Nutrition Program,UNICEF India,75801,6440,228,471,335,74,60,Health_Program
P25_165,2020,Q1,Punjab,Patiala,Child Immunization,Punjab Health Mission,166711,10894,193,3452,153,182,66,Health_Program
P25_166,2020,Q2,Kerala,Thrissur,Child Immunization,Punjab Health Mission,64810,47042,53,542,110,16,71,Health_Program
P25_167,2018,Q2,Rajasthan,Jaipur,Malaria Control,CARE India,323936,6362,223,3158,565,6,64,Health_Program
P25_168,2017,Q3,Assam,Dibrugarh,Malaria Control,CARE India,366408,24558,180,4070,356,42,73,Health_Program
P25_169,2015,Q1,Rajasthan,Jaipur,Malaria Control,UNICEF India,62708,34665,249,3135,251,178,65,Health_Program
P25_170,2018,Q1,Assam,Dibrugarh,Nutrition Program,Kerala Health Department,113634,42455,35,3882,111,23,75,Health_Program
P25_171,2019,Q2,Punjab,Ludhiana,Malaria Control,Kerala Health Department,178687,11516,239,4596,737,142,91,Health_Program
P25_172,2020,Q3,Odisha,Bhubaneswar,Child Immunization,NHM Odisha,177238,38131,242,1817,206,60,81,Health_Program
P25_173,2015,Q3,Rajasthan,Jodhpur,Maternal Health,Kerala Health Department,125822,18633,110,4947,268,109,60,Health_Program
P25_174,2018,Q4,Kerala,Kochi,Maternal Health,CARE India,320244,5130,26,180,211,143,77,Health_Program
P25_175,2019,Q3,Odisha,Bhubaneswar,Child Immunization,UNICEF India,75021,11782,235,1254,163,164,78,Health_Program
P25_176,2019,Q4,Rajasthan,Jodhpur,Malaria Control,CARE India,81725,20338,240,1387,77,13,88,Health_Program
P25_177,2016,Q4,Punjab,Patiala,Maternal Health,UNICEF India,59516,17730,234,1482,435,95,60,Health_Program
P25_178,2019,Q1,Rajasthan,Udaipur,Nutrition Program,NHM Odisha,342813,38701,93,4317,703,31,75,Health_Program
P25_179,2018,Q2,Kerala,Thrissur,Malaria Control,NHM Odisha,295993,8715,230,865,563,191,68,Health_Program
P26_0,2022,Q1,Rajasthan,Jaipur,Malaria Control,Punjab Health Mission,88669,11129,73,3486,712,121,67,Health_Program
P26_1,2023,Q3,Assam,Dibrugarh,Malaria Control,Assam NRHM,187736,9937,231,1359,148,186,90,Health_Program
P26_2,2023,Q3,Assam,Dibrugarh,Nutrition Program,UNICEF India,326146,14358,162,4407,398,17,81,Health_Program
P26_3,2023,Q4,Punjab,Patiala,Nutrition Program,State Health Society Rajasthan,204614,21371,210,3187,66,182,74,Health_Program
P26_4,2023,Q3,Punjab,Patiala,Nutrition Program,Assam NRHM,43776,34463,117,505,523,33,76,Health_Program
P26_5,2023,Q2,Assam,Dibrugarh,Child Immunization,Kerala Health Department,394360,18737,115,2464,98,13,93,Health_Program
P26_6,2022,Q3,Punjab,Amritsar,Malaria Control,Assam NRHM,96473,7319,106,1388,689,75,65,Health_Program
P26_7,2022,Q4,Rajasthan,Jodhpur,Maternal Health,UNICEF India,385523,31734,137,4484,452,125,80,Health_Program
P26_8,2022,Q1,Punjab,Amritsar,Child Immunization,State Health Society Rajasthan,42312,13511,126,1453,732,3,89,Health_Program
P26_9,2021,Q3,Punjab,Amritsar,Nutrition Program,Assam NRHM,271471,15665,114,2129,641,149,92,Health_Program
P26_10,2022,Q1,Odisha,Puri,Child Immunization,Punjab Health Mission,300931,34596,224,1737,395,163,72,Health_Program
P26_11,2021,Q3,Kerala,Kozhikode,Nutrition Program,CARE India,141176,26329,158,2533,358,147,96,Health_Program
P26_12,2022,Q2,Assam,Silchar,Malaria Control,CARE India,198388,13970,187,3133,506,138,97,Health_Program
P26_13,2022,Q3,Odisha,Cuttack,Nutrition Program,State Health Society Rajasthan,344387,18692,69,2898,470,16,84,Health_Program
P26_14,2021,Q2,Punjab,Amritsar,Nutrition Program,NHM Odisha,306920,45254,225,1730,691,86,68,Health_Program
P26_15,2022,Q3,Odisha,Puri,Child Immunization,CARE India,141093,20399,43,3319,428,59,64,Health_Program
P26_16,2021,Q3,Kerala,Kochi,TB Control,CARE India,220623,14116,135,1716,609,87,63,Health_Program
P26_17,2023,Q3,Punjab,Patiala,TB Control,State Health Society Rajasthan,314937,11076,93,2278,464,139,69,Health_Program
P26_18,2022,Q1,Kerala,Kozhikode,TB Control,Kerala Health Department,84731,13354,198,2330,434,186,98,Health_Program
P26_19,2022,Q2,Punjab,Ludhiana,Malaria Control,Kerala Health Department,304793,41468,134,3182,287,169,85,Health_Program
P26_20,2022,Q2,Rajasthan,Jodhpur,Nutrition Program,Assam NRHM,207726,15388,216,3174,388,69,98,Health_Program
P26_21,2023,Q3,Punjab,Patiala,Malaria Control,Punjab Health Mission,376057,27887,227,1887,671,195,67,Health_Program
P26_22,2023,Q4,Odisha,Cuttack,Maternal Health,NHM Odisha,44550,26366,99,1897,189,196,87,Health_Program
P26_23,2023,Q2,Punjab,Ludhiana,TB Control,Punjab Health Mission,389380,39122,88,4123,90,20,90,Health_Program
P26_24,2021,Q4,Rajasthan,Jaipur,Nutrition Program,NHM Odisha,63820,31858,241,224,500,137,81,Health_Program
P26_25,2022,Q1,Odisha,Puri,Malaria Control,NHM Odisha,266898,22629,192,2454,707,181,85,Health_Program
P26_26,2023,Q1,Assam,Silchar,Child Immunization,Kerala Health Department,190866,20005,153,148,447,146,84,Health_Program
P26_27,2022,Q1,Kerala,Thrissur,TB Control,Kerala Health Department,179510,34149,224,154,296,139,81,Health_Program
P26_28,2021,Q4,Kerala,Kochi,Maternal Health,UNICEF India,274666,26927,48,3731,593,15,65,Health_Program
P26_29,2022,Q4,Assam,Silchar,Malaria Control,Punjab Health Mission,390444,5079,78,2760,460,193,68,Health_Program
P26_30,2022,Q2,Rajasthan,Jaipur,Nutrition Program,State Health Society Rajasthan,123632,35498,115,782,540,168,60,Health_Program
P26_31,2023,Q3,Odisha,Cuttack,Maternal Health,Assam NRHM,380386,34671,173,2371,757,88,81,Health_Program
P26_32,2023,Q1,Rajasthan,Jaipur,TB Control,CARE India,247962,29562,109,1657,521,1,89,Health_Program
P26_33,2022,Q2,Odisha,Bhubaneswar,TB Control,Kerala Health Department,304834,43401,24,1176,275,179,93,Health_Program
P26_34,2023,Q1,Kerala,Kozhikode,Malaria Control,NHM Odisha,54038,27382,225,1445,487,83,97,Health_Program
P26_35,2023,Q2,Assam,Dibrugarh,Child Immunization,Punjab Health Mission,107357,35372,113,2116,689,75,91,Health_Program
P26_36,2021,Q3,Punjab,Patiala,TB Control,UNICEF India,76536,6908,43,3105,759,116,96,Health_Program
P26_37,2023,Q2,Kerala,Kochi,TB Control,Punjab Health Mission,314617,6958,211,3345,249,38,82,Health_Program
P26_38,2022,Q4,Kerala,Kochi,TB Control,NHM Odisha,155505,43898,169,4547,652,43,77,Health_Program
P26_39,2021,Q1,Assam,Silchar,Nutrition Program,Assam NRHM,368780,39940,200,3752,586,114,63,Health_Program
P26_40,2023,Q3,Kerala,Kochi,TB Control,Punjab Health Mission,170782,27894,52,3090,635,162,63,Health_Program
P26_41,2022,Q1,Assam,Silchar,Child Immunization,Assam NRHM,393364,23020,61,1969,555,128,65,Health_Program
P26_42,2021,Q4,Odisha,Puri,Nutrition Program,Kerala Health Department,238749,46011,25,379,482,94,80,Health_Program
P26_43,2023,Q4,Rajasthan,Jaipur,TB Control,Punjab Health Mission,102626,40672,37,1602,203,8,78,Health_Program
P26_44,2022,Q3,Rajasthan,Udaipur,Nutrition Program,CARE India,285387,43465,144,1367,354,195,73,Health_Program
P26_45,2023,Q2,Punjab,Amritsar,Maternal Health,State Health Society Rajasthan,241177,16382,29,1968,405,33,96,Health_Program
P26_46,2022,Q2,Punjab,Patiala,Maternal Health,CARE India,81353,16694,218,3953,289,200,69,Health_Program
P26_47,2021,Q2,Assam,Dibrugarh,Nutrition Program,NHM Odisha,207152,33190,244,694,150,103,84,Health_Program
P26_48,2023,Q1,Punjab,Amritsar,Malaria Control,UNICEF India,148793,40694,62,4393,117,19,98,Health_Program
P26_49,2021,Q2,Odisha,Bhubaneswar,Nutrition Program,CARE India,154404,22623,51,169,97,125,67,Health_Program
P26_50,2022,Q3,Rajasthan,Jaipur,Malaria Control,CARE India,242602,32109,234,4680,699,25,77,Health_Program
P26_51,2022,Q3,Rajasthan,Udaipur,Nutrition Program,NHM Odisha,114469,48789,209,202,612,154,89,Health_Program
P26_52,2023,Q3,Odisha,Cuttack,Child Immunization,Kerala Health Department,127557,39405,197,1028,672,192,67,Health_Program
P26_53,2022,Q4,Punjab,Patiala,Malaria Control,Punjab Health Mission,266045,19240,187,412,555,142,60,Health_Program
P26_54,2023,Q3,Odisha,Puri,Malaria Control,State Health Society Rajasthan,271388,39023,76,3284,112,69,60,Health_Program
P26_55,2021,Q3,Assam,Silchar,TB Control,Punjab Health Mission,254805,27304,217,197,335,13,64,Health_Program
P26_56,2021,Q2,Kerala,Kozhikode,Malaria Control,UNICEF India,277512,27104,28,2466,136,133,62,Health_Program
P26_57,2021,Q2,Assam,Dibrugarh,Malaria Control,Assam NRHM,147323,48910,61,2719,520,158,94,Health_Program
P26_58,2022,Q3,Kerala,Kochi,Nutrition Program,Punjab Health Mission,138423,10436,198,4674,765,25,62,Health_Program
P26_59,2021,Q2,Kerala,Kozhikode,Maternal Health,Assam NRHM,302180,12129,134,3737,213,96,85,Health_Program
P26_60,2021,Q1,Punjab,Patiala,Nutrition Program,CARE India,253116,5588,190,3002,224,60,98,Health_Program
P26_61,2022,Q4,Assam,Guwahati,Malaria Control,Assam NRHM,216396,7158,27,1257,341,55,87,Health_Program
P26_62,2022,Q1,Kerala,Thrissur,TB Control,UNICEF India,309985,27313,94,2691,95,27,79,Health_Program
P26_63,2022,Q2,Odisha,Cuttack,Child Immunization,CARE India,135267,27528,146,1830,244,46,95,Health_Program
P26_64,2022,Q1,Punjab,Amritsar,Malaria Control,CARE India,392294,15778,211,4032,633,27,82,Health_Program
P26_65,2021,Q3,Kerala,Thrissur,Malaria Control,State Health Society Rajasthan,293883,46273,185,885,214,69,77,Health_Program
P26_66,2023,Q4,Rajasthan,Udaipur,Child Immunization,CARE India,65298,29882,222,3043,64,56,96,Health_Program
P26_67,2021,Q3,Rajasthan,Jaipur,Child Immunization,Punjab Health Mission,228749,36469,90,4929,342,155,95,Health_Program
P26_68,2022,Q2,Odisha,Cuttack,Nutrition Program,State Health Society Rajasthan,381804,19322,34,1611,785,176,75,Health_Program
P26_69,2021,Q1,Kerala,Thrissur,Nutrition Program,Assam NRHM,211407,44722,52,2250,96,112,69,Health_Program
P26_70,2021,Q4,Assam,Dibrugarh,TB Control,UNICEF India,74292,33431,173,4212,648,166,69,Health_Program
P26_71,2023,Q4,Punjab,Patiala,Maternal Health,Kerala Health Department,307444,30803,222,303,577,20,78,Health_Program
P26_72,2023,Q4,Kerala,Kozhikode,Malaria Control,Kerala Health Department,176348,11525,36,4021,163,179,92,Health_Program
P26_73,2021,Q3,Assam,Silchar,Child Immunization,Kerala Health Department,185843,19739,131,4618,615,3,71,Health_Program
P26_74,2023,Q1,Odisha,Cuttack,Malaria Control,UNICEF India,42395,45520,222,1982,210,124,78,Health_Program
P26_75,2022,Q3,Punjab,Ludhiana,Nutrition Program,Punjab Health Mission,356629,9645,103,2460,612,129,69,Health_Program
P26_76,2021,Q2,Punjab,Ludhiana,TB Control,UNICEF India,332989,32735,38,631,114,183,83,Health_Program
P26_77,2021,Q3,Punjab,Patiala,Maternal Health,Assam NRHM,54520,44735,219,2744,652,126,96,Health_Program
P26_78,2021,Q1,Punjab,Amritsar,TB Control,CARE India,364787,8426,174,1431,564,123,83,Health_Program
P26_79,2021,Q4,Rajasthan,Jaipur,TB Control,Punjab Health Mission,277553,35151,99,1700,64,189,60,Health_Program
P26_80,2022,Q4,Rajasthan,Jaipur,Malaria Control,NHM Odisha,55108,47200,137,3378,757,175,79,Health_Program
P26_81,2022,Q2,Assam,Silchar,Maternal Health,Assam NRHM,339718,42234,30,596,245,199,86,Health_Program
P26_82,2022,Q4,Rajasthan,Jodhpur,Child Immunization,UNICEF India,275051,21880,240,3886,73,62,90,Health_Program
P26_83,2022,Q4,Kerala,Kochi,Malaria Control,CARE India,311814,13988,59,3666,488,159,72,Health_Program
P26_84,2021,Q4,Punjab,Amritsar,TB Control,NHM Odisha,176977,41375,240,3447,495,163,76,Health_Program
P26_85,2022,Q1,Assam,Dibrugarh,Maternal Health,CARE India,349771,7027,240,2070,260,133,75,Health_Program
P26_86,2021,Q1,Kerala,Thrissur,Child Immunization,State Health Society Rajasthan,364796,46819,192,1295,616,153,83,Health_Program
P26_87,2023,Q2,Odisha,Puri,Child Immunization,UNICEF India,367666,5312,90,244,349,165,95,Health_Program
P26_88,2023,Q3,Assam,Dibrugarh,Nutrition Program,NHM Odisha,316883,48549,150,3957,347,195,79,Health_Program
P26_89,2023,Q1,Punjab,Patiala,Nutrition Program,Assam NRHM,121280,34962,206,1964,359,26,90,Health_Program
P26_90,2021,Q3,Assam,Silchar,Child Immunization,Punjab Health Mission,138386,22173,34,3475,673,137,92,Health_Program
P26_91,2022,Q2,Rajasthan,Udaipur,Maternal Health,UNICEF India,378485,36410,101,4232,460,172,76,Health_Program
P26_92,2022,Q2,Rajasthan,Udaipur,Maternal Health,UNICEF India,180743,26686,85,1044,237,83,80,Health_Program
P26_93,2021,Q2,Assam,Silchar,Malaria Control,Punjab Health Mission,357297,11234,172,2280,708,9,74,Health_Program
P26_94,2022,Q1,Kerala,Kochi,Malaria Control,Kerala Health Department,70024,34142,241,4354,409,180,89,Health_Program
P26_95,2021,Q4,Assam,Dibrugarh,Malaria Control,Punjab Health Mission,293683,44586,69,1621,408,127,92,Health_Program
P26_96,2023,Q2,Rajasthan,Jaipur,Malaria Control,NHM Odisha,263633,30285,120,2007,499,64,69,Health_Program
P26_97,2021,Q3,Assam,Dibrugarh,Malaria Control,CARE India,314157,40126,239,443,743,27,94,Health_Program
P26_98,2022,Q3,Punjab,Patiala,Nutrition Program,UNICEF India,193300,5398,76,3262,126,68,90,Health_Program
P26_99,2021,Q2,Rajasthan,Jaipur,Nutrition Program,State Health Society Rajasthan,381795,48888,76,579,337,173,72,Health_Program
P26_100,2021,Q3,Odisha,Cuttack,Malaria Control,State Health Society Rajasthan,221923,47072,250,425,297,200,83,Health_Program
P26_101,2021,Q1,Kerala,Thrissur,Malaria Control,Punjab Health Mission,124519,39807,29,4231,523,53,97,Health_Program
P26_102,2022,Q4,Odisha,Puri,Malaria Control,Assam NRHM,312002,27493,69,2845,64,4,67,Health_Program
P26_103,2023,Q2,Odisha,Cuttack,Nutrition Program,Punjab Health Mission,127631,35024,128,1796,92,99,64,Health_Program
P26_104,2021,Q2,Assam,Guwahati,TB Control,UNICEF India,65245,9994,74,716,767,154,69,Health_Program
P26_105,2022,Q4,Assam,Silchar,TB Control,UNICEF India,266471,10437,107,2593,437,51,91,Health_Program
P26_106,2021,Q4,Assam,Silchar,Child Immunization,Assam NRHM,220452,17166,160,4121,60,69,74,Health_Program
P26_107,2022,Q1,Assam,Dibrugarh,Maternal Health,Assam NRHM,104367,9449,166,4604,297,193,72,Health_Program
P26_108,2022,Q4,Odisha,Puri,Nutrition Program,Punjab Health Mission,339255,23959,200,171,54,92,89,Health_Program
P26_109,2023,Q3,Kerala,Kochi,Maternal Health,CARE India,164456,39854,102,3224,675,2,84,Health_Program
P26_110,2022,Q2,Punjab,Patiala,Malaria Control,CARE India,229067,10810,236,2977,557,49,89,Health_Program
P26_111,2022,Q4,Odisha,Cuttack,Maternal Health,Punjab Health Mission,115455,11484,201,4284,588,121,63,Health_Program
P26_112,2022,Q1,Rajasthan,Jodhpur,Nutrition Program,State Health Society Rajasthan,281713,42581,95,1375,406,155,67,Health_Program
P26_113,2023,Q1,Assam,Dibrugarh,Nutrition Program,NHM Odisha,298779,14867,28,352,130,188,89,Health_Program
P26_114,2021,Q1,Rajasthan,Jaipur,Nutrition Program,UNICEF India,200056,30344,173,4586,230,94,87,Health_Program
P26_115,2023,Q2,Kerala,Kozhikode,Maternal Health,State Health Society Rajasthan,215030,13298,229,2449,624,76,84,Health_Program
P26_116,2022,Q3,Assam,Guwahati,Malaria Control,Punjab Health Mission,240094,34586,132,2764,594,57,96,Health_Program
P26_117,2023,Q3,Punjab,Patiala,Maternal Health,UNICEF India,170329,21077,204,431,204,187,72,Health_Program
P26_118,2023,Q2,Kerala,Kochi,Maternal Health,Kerala Health Department,109396,46502,219,4219,436,92,80,Health_Program
P26_119,2021,Q4,Punjab,Patiala,TB Control,Punjab Health Mission,230762,20961,180,2048,765,17,93,Health_Program
P26_120,2022,Q2,Punjab,Ludhiana,Nutrition Program,NHM Odisha,346917,15463,141,2809,304,58,72,Health_Program
P26_121,2022,Q3,Kerala,Thrissur,Maternal Health,Kerala Health Department,112723,6357,189,2925,523,188,97,Health_Program
P26_122,2021,Q1,Assam,Silchar,TB Control,State Health Society Rajasthan,222734,13590,189,749,80,21,81,Health_Program
P26_123,2023,Q1,Rajasthan,Udaipur,Malaria Control,CARE India,182014,29739,87,4094,455,67,85,Health_Program
P26_124,2022,Q3,Assam,Silchar,Child Immunization,NHM Odisha,185155,44875,210,3603,724,110,76,Health_Program
P26_125,2021,Q4,Odisha,Cuttack,Malaria Control,State Health Society Rajasthan,258253,29838,185,368,241,90,80,Health_Program
P26_126,2023,Q4,Rajasthan,Udaipur,TB Control,State Health Society Rajasthan,181489,19986,169,983,539,110,62,Health_Program
P26_127,2021,Q3,Odisha,Bhubaneswar,TB Control,CARE India,296176,35440,166,2425,327,90,77,Health_Program
P26_128,2022,Q1,Rajasthan,Udaipur,TB Control,NHM Odisha,316709,38382,110,2298,258,6,66,Health_Program
P26_129,2023,Q1,Punjab,Ludhiana,Malaria Control,NHM Odisha,251225,28479,38,2430,246,0,93,Health_Program
P26_130,2023,Q2,Assam,Silchar,TB Control,Kerala Health Department,334356,5219,101,330,159,151,97,Health_Program
P26_131,2023,Q1,Punjab,Patiala,Nutrition Program,State Health Society Rajasthan,257945,15539,85,1284,333,167,81,Health_Program
P26_132,2023,Q2,Odisha,Cuttack,Nutrition Program,NHM Odisha,76219,33749,176,1405,148,84,80,Health_Program
P26_133,2023,Q1,Odisha,Cuttack,Nutrition Program,Punjab Health Mission,120277,36974,135,3535,755,171,65,Health_Program
P26_134,2021,Q2,Odisha,Cuttack,Child Immunization,UNICEF India,298127,5165,185,2845,401,78,98,Health_Program
P26_135,2021,Q3,Assam,Silchar,TB Control,CARE India,307188,45612,185,458,537,109,90,Health_Program
P26_136,2021,Q1,Rajasthan,Jodhpur,Malaria Control,Punjab Health Mission,59591,20824,38,4471,300,139,83,Health_Program
P26_137,2021,Q3,Rajasthan,Udaipur,Child Immunization,NHM Odisha,360732,15648,58,1423,655,150,69,Health_Program
P26_138,2022,Q1,Rajasthan,Udaipur,Malaria Control,NHM Odisha,163379,7812,26,4275,736,153,91,Health_Program
P26_139,2021,Q2,Odisha,Cuttack,Maternal Health,Kerala Health Department,173121,34695,84,3053,218,135,77,Health_Program
P26_140,2021,Q2,Punjab,Amritsar,Maternal Health,Kerala Health Department,341617,11168,114,2416,463,141,69,Health_Program
P26_141,2022,Q4,Punjab,Patiala,TB Control,Punjab Health Mission,315672,39894,204,1061,647,196,91,Health_Program
P26_142,2023,Q4,Rajasthan,Jodhpur,Maternal Health,Punjab Health Mission,306625,18391,164,2043,616,91,70,Health_Program
P26_143,2022,Q4,Odisha,Cuttack,Child Immunization,Kerala Health Department,119405,15992,119,1045,757,56,77,Health_Program
P26_144,2023,Q2,Assam,Dibrugarh,Child Immunization,NHM Odisha,365502,13828,167,4992,517,76,88,Health_Program
P26_145,2022,Q3,Punjab,Patiala,TB Control,State Health Society Rajasthan,253314,27417,219,2553,714,68,81,Health_Program
P26_146,2023,Q3,Kerala,Kozhikode,Maternal Health,NHM Odisha,79601,23174,181,175,543,64,84,Health_Program
P26_147,2022,Q1,Assam,Guwahati,Maternal Health,CARE India,285873,29726,40,2250,282,40,88,Health_Program
P26_148,2022,Q3,Punjab,Patiala,Child Immunization,Kerala Health Department,332018,24309,175,324,320,97,89,Health_Program
P26_149,2022,Q1,Assam,Silchar,TB Control,Kerala Health Department,87087,7406,130,3189,478,48,92,Health_Program
P26_150,2022,Q2,Odisha,Bhubaneswar,Maternal Health,Punjab Health Mission,206239,13204,101,3367,84,55,86,Health_Program
P26_151,2022,Q4,Punjab,Patiala,Maternal Health,Assam NRHM,195035,8588,136,947,352,150,63,Health_Program
P26_152,2021,Q4,Punjab,Patiala,Nutrition Program,Kerala Health Department,78598,41048,246,4109,687,77,93,Health_Program
P26_153,2022,Q4,Rajasthan,Udaipur,Nutrition Program,Punjab Health Mission,316264,27851,75,2308,490,10,83,Health_Program
P26_154,2021,Q2,Rajasthan,Jodhpur,Child Immunization,CARE India,76613,26698,205,3416,444,160,94,Health_Program
P26_155,2022,Q4,Kerala,Thrissur,Malaria Control,Assam NRHM,395903,44586,106,2311,454,87,62,Health_Program
P26_156,2022,Q4,Rajasthan,Jaipur,Maternal Health,CARE India,79482,16802,26,1795,631,114,89,Health_Program
P26_157,2023,Q3,Kerala,Thrissur,TB Control,Kerala Health Department,310701,20952,132,3349,175,107,63,Health_Program
P26_158,2021,Q3,Odisha,Cuttack,Maternal Health,Assam NRHM,176987,35461,131,2449,129,44,63,Health_Program
P26_159,2021,Q1,Punjab,Amritsar,Malaria Control,Punjab Health Mission,243489,11457,117,3461,268,119,89,Health_Program
P26_160,2022,Q4,Rajasthan,Udaipur,Malaria Control,State Health Society Rajasthan,107650,42176,62,2478,564,185,70,Health_Program
P26_161,2021,Q4,Kerala,Kochi,Child Immunization,CARE India,113220,30130,146,1664,296,92,68,Health_Program
P26_162,2021,Q4,Kerala,Kozhikode,Maternal Health,UNICEF India,217846,14418,174,2895,313,5,74,Health_Program
P26_163,2022,Q2,Punjab,Amritsar,Child Immunization,State Health Society Rajasthan,89518,14428,175,4346,204,63,89,Health_Program
P26_164,2021,Q2,Kerala,Kochi,TB Control,Kerala Health Department,165755,16338,75,4242,378,190,61,Health_Program
P26_165,2023,Q2,Punjab,Amritsar,Child Immunization,State Health Society Rajasthan,140252,48620,72,1466,699,192,92,Health_Program
P26_166,2023,Q4,Odisha,Cuttack,Nutrition Program,NHM Odisha,336463,16923,174,1092,660,5,93,Health_Program
P26_167,2023,Q4,Rajasthan,Udaipur,Child Immunization,CARE India,201898,29312,176,4917,278,65,86,Health_Program
P26_168,2021,Q3,Rajasthan,Jodhpur,Child Immunization,Punjab Health Mission,348063,35849,103,2879,655,36,75,Health_Program
P26_169,2021,Q2,Assam,Guwahati,Malaria Control,Kerala Health Department,90879,7689,86,4899,471,11,98,Health_Program
P26_170,2023,Q4,Odisha,Cuttack,Nutrition Program,State Health Society Rajasthan,283642,44609,168,3846,334,65,80,Health_Program
P26_171,2022,Q2,Assam,Guwahati,Maternal Health,Assam NRHM,380544,23539,113,2564,645,16,92,Health_Program
P26_172,2021,Q3,Assam,Dibrugarh,Malaria Control,Assam NRHM,314831,42149,196,159,175,52,71,Health_Program
P26_173,2023,Q2,Odisha,Puri,Child Immunization,NHM Odisha,347063,42126,32,4810,722,129,92,Health_Program
P26_174,2022,Q2,Assam,Guwahati,Nutrition Program,CARE India,109202,14426,113,3024,54,185,90,Health_Program
