village_name,problem_type,severity,affected_families,ngo_1_name,ngo_1_work
Ahmedabad,"Malaria, Dengue, Tuberculosis",Low,61021,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis",Low,59918,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Madurai,"Malaria, Dengue, Tuberculosis",High,72248,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Surat,"Malaria, Dengue, Tuberculosis",Low,22527,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Mumbai,"Malaria, Dengue, Tuberculosis",High,73763,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Nagpur,"Malaria, Dengue, Tuberculosis",High,31803,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Vadodara,"Malaria, Dengue, Tuberculosis",Low,59364,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis",Low,15911,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Medium,20511,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Mysuru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Low,17994,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Surat,"Malaria, Dengue, Tuberculosis",Low,31145,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Mumbai,"Malaria, Dengue, Tuberculosis",Medium,23136,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mumbai,"Malaria, Dengue, Tuberculosis",Medium,57324,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Mumbai,"Malaria, Dengue, Tuberculosis",High,42590,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Hubli,"Malaria, Dengue, Tuberculosis",Medium,23411,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Surat,"Malaria, Dengue, Tuberculosis",Medium,63888,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Ahmedabad,"Malaria, Dengue, Tuberculosis",High,73833,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Bengaluru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,71203,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Nagpur,"Malaria, Dengue, Tuberculosis",High,27635,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Surat,"Malaria, Dengue, Tuberculosis",High,41542,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Surat,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,54450,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Surat,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,59073,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Mysuru,"Malaria, Dengue, Tuberculosis",Medium,54191,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Varanasi,"Malaria, Dengue, Tuberculosis",Medium,74142,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Varanasi,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Low,23754,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Mysuru,"Malaria, Dengue, Tuberculosis",High,72525,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Vadodara,"Malaria, Dengue, Tuberculosis",High,15102,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Pune,"Malaria, Dengue, Tuberculosis",Low,32866,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Ahmedabad,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Low,44212,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Coimbatore,"Malaria, Dengue, Tuberculosis",Low,36772,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Varanasi,"Malaria, Dengue, Tuberculosis",Medium,57238,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Coimbatore,"Malaria, Dengue, Tuberculosis",Medium,72949,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Vadodara,"Malaria, Dengue, Tuberculosis",High,65395,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Vadodara,"Malaria, Dengue, Tuberculosis",Medium,44767,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Madurai,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,73467,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Madurai,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",High,13457,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Pune,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,13123,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Chennai,"Malaria, Dengue, Tuberculosis",Low,59115,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Low,20631,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Madurai,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,23188,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Coimbatore,"Malaria, Dengue, Tuberculosis",Medium,17492,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Surat,"Malaria, Dengue, Tuberculosis",High,47140,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Coimbatore,"Malaria, Dengue, Tuberculosis",High,65450,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Low,50348,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Chennai,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Low,18421,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Nagpur,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,62608,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Vadodara,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,55519,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Bengaluru,"Malaria, Dengue, Tuberculosis",Medium,68406,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Chennai,"Malaria, Dengue, Tuberculosis",High,64350,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Medium,30296,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Mysuru,"Malaria, Dengue, Tuberculosis",Medium,26243,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Varanasi,"Malaria, Dengue, Tuberculosis",Medium,71019,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Low,48796,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Nagpur,"Malaria, Dengue, Tuberculosis",Medium,64767,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Mysuru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,57201,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis",Medium,66876,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Pune,"Malaria, Dengue, Tuberculosis",High,36342,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage, Low Antenatal Care",Medium,36032,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Nagpur,"Malaria, Dengue, Tuberculosis",Low,72361,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Mysuru,"Malaria, Dengue, Tuberculosis",Low,45198,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Varanasi,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",High,17258,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Vadodara,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",High,73396,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Chennai,"Malaria, Dengue, Tuberculosis",Medium,21900,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Lucknow,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,53159,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Mysuru,"Malaria, Dengue, Tuberculosis",Low,13146,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Nagpur,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,71245,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Vadodara,"Malaria, Dengue, Tuberculosis",Low,59793,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Ahmedabad,"Malaria, Dengue, Tuberculosis",High,33173,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Agra,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Low,43031,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Coimbatore,"Malaria, Dengue, Tuberculosis",Medium,14657,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Ahmedabad,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",High,17527,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Chennai,"Malaria, Dengue, Tuberculosis",High,73907,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Varanasi,"Malaria, Dengue, Tuberculosis",Medium,47747,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Chennai,"Malaria, Dengue, Tuberculosis",Low,48438,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Medium,53159,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Mumbai,"Malaria, Dengue, Tuberculosis",Medium,45538,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Mumbai,"Malaria, Dengue, Tuberculosis",Low,64219,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Agra,"Malaria, Dengue, Tuberculosis",Low,57201,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Nagpur,"Malaria, Dengue, Tuberculosis",Medium,58794,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Bengaluru,"Malaria, Dengue, Tuberculosis",Low,29926,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Low,38510,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Nagpur,"Malaria, Dengue, Tuberculosis",Medium,17793,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Madurai,"Malaria, Dengue, Tuberculosis",Low,44377,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Madurai,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,28156,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Madurai,"Malaria, Dengue, Tuberculosis",High,62619,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Varanasi,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,24389,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Madurai,"Malaria, Dengue, Tuberculosis",High,47720,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Hubli,"Malaria, Dengue, Tuberculosis",Low,51480,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Vadodara,"Malaria, Dengue, Tuberculosis",Low,37526,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Lucknow,"Malaria, Dengue, Tuberculosis",Medium,69398,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Bengaluru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Low,24792,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Ahmedabad,"Malaria, Dengue, Tuberculosis",High,30389,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Surat,"Malaria, Dengue, Tuberculosis",Low,26257,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Hubli,"Malaria, Dengue, Tuberculosis",Medium,19776,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Coimbatore,"Malaria, Dengue, Tuberculosis",Low,12526,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Nagpur,"Malaria, Dengue, Tuberculosis",Medium,59419,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Madurai,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,52635,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Surat,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage, Low Antenatal Care",Low,29600,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Mysuru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,65642,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Mumbai,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage, Low Antenatal Care",Medium,53745,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Mysuru,"Malaria, Dengue, Tuberculosis",Medium,61592,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Lucknow,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,20864,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Bengaluru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,33139,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Lucknow,"Malaria, Dengue, Tuberculosis",Low,35149,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Madurai,"Malaria, Dengue, Tuberculosis",High,41364,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Vadodara,"Malaria, Dengue, Tuberculosis",High,70909,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Pune,"Malaria, Dengue, Tuberculosis",High,44067,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Surat,"Malaria, Dengue, Tuberculosis",Low,19028,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Varanasi,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,29079,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Lucknow,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Low,74128,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Pune,"Malaria, Dengue, Tuberculosis",Low,34864,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Lucknow,"Malaria, Dengue, Tuberculosis",Low,54580,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Madurai,"Malaria, Dengue, Tuberculosis",Medium,60905,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Nagpur,"Malaria, Dengue, Tuberculosis",High,25790,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Mysuru,"Malaria, Dengue, Tuberculosis",High,70958,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Mumbai,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,68567,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Madurai,"Malaria, Dengue, Tuberculosis",High,41149,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Hubli,"Malaria, Dengue, Tuberculosis",Medium,51227,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Nagpur,"Malaria, Dengue, Tuberculosis",High,26833,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Agra,"Malaria, Dengue, Tuberculosis",Low,24277,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Varanasi,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,58706,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Hubli,"Malaria, Dengue, Tuberculosis",High,33481,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Madurai,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Medium,42419,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Ahmedabad,"Malaria, Dengue, Tuberculosis",High,12971,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Mumbai,"Malaria, Dengue, Tuberculosis",Medium,36542,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Madurai,"Malaria, Dengue, Tuberculosis",High,41192,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Surat,"Malaria, Dengue, Tuberculosis",Medium,30116,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Madurai,"Malaria, Dengue, Tuberculosis",Medium,40279,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Lucknow,"Malaria, Dengue, Tuberculosis",Medium,53160,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Nagpur,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage, Low Antenatal Care",Low,18759,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis",Medium,24447,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Madurai,"Malaria, Dengue, Tuberculosis",Medium,34920,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Bengaluru,"Malaria, Dengue, Tuberculosis",High,38934,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Agra,"Malaria, Dengue, Tuberculosis",High,58362,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Surat,"Malaria, Dengue, Tuberculosis",Low,48245,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Vadodara,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",Medium,71435,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Surat,"Malaria, Dengue, Tuberculosis",High,31775,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Coimbatore,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,46544,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Madurai,"Malaria, Dengue, Tuberculosis",Low,18539,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Mysuru,"Malaria, Dengue, Tuberculosis",Low,73194,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Varanasi,"Malaria, Dengue, Tuberculosis",High,61699,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Lucknow,"Malaria, Dengue, Tuberculosis",High,20949,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Nagpur,"Malaria, Dengue, Tuberculosis, Low Immunization Coverage",High,40750,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Surat,"Malaria, Dengue, Tuberculosis",High,62725,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Chennai,"Malaria, Dengue, Tuberculosis",Low,70386,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Nagpur,"Malaria, Dengue, Tuberculosis",Medium,40961,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Agra,"Malaria, Dengue, Tuberculosis",Medium,42043,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Mysuru,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,31129,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Surat,"Malaria, Dengue, Tuberculosis",Medium,59827,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Mumbai,"Malaria, Dengue, Tuberculosis",Low,15245,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Ahmedabad,"Malaria, Dengue, Tuberculosis",Low,23667,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Agra,"Malaria, Dengue, Tuberculosis",Medium,37755,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Madurai,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",High,31727,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Varanasi,"Malaria, Dengue, Tuberculosis",Low,19337,Health Management Information System (HMIS),"MoHFW digital platform aggregating public health facility data — OPD/IPD counts, deliveries, immunization, disease surveillance."
Nagpur,"Malaria, Dengue, Tuberculosis",Medium,37165,Smile Foundation,"NGO delivering education, healthcare (mobile medical units), livelihood training, and women empowerment programs across 25+ Indian states."
Hubli,"Malaria, Dengue, Tuberculosis",Medium,48808,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
Vadodara,"Malaria, Dengue, Tuberculosis",Low,49580,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Bengaluru,"Malaria, Dengue, Tuberculosis",Low,46059,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Lucknow,"Malaria, Dengue, Tuberculosis",Low,13970,World Health Organization India,"UN specialized agency supporting India's health systems, disease eradication, epidemiological research, and policy advisory."
Agra,"Malaria, Dengue, Tuberculosis, Low Antenatal Care",Low,13572,National Family Health Survey (NFHS),"Large-scale household survey program collecting health, nutrition, and family welfare data across Indian states to guide policy."
Varanasi,"Malaria, Dengue, Tuberculosis",Medium,60237,CARE India,"NGO focused on women & girls' empowerment, maternal-newborn health, nutrition, WASH, and livelihoods in underserved communities."
Mumbai,"Malaria, Dengue, Tuberculosis",Low,31093,National Health Mission (NHM),"Government of India program providing universal healthcare access — maternal & child health, immunization, disease control, and rural health infrastructure."
Mysuru,"Malaria, Dengue, Tuberculosis",High,64444,UNICEF India,"UN agency working on child survival, immunization, maternal health, nutrition, WASH, and emergency response across India."
