NGO_ID,NGO_Name,Country,Sector,Focus_Area,Website,Email,Priority_Level,Startup_Relevance_Tag
4063,Global Impact Foundation 4063,UK,Health,Skill Development,www.globalimpactfoundation4063.global,contact@globalimpactfoundation4063.ngo,High,Funding
4064,Global Impact Foundation 4064,Brazil,Human Rights,Community Health,www.globalimpactfoundation4064.global,contact@globalimpactfoundation4064.ngo,High,Pilot Testing
4065,Global Impact Foundation 4065,Brazil,Human Rights,Policy Advocacy,www.globalimpactfoundation4065.ngo,contact@globalimpactfoundation4065.global,High,Outreach
4066,Global Impact Foundation 4066,Canada,Health,Policy Advocacy,www.globalimpactfoundation4066.org,contact@globalimpactfoundation4066.ngo,Low,Outreach
4067,Global Impact Foundation 4067,India,Human Rights,Community Health,www.globalimpactfoundation4067.global,contact@globalimpactfoundation4067.org,High,Pilot Testing
4068,Global Impact Foundation 4068,Germany,Poverty Relief,Disaster Relief,www.globalimpactfoundation4068.foundation,contact@globalimpactfoundation4068.ngo,High,Outreach
4069,Global Impact Foundation 4069,Kenya,Human Rights,Rural Development,www.globalimpactfoundation4069.ngo,contact@globalimpactfoundation4069.foundation,High,Outreach
4070,Global Impact Foundation 4070,Brazil,Environment,Policy Advocacy,www.globalimpactfoundation4070.org,contact@globalimpactfoundation4070.ngo,High,Outreach
4071,Global Impact Foundation 4071,UAE,Education,Rural Development,www.globalimpactfoundation4071.ngo,contact@globalimpactfoundation4071.global,High,Partnership
4072,Global Impact Foundation 4072,UK,Poverty Relief,Policy Advocacy,www.globalimpactfoundation4072.ngo,contact@globalimpactfoundation4072.org,High,Partnership
4073,Global Impact Foundation 4073,India,Women Empowerment,Urban Support,www.globalimpactfoundation4073.ngo,contact@globalimpactfoundation4073.global,Medium,Funding
4074,Global Impact Foundation 4074,Australia,Health,Disaster Relief,www.globalimpactfoundation4074.global,contact@globalimpactfoundation4074.ngo,Medium,Pilot Testing
4075,Global Impact Foundation 4075,UK,Human Rights,Disaster Relief,www.globalimpactfoundation4075.foundation,contact@globalimpactfoundation4075.ngo,Medium,Outreach
4076,Global Impact Foundation 4076,Australia,Education,Disaster Relief,www.globalimpactfoundation4076.global,contact@globalimpactfoundation4076.foundation,Low,Outreach
4077,Global Impact Foundation 4077,Canada,Health,Skill Development,www.globalimpactfoundation4077.ngo,contact@globalimpactfoundation4077.ngo,Low,Pilot Testing
4078,Global Impact Foundation 4078,India,Women Empowerment,Rural Development,www.globalimpactfoundation4078.global,contact@globalimpactfoundation4078.global,Low,Partnership
4079,Global Impact Foundation 4079,UAE,Women Empowerment,Disaster Relief,www.globalimpactfoundation4079.foundation,contact@globalimpactfoundation4079.global,High,Partnership
4080,Global Impact Foundation 4080,South Africa,Education,Rural Development,www.globalimpactfoundation4080.ngo,contact@globalimpactfoundation4080.foundation,Low,Partnership
4081,Global Impact Foundation 4081,USA,Human Rights,Skill Development,www.globalimpactfoundation4081.org,contact@globalimpactfoundation4081.foundation,High,Partnership
4082,Global Impact Foundation 4082,South Africa,Poverty Relief,Skill Development,www.globalimpactfoundation4082.foundation,contact@globalimpactfoundation4082.org,High,Pilot Testing
4083,Global Impact Foundation 4083,South Africa,Human Rights,Disaster Relief,www.globalimpactfoundation4083.foundation,contact@globalimpactfoundation4083.ngo,Low,Pilot Testing
4084,Global Impact Foundation 4084,Kenya,Poverty Relief,Policy Advocacy,www.globalimpactfoundation4084.ngo,contact@globalimpactfoundation4084.org,Low,Partnership
4085,Global Impact Foundation 4085,Brazil,Education,Community Health,www.globalimpactfoundation4085.ngo,contact@globalimpactfoundation4085.foundation,Low,Funding
4086,Global Impact Foundation 4086,Brazil,Environment,Skill Development,www.globalimpactfoundation4086.org,contact@globalimpactfoundation4086.global,Low,Funding
4087,Global Impact Foundation 4087,Canada,Women Empowerment,Policy Advocacy,www.globalimpactfoundation4087.global,contact@globalimpactfoundation4087.global,High,Funding
4088,Global Impact Foundation 4088,Canada,Child Welfare,Policy Advocacy,www.globalimpactfoundation4088.foundation,contact@globalimpactfoundation4088.global,High,Pilot Testing
4089,Global Impact Foundation 4089,UAE,Poverty Relief,Urban Support,www.globalimpactfoundation4089.org,contact@globalimpactfoundation4089.foundation,Medium,Funding
4090,Global Impact Foundation 4090,UAE,Environment,Policy Advocacy,www.globalimpactfoundation4090.ngo,contact@globalimpactfoundation4090.org,Medium,Funding
4091,Global Impact Foundation 4091,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation4091.global,contact@globalimpactfoundation4091.ngo,Medium,Outreach
4092,Global Impact Foundation 4092,South Africa,Women Empowerment,Urban Support,www.globalimpactfoundation4092.org,contact@globalimpactfoundation4092.global,Low,Partnership
4093,Global Impact Foundation 4093,Germany,Poverty Relief,Rural Development,www.globalimpactfoundation4093.ngo,contact@globalimpactfoundation4093.global,High,Funding
4094,Global Impact Foundation 4094,Brazil,Environment,Urban Support,www.globalimpactfoundation4094.org,contact@globalimpactfoundation4094.org,Medium,Partnership
4095,Global Impact Foundation 4095,Kenya,Human Rights,Urban Support,www.globalimpactfoundation4095.foundation,contact@globalimpactfoundation4095.ngo,Low,Funding
4096,Global Impact Foundation 4096,Canada,Poverty Relief,Rural Development,www.globalimpactfoundation4096.ngo,contact@globalimpactfoundation4096.global,Low,Pilot Testing
4097,Global Impact Foundation 4097,Kenya,Education,Skill Development,www.globalimpactfoundation4097.foundation,contact@globalimpactfoundation4097.foundation,Low,Outreach
4098,Global Impact Foundation 4098,USA,Human Rights,Urban Support,www.globalimpactfoundation4098.global,contact@globalimpactfoundation4098.global,High,Pilot Testing
4099,Global Impact Foundation 4099,India,Child Welfare,Skill Development,www.globalimpactfoundation4099.org,contact@globalimpactfoundation4099.foundation,Medium,Pilot Testing
4100,Global Impact Foundation 4100,UK,Human Rights,Community Health,www.globalimpactfoundation4100.ngo,contact@globalimpactfoundation4100.ngo,High,Pilot Testing
4101,Global Impact Foundation 4101,Brazil,Education,Urban Support,www.globalimpactfoundation4101.ngo,contact@globalimpactfoundation4101.global,Low,Outreach
4102,Global Impact Foundation 4102,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation4102.global,contact@globalimpactfoundation4102.global,High,Pilot Testing
4103,Global Impact Foundation 4103,Brazil,Environment,Urban Support,www.globalimpactfoundation4103.org,contact@globalimpactfoundation4103.org,Medium,Partnership
4104,Global Impact Foundation 4104,Brazil,Poverty Relief,Rural Development,www.globalimpactfoundation4104.foundation,contact@globalimpactfoundation4104.ngo,High,Outreach
4105,Global Impact Foundation 4105,UK,Human Rights,Policy Advocacy,www.globalimpactfoundation4105.foundation,contact@globalimpactfoundation4105.org,Medium,Outreach
4106,Global Impact Foundation 4106,Kenya,Health,Policy Advocacy,www.globalimpactfoundation4106.foundation,contact@globalimpactfoundation4106.foundation,High,Funding
4107,Global Impact Foundation 4107,UAE,Poverty Relief,Skill Development,www.globalimpactfoundation4107.global,contact@globalimpactfoundation4107.foundation,High,Outreach
4108,Global Impact Foundation 4108,UK,Child Welfare,Policy Advocacy,www.globalimpactfoundation4108.org,contact@globalimpactfoundation4108.foundation,Low,Funding
4109,Global Impact Foundation 4109,Canada,Poverty Relief,Urban Support,www.globalimpactfoundation4109.ngo,contact@globalimpactfoundation4109.org,Low,Pilot Testing
4110,Global Impact Foundation 4110,USA,Environment,Rural Development,www.globalimpactfoundation4110.org,contact@globalimpactfoundation4110.global,High,Pilot Testing
4111,Global Impact Foundation 4111,Australia,Child Welfare,Skill Development,www.globalimpactfoundation4111.ngo,contact@globalimpactfoundation4111.org,Medium,Funding
4112,Global Impact Foundation 4112,South Africa,Education,Urban Support,www.globalimpactfoundation4112.ngo,contact@globalimpactfoundation4112.foundation,Low,Funding
4113,Global Impact Foundation 4113,Australia,Child Welfare,Community Health,www.globalimpactfoundation4113.org,contact@globalimpactfoundation4113.foundation,Medium,Partnership
4114,Global Impact Foundation 4114,South Africa,Child Welfare,Skill Development,www.globalimpactfoundation4114.org,contact@globalimpactfoundation4114.org,High,Outreach
4115,Global Impact Foundation 4115,Kenya,Education,Urban Support,www.globalimpactfoundation4115.global,contact@globalimpactfoundation4115.ngo,High,Outreach
4116,Global Impact Foundation 4116,USA,Child Welfare,Community Health,www.globalimpactfoundation4116.global,contact@globalimpactfoundation4116.foundation,Medium,Partnership
4117,Global Impact Foundation 4117,UAE,Human Rights,Urban Support,www.globalimpactfoundation4117.org,contact@globalimpactfoundation4117.org,Medium,Partnership
4118,Global Impact Foundation 4118,Canada,Environment,Policy Advocacy,www.globalimpactfoundation4118.org,contact@globalimpactfoundation4118.ngo,Medium,Outreach
4119,Global Impact Foundation 4119,South Africa,Health,Urban Support,www.globalimpactfoundation4119.ngo,contact@globalimpactfoundation4119.org,Low,Funding
4120,Global Impact Foundation 4120,Germany,Women Empowerment,Disaster Relief,www.globalimpactfoundation4120.global,contact@globalimpactfoundation4120.foundation,Medium,Pilot Testing
4121,Global Impact Foundation 4121,Kenya,Women Empowerment,Policy Advocacy,www.globalimpactfoundation4121.org,contact@globalimpactfoundation4121.ngo,Medium,Funding
4122,Global Impact Foundation 4122,Canada,Child Welfare,Disaster Relief,www.globalimpactfoundation4122.global,contact@globalimpactfoundation4122.global,High,Pilot Testing
4123,Global Impact Foundation 4123,Canada,Human Rights,Policy Advocacy,www.globalimpactfoundation4123.foundation,contact@globalimpactfoundation4123.ngo,Low,Funding
4124,Global Impact Foundation 4124,UK,Child Welfare,Rural Development,www.globalimpactfoundation4124.global,contact@globalimpactfoundation4124.ngo,High,Funding
4125,Global Impact Foundation 4125,UK,Education,Policy Advocacy,www.globalimpactfoundation4125.foundation,contact@globalimpactfoundation4125.org,Medium,Funding
4126,Global Impact Foundation 4126,Brazil,Human Rights,Community Health,www.globalimpactfoundation4126.foundation,contact@globalimpactfoundation4126.org,High,Funding
4127,Global Impact Foundation 4127,Kenya,Education,Disaster Relief,www.globalimpactfoundation4127.foundation,contact@globalimpactfoundation4127.global,Medium,Pilot Testing
4128,Global Impact Foundation 4128,Canada,Human Rights,Rural Development,www.globalimpactfoundation4128.ngo,contact@globalimpactfoundation4128.foundation,Medium,Pilot Testing
4129,Global Impact Foundation 4129,Germany,Education,Skill Development,www.globalimpactfoundation4129.foundation,contact@globalimpactfoundation4129.global,Low,Partnership
4130,Global Impact Foundation 4130,USA,Health,Policy Advocacy,www.globalimpactfoundation4130.org,contact@globalimpactfoundation4130.global,Low,Partnership
4131,Global Impact Foundation 4131,India,Poverty Relief,Skill Development,www.globalimpactfoundation4131.global,contact@globalimpactfoundation4131.foundation,Medium,Partnership
4132,Global Impact Foundation 4132,Brazil,Women Empowerment,Policy Advocacy,www.globalimpactfoundation4132.ngo,contact@globalimpactfoundation4132.foundation,High,Pilot Testing
4133,Global Impact Foundation 4133,UAE,Environment,Policy Advocacy,www.globalimpactfoundation4133.ngo,contact@globalimpactfoundation4133.ngo,Medium,Pilot Testing
4134,Global Impact Foundation 4134,Canada,Poverty Relief,Community Health,www.globalimpactfoundation4134.foundation,contact@globalimpactfoundation4134.org,High,Partnership
4135,Global Impact Foundation 4135,UK,Women Empowerment,Rural Development,www.globalimpactfoundation4135.foundation,contact@globalimpactfoundation4135.global,High,Partnership
4136,Global Impact Foundation 4136,USA,Child Welfare,Urban Support,www.globalimpactfoundation4136.org,contact@globalimpactfoundation4136.ngo,Medium,Partnership
4137,Global Impact Foundation 4137,India,Poverty Relief,Urban Support,www.globalimpactfoundation4137.foundation,contact@globalimpactfoundation4137.org,Medium,Pilot Testing
4138,Global Impact Foundation 4138,India,Human Rights,Rural Development,www.globalimpactfoundation4138.foundation,contact@globalimpactfoundation4138.org,Medium,Pilot Testing
4139,Global Impact Foundation 4139,UK,Women Empowerment,Disaster Relief,www.globalimpactfoundation4139.global,contact@globalimpactfoundation4139.ngo,High,Outreach
4140,Global Impact Foundation 4140,UK,Child Welfare,Policy Advocacy,www.globalimpactfoundation4140.org,contact@globalimpactfoundation4140.ngo,High,Partnership
4141,Global Impact Foundation 4141,USA,Child Welfare,Disaster Relief,www.globalimpactfoundation4141.global,contact@globalimpactfoundation4141.global,High,Partnership
4142,Global Impact Foundation 4142,Kenya,Women Empowerment,Rural Development,www.globalimpactfoundation4142.global,contact@globalimpactfoundation4142.org,Medium,Funding
4143,Global Impact Foundation 4143,Kenya,Human Rights,Urban Support,www.globalimpactfoundation4143.ngo,contact@globalimpactfoundation4143.global,Medium,Funding
4144,Global Impact Foundation 4144,UK,Health,Rural Development,www.globalimpactfoundation4144.foundation,contact@globalimpactfoundation4144.global,Low,Pilot Testing
4145,Global Impact Foundation 4145,Australia,Education,Rural Development,www.globalimpactfoundation4145.foundation,contact@globalimpactfoundation4145.ngo,High,Partnership
4146,Global Impact Foundation 4146,Australia,Poverty Relief,Community Health,www.globalimpactfoundation4146.ngo,contact@globalimpactfoundation4146.ngo,High,Funding
4147,Global Impact Foundation 4147,India,Education,Disaster Relief,www.globalimpactfoundation4147.global,contact@globalimpactfoundation4147.org,Low,Pilot Testing
4148,Global Impact Foundation 4148,UK,Environment,Urban Support,www.globalimpactfoundation4148.global,contact@globalimpactfoundation4148.foundation,Medium,Funding
4149,Global Impact Foundation 4149,USA,Child Welfare,Urban Support,www.globalimpactfoundation4149.foundation,contact@globalimpactfoundation4149.foundation,Medium,Outreach
4150,Global Impact Foundation 4150,USA,Child Welfare,Skill Development,www.globalimpactfoundation4150.ngo,contact@globalimpactfoundation4150.global,Low,Funding
4151,Global Impact Foundation 4151,South Africa,Environment,Disaster Relief,www.globalimpactfoundation4151.ngo,contact@globalimpactfoundation4151.global,Medium,Outreach
4152,Global Impact Foundation 4152,Brazil,Health,Rural Development,www.globalimpactfoundation4152.global,contact@globalimpactfoundation4152.foundation,Low,Funding
4153,Global Impact Foundation 4153,UAE,Women Empowerment,Rural Development,www.globalimpactfoundation4153.org,contact@globalimpactfoundation4153.ngo,Low,Outreach
4154,Global Impact Foundation 4154,Kenya,Health,Disaster Relief,www.globalimpactfoundation4154.global,contact@globalimpactfoundation4154.ngo,Medium,Outreach
4155,Global Impact Foundation 4155,Australia,Poverty Relief,Rural Development,www.globalimpactfoundation4155.org,contact@globalimpactfoundation4155.org,Low,Outreach
4156,Global Impact Foundation 4156,Germany,Child Welfare,Urban Support,www.globalimpactfoundation4156.global,contact@globalimpactfoundation4156.foundation,Medium,Outreach
4157,Global Impact Foundation 4157,Brazil,Human Rights,Policy Advocacy,www.globalimpactfoundation4157.foundation,contact@globalimpactfoundation4157.org,Low,Funding
4158,Global Impact Foundation 4158,India,Poverty Relief,Urban Support,www.globalimpactfoundation4158.global,contact@globalimpactfoundation4158.global,High,Funding
4159,Global Impact Foundation 4159,South Africa,Human Rights,Skill Development,www.globalimpactfoundation4159.foundation,contact@globalimpactfoundation4159.foundation,Low,Outreach
4160,Global Impact Foundation 4160,UK,Poverty Relief,Skill Development,www.globalimpactfoundation4160.foundation,contact@globalimpactfoundation4160.foundation,Low,Outreach
4161,Global Impact Foundation 4161,USA,Health,Policy Advocacy,www.globalimpactfoundation4161.org,contact@globalimpactfoundation4161.global,Medium,Pilot Testing
4162,Global Impact Foundation 4162,Australia,Women Empowerment,Policy Advocacy,www.globalimpactfoundation4162.ngo,contact@globalimpactfoundation4162.ngo,High,Outreach
4163,Global Impact Foundation 4163,Germany,Health,Urban Support,www.globalimpactfoundation4163.foundation,contact@globalimpactfoundation4163.foundation,Low,Outreach
4164,Global Impact Foundation 4164,South Africa,Environment,Policy Advocacy,www.globalimpactfoundation4164.global,contact@globalimpactfoundation4164.foundation,Medium,Outreach
4165,Global Impact Foundation 4165,UAE,Women Empowerment,Community Health,www.globalimpactfoundation4165.foundation,contact@globalimpactfoundation4165.global,Medium,Pilot Testing
4166,Global Impact Foundation 4166,India,Environment,Rural Development,www.globalimpactfoundation4166.foundation,contact@globalimpactfoundation4166.ngo,High,Pilot Testing
4167,Global Impact Foundation 4167,Germany,Poverty Relief,Disaster Relief,www.globalimpactfoundation4167.foundation,contact@globalimpactfoundation4167.org,Low,Partnership
4168,Global Impact Foundation 4168,South Africa,Health,Disaster Relief,www.globalimpactfoundation4168.foundation,contact@globalimpactfoundation4168.org,High,Partnership
4169,Global Impact Foundation 4169,Germany,Child Welfare,Rural Development,www.globalimpactfoundation4169.foundation,contact@globalimpactfoundation4169.org,Medium,Partnership
4170,Global Impact Foundation 4170,Australia,Health,Disaster Relief,www.globalimpactfoundation4170.global,contact@globalimpactfoundation4170.global,Medium,Funding
4171,Global Impact Foundation 4171,India,Environment,Rural Development,www.globalimpactfoundation4171.foundation,contact@globalimpactfoundation4171.global,High,Funding
4172,Global Impact Foundation 4172,Brazil,Women Empowerment,Policy Advocacy,www.globalimpactfoundation4172.global,contact@globalimpactfoundation4172.org,Low,Partnership
4173,Global Impact Foundation 4173,USA,Education,Rural Development,www.globalimpactfoundation4173.foundation,contact@globalimpactfoundation4173.ngo,Medium,Pilot Testing
4174,Global Impact Foundation 4174,USA,Poverty Relief,Urban Support,www.globalimpactfoundation4174.org,contact@globalimpactfoundation4174.global,High,Outreach
4175,Global Impact Foundation 4175,Germany,Education,Urban Support,www.globalimpactfoundation4175.ngo,contact@globalimpactfoundation4175.org,Low,Pilot Testing
4176,Global Impact Foundation 4176,Brazil,Health,Rural Development,www.globalimpactfoundation4176.foundation,contact@globalimpactfoundation4176.foundation,Low,Outreach
4177,Global Impact Foundation 4177,USA,Human Rights,Policy Advocacy,www.globalimpactfoundation4177.foundation,contact@globalimpactfoundation4177.foundation,Medium,Pilot Testing
4178,Global Impact Foundation 4178,UK,Health,Community Health,www.globalimpactfoundation4178.global,contact@globalimpactfoundation4178.ngo,Low,Pilot Testing
4179,Global Impact Foundation 4179,Brazil,Human Rights,Disaster Relief,www.globalimpactfoundation4179.ngo,contact@globalimpactfoundation4179.global,High,Funding
4180,Global Impact Foundation 4180,India,Education,Policy Advocacy,www.globalimpactfoundation4180.foundation,contact@globalimpactfoundation4180.ngo,Medium,Pilot Testing
4181,Global Impact Foundation 4181,India,Child Welfare,Urban Support,www.globalimpactfoundation4181.org,contact@globalimpactfoundation4181.global,High,Pilot Testing
4182,Global Impact Foundation 4182,Australia,Poverty Relief,Urban Support,www.globalimpactfoundation4182.ngo,contact@globalimpactfoundation4182.global,High,Partnership
4183,Global Impact Foundation 4183,USA,Child Welfare,Skill Development,www.globalimpactfoundation4183.global,contact@globalimpactfoundation4183.global,High,Pilot Testing
4184,Global Impact Foundation 4184,India,Health,Urban Support,www.globalimpactfoundation4184.org,contact@globalimpactfoundation4184.org,High,Pilot Testing
4185,Global Impact Foundation 4185,Canada,Health,Skill Development,www.globalimpactfoundation4185.global,contact@globalimpactfoundation4185.global,Low,Pilot Testing
4186,Global Impact Foundation 4186,USA,Education,Community Health,www.globalimpactfoundation4186.global,contact@globalimpactfoundation4186.ngo,High,Partnership
4187,Global Impact Foundation 4187,Brazil,Poverty Relief,Rural Development,www.globalimpactfoundation4187.global,contact@globalimpactfoundation4187.foundation,High,Partnership
4188,Global Impact Foundation 4188,Kenya,Poverty Relief,Skill Development,www.globalimpactfoundation4188.ngo,contact@globalimpactfoundation4188.ngo,High,Funding
4189,Global Impact Foundation 4189,UAE,Health,Disaster Relief,www.globalimpactfoundation4189.ngo,contact@globalimpactfoundation4189.global,Low,Partnership
4190,Global Impact Foundation 4190,Kenya,Child Welfare,Policy Advocacy,www.globalimpactfoundation4190.ngo,contact@globalimpactfoundation4190.global,High,Pilot Testing
4191,Global Impact Foundation 4191,Germany,Environment,Rural Development,www.globalimpactfoundation4191.org,contact@globalimpactfoundation4191.global,Medium,Pilot Testing
4192,Global Impact Foundation 4192,India,Education,Rural Development,www.globalimpactfoundation4192.global,contact@globalimpactfoundation4192.org,High,Funding
4193,Global Impact Foundation 4193,Australia,Education,Urban Support,www.globalimpactfoundation4193.foundation,contact@globalimpactfoundation4193.ngo,Low,Pilot Testing
4194,Global Impact Foundation 4194,Canada,Women Empowerment,Urban Support,www.globalimpactfoundation4194.global,contact@globalimpactfoundation4194.foundation,High,Funding
4195,Global Impact Foundation 4195,Brazil,Human Rights,Community Health,www.globalimpactfoundation4195.foundation,contact@globalimpactfoundation4195.foundation,High,Outreach
4196,Global Impact Foundation 4196,Canada,Poverty Relief,Community Health,www.globalimpactfoundation4196.ngo,contact@globalimpactfoundation4196.org,Low,Funding
4197,Global Impact Foundation 4197,Canada,Environment,Skill Development,www.globalimpactfoundation4197.ngo,contact@globalimpactfoundation4197.ngo,High,Funding
4198,Global Impact Foundation 4198,USA,Women Empowerment,Rural Development,www.globalimpactfoundation4198.foundation,contact@globalimpactfoundation4198.foundation,Low,Partnership
4199,Global Impact Foundation 4199,Australia,Health,Policy Advocacy,www.globalimpactfoundation4199.foundation,contact@globalimpactfoundation4199.global,Low,Pilot Testing
4200,Global Impact Foundation 4200,Brazil,Human Rights,Community Health,www.globalimpactfoundation4200.ngo,contact@globalimpactfoundation4200.foundation,High,Outreach
4201,Global Impact Foundation 4201,UK,Child Welfare,Community Health,www.globalimpactfoundation4201.foundation,contact@globalimpactfoundation4201.org,Low,Pilot Testing
4202,Global Impact Foundation 4202,Canada,Poverty Relief,Skill Development,www.globalimpactfoundation4202.global,contact@globalimpactfoundation4202.org,Low,Funding
4203,Global Impact Foundation 4203,Brazil,Poverty Relief,Urban Support,www.globalimpactfoundation4203.ngo,contact@globalimpactfoundation4203.global,Low,Partnership
4204,Global Impact Foundation 4204,Canada,Human Rights,Disaster Relief,www.globalimpactfoundation4204.ngo,contact@globalimpactfoundation4204.ngo,Low,Outreach
4205,Global Impact Foundation 4205,India,Poverty Relief,Urban Support,www.globalimpactfoundation4205.org,contact@globalimpactfoundation4205.org,High,Partnership
4206,Global Impact Foundation 4206,South Africa,Child Welfare,Rural Development,www.globalimpactfoundation4206.org,contact@globalimpactfoundation4206.org,Medium,Outreach
4207,Global Impact Foundation 4207,UAE,Health,Urban Support,www.globalimpactfoundation4207.ngo,contact@globalimpactfoundation4207.ngo,Low,Outreach
4208,Global Impact Foundation 4208,Australia,Child Welfare,Skill Development,www.globalimpactfoundation4208.global,contact@globalimpactfoundation4208.org,Medium,Partnership
4209,Global Impact Foundation 4209,Kenya,Poverty Relief,Policy Advocacy,www.globalimpactfoundation4209.org,contact@globalimpactfoundation4209.ngo,High,Outreach
4210,Global Impact Foundation 4210,UAE,Child Welfare,Community Health,www.globalimpactfoundation4210.global,contact@globalimpactfoundation4210.ngo,Medium,Outreach
4211,Global Impact Foundation 4211,UK,Human Rights,Policy Advocacy,www.globalimpactfoundation4211.ngo,contact@globalimpactfoundation4211.foundation,Medium,Funding
4212,Global Impact Foundation 4212,Canada,Child Welfare,Rural Development,www.globalimpactfoundation4212.global,contact@globalimpactfoundation4212.ngo,Medium,Pilot Testing
4213,Global Impact Foundation 4213,Brazil,Human Rights,Community Health,www.globalimpactfoundation4213.global,contact@globalimpactfoundation4213.ngo,High,Pilot Testing
4214,Global Impact Foundation 4214,South Africa,Women Empowerment,Skill Development,www.globalimpactfoundation4214.org,contact@globalimpactfoundation4214.global,High,Funding
4215,Global Impact Foundation 4215,UK,Child Welfare,Skill Development,www.globalimpactfoundation4215.global,contact@globalimpactfoundation4215.ngo,Low,Outreach
4216,Global Impact Foundation 4216,UK,Health,Urban Support,www.globalimpactfoundation4216.org,contact@globalimpactfoundation4216.ngo,Low,Funding
4217,Global Impact Foundation 4217,Australia,Child Welfare,Policy Advocacy,www.globalimpactfoundation4217.global,contact@globalimpactfoundation4217.ngo,High,Partnership
4218,Global Impact Foundation 4218,Germany,Women Empowerment,Rural Development,www.globalimpactfoundation4218.global,contact@globalimpactfoundation4218.ngo,Medium,Partnership
4219,Global Impact Foundation 4219,UAE,Poverty Relief,Community Health,www.globalimpactfoundation4219.global,contact@globalimpactfoundation4219.ngo,Medium,Funding
4220,Global Impact Foundation 4220,India,Human Rights,Skill Development,www.globalimpactfoundation4220.ngo,contact@globalimpactfoundation4220.global,Medium,Outreach
4221,Global Impact Foundation 4221,South Africa,Health,Disaster Relief,www.globalimpactfoundation4221.ngo,contact@globalimpactfoundation4221.foundation,Low,Pilot Testing
4222,Global Impact Foundation 4222,UAE,Women Empowerment,Urban Support,www.globalimpactfoundation4222.global,contact@globalimpactfoundation4222.ngo,High,Funding
4223,Global Impact Foundation 4223,Kenya,Education,Urban Support,www.globalimpactfoundation4223.foundation,contact@globalimpactfoundation4223.ngo,High,Partnership
4224,Global Impact Foundation 4224,UAE,Health,Disaster Relief,www.globalimpactfoundation4224.global,contact@globalimpactfoundation4224.foundation,High,Outreach
4225,Global Impact Foundation 4225,Brazil,Health,Rural Development,www.globalimpactfoundation4225.global,contact@globalimpactfoundation4225.ngo,Medium,Funding
4226,Global Impact Foundation 4226,Kenya,Human Rights,Community Health,www.globalimpactfoundation4226.foundation,contact@globalimpactfoundation4226.foundation,Low,Funding
4227,Global Impact Foundation 4227,Kenya,Women Empowerment,Disaster Relief,www.globalimpactfoundation4227.org,contact@globalimpactfoundation4227.global,High,Outreach
4228,Global Impact Foundation 4228,UK,Environment,Rural Development,www.globalimpactfoundation4228.org,contact@globalimpactfoundation4228.org,Low,Pilot Testing
4229,Global Impact Foundation 4229,UAE,Poverty Relief,Rural Development,www.globalimpactfoundation4229.global,contact@globalimpactfoundation4229.ngo,Low,Outreach
4230,Global Impact Foundation 4230,Brazil,Child Welfare,Disaster Relief,www.globalimpactfoundation4230.ngo,contact@globalimpactfoundation4230.ngo,Medium,Pilot Testing
4231,Global Impact Foundation 4231,Australia,Women Empowerment,Policy Advocacy,www.globalimpactfoundation4231.foundation,contact@globalimpactfoundation4231.org,Low,Partnership
4232,Global Impact Foundation 4232,Kenya,Poverty Relief,Rural Development,www.globalimpactfoundation4232.ngo,contact@globalimpactfoundation4232.foundation,High,Pilot Testing
4233,Global Impact Foundation 4233,UAE,Environment,Community Health,www.globalimpactfoundation4233.org,contact@globalimpactfoundation4233.foundation,Medium,Partnership
4234,Global Impact Foundation 4234,UK,Environment,Disaster Relief,www.globalimpactfoundation4234.org,contact@globalimpactfoundation4234.foundation,Medium,Pilot Testing
4235,Global Impact Foundation 4235,Canada,Health,Rural Development,www.globalimpactfoundation4235.foundation,contact@globalimpactfoundation4235.org,Low,Outreach
4236,Global Impact Foundation 4236,UK,Poverty Relief,Community Health,www.globalimpactfoundation4236.global,contact@globalimpactfoundation4236.ngo,High,Funding
4237,Global Impact Foundation 4237,Kenya,Poverty Relief,Community Health,www.globalimpactfoundation4237.global,contact@globalimpactfoundation4237.ngo,Medium,Funding
4238,Global Impact Foundation 4238,UK,Education,Urban Support,www.globalimpactfoundation4238.global,contact@globalimpactfoundation4238.foundation,Low,Partnership
4239,Global Impact Foundation 4239,UK,Health,Rural Development,www.globalimpactfoundation4239.foundation,contact@globalimpactfoundation4239.org,Low,Partnership
4240,Global Impact Foundation 4240,UK,Child Welfare,Community Health,www.globalimpactfoundation4240.foundation,contact@globalimpactfoundation4240.global,High,Funding
4241,Global Impact Foundation 4241,USA,Child Welfare,Rural Development,www.globalimpactfoundation4241.ngo,contact@globalimpactfoundation4241.org,High,Pilot Testing
4242,Global Impact Foundation 4242,Australia,Education,Disaster Relief,www.globalimpactfoundation4242.org,contact@globalimpactfoundation4242.global,Low,Pilot Testing
4243,Global Impact Foundation 4243,South Africa,Human Rights,Community Health,www.globalimpactfoundation4243.global,contact@globalimpactfoundation4243.foundation,High,Pilot Testing
4244,Global Impact Foundation 4244,Brazil,Education,Policy Advocacy,www.globalimpactfoundation4244.org,contact@globalimpactfoundation4244.org,Low,Pilot Testing
4245,Global Impact Foundation 4245,Germany,Health,Skill Development,www.globalimpactfoundation4245.foundation,contact@globalimpactfoundation4245.global,High,Pilot Testing
