record_id,year,month,state,village_name,problem_type,cases,severity,population,affected_families,asha_workers,anc_registrations,immunization,institutional_deliveries,ngo_name,ngo_work
F52_REC00115,2016,Jan,Bihar,Gaya,Malaria,375,High,82101,18244,98,743,2224,951,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00115,2016,Jan,Bihar,Gaya,Dengue,360,High,82101,18244,98,743,2224,951,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00115,2016,Jan,Bihar,Gaya,TB,97,High,82101,18244,98,743,2224,951,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00116,2015,Aug,Gujarat,Vadodara,Malaria,24,Medium,125882,27973,130,1458,2571,1431,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00116,2015,Aug,Gujarat,Vadodara,Dengue,106,Medium,125882,27973,130,1458,2571,1431,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00116,2015,Aug,Gujarat,Vadodara,TB,192,Medium,125882,27973,130,1458,2571,1431,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00117,2015,Jan,Gujarat,Ahmedabad,Malaria,274,Low,116480,25884,89,136,774,463,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00117,2015,Jan,Gujarat,Ahmedabad,Dengue,132,Low,116480,25884,89,136,774,463,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00117,2015,Jan,Gujarat,Ahmedabad,TB,160,Low,116480,25884,89,136,774,463,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00118,2015,Sep,Uttar Pradesh,Varanasi,Malaria,436,High,379740,84386,229,165,2450,604,NFHS,National health survey & maternal/child health data collection
F52_REC00118,2015,Sep,Uttar Pradesh,Varanasi,Dengue,6,High,379740,84386,229,165,2450,604,NFHS,National health survey & maternal/child health data collection
F52_REC00118,2015,Sep,Uttar Pradesh,Varanasi,TB,46,High,379740,84386,229,165,2450,604,NFHS,National health survey & maternal/child health data collection
F52_REC00119,2017,Jul,Bihar,Gaya,Malaria,47,Medium,449705,99934,276,1444,2840,153,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00119,2017,Jul,Bihar,Gaya,Dengue,225,Medium,449705,99934,276,1444,2840,153,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00119,2017,Jul,Bihar,Gaya,TB,94,Medium,449705,99934,276,1444,2840,153,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00120,2017,Aug,West Bengal,Howrah,Malaria,280,Medium,95895,21310,93,1678,2355,403,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00120,2017,Aug,West Bengal,Howrah,Dengue,112,Medium,95895,21310,93,1678,2355,403,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00120,2017,Aug,West Bengal,Howrah,TB,168,Medium,95895,21310,93,1678,2355,403,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00121,2016,Jul,Gujarat,Ahmedabad,Malaria,119,Low,455064,101125,297,342,2744,799,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00121,2016,Jul,Gujarat,Ahmedabad,Dengue,87,Low,455064,101125,297,342,2744,799,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00121,2016,Jul,Gujarat,Ahmedabad,TB,233,Low,455064,101125,297,342,2744,799,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00122,2017,Mar,Bihar,Muzaffarpur,Malaria,24,Medium,366975,81550,68,1990,384,1464,Doctors For You,Emergency medical relief & rural health camps
F52_REC00122,2017,Mar,Bihar,Muzaffarpur,Dengue,228,Medium,366975,81550,68,1990,384,1464,Doctors For You,Emergency medical relief & rural health camps
F52_REC00122,2017,Mar,Bihar,Muzaffarpur,TB,24,Medium,366975,81550,68,1990,384,1464,Doctors For You,Emergency medical relief & rural health camps
F52_REC00123,2016,Jun,Gujarat,Vadodara,Malaria,326,High,242836,53963,87,1357,1057,1184,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00123,2016,Jun,Gujarat,Vadodara,Dengue,133,High,242836,53963,87,1357,1057,1184,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00123,2016,Jun,Gujarat,Vadodara,TB,62,High,242836,53963,87,1357,1057,1184,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00124,2015,Feb,Tamil Nadu,Coimbatore,Malaria,326,Medium,268465,59658,321,1298,2834,1093,Doctors For You,Emergency medical relief & rural health camps
F52_REC00124,2015,Feb,Tamil Nadu,Coimbatore,Dengue,21,Medium,268465,59658,321,1298,2834,1093,Doctors For You,Emergency medical relief & rural health camps
F52_REC00124,2015,Feb,Tamil Nadu,Coimbatore,TB,238,Medium,268465,59658,321,1298,2834,1093,Doctors For You,Emergency medical relief & rural health camps
F52_REC00125,2016,Mar,Karnataka,Hubli,Malaria,345,Medium,274435,60985,49,1945,1197,951,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00125,2016,Mar,Karnataka,Hubli,Dengue,263,Medium,274435,60985,49,1945,1197,951,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00125,2016,Mar,Karnataka,Hubli,TB,230,Medium,274435,60985,49,1945,1197,951,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00126,2016,Feb,Tamil Nadu,Coimbatore,Malaria,191,High,397329,88295,189,655,1136,451,HMIS,Health management information systems & data monitoring
F52_REC00126,2016,Feb,Tamil Nadu,Coimbatore,Dengue,288,High,397329,88295,189,655,1136,451,HMIS,Health management information systems & data monitoring
F52_REC00126,2016,Feb,Tamil Nadu,Coimbatore,TB,267,High,397329,88295,189,655,1136,451,HMIS,Health management information systems & data monitoring
F52_REC00127,2015,Jan,Tamil Nadu,Chennai,Malaria,85,Medium,261659,58146,253,188,2264,670,Doctors For You,Emergency medical relief & rural health camps
F52_REC00127,2015,Jan,Tamil Nadu,Chennai,Dengue,382,Medium,261659,58146,253,188,2264,670,Doctors For You,Emergency medical relief & rural health camps
F52_REC00127,2015,Jan,Tamil Nadu,Chennai,TB,138,Medium,261659,58146,253,188,2264,670,Doctors For You,Emergency medical relief & rural health camps
F52_REC00128,2016,Jul,Karnataka,Bengaluru,Malaria,458,Medium,66732,14829,30,468,1844,1127,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00128,2016,Jul,Karnataka,Bengaluru,Dengue,272,Medium,66732,14829,30,468,1844,1127,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00128,2016,Jul,Karnataka,Bengaluru,TB,65,Medium,66732,14829,30,468,1844,1127,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00129,2015,Jul,Karnataka,Hubli,Malaria,468,Low,240455,53434,103,630,2426,1439,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00129,2015,Jul,Karnataka,Hubli,Dengue,347,Low,240455,53434,103,630,2426,1439,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00129,2015,Jul,Karnataka,Hubli,TB,264,Low,240455,53434,103,630,2426,1439,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00130,2015,Jan,Uttar Pradesh,Agra,Malaria,430,High,419785,93285,90,1301,2200,1410,HMIS,Health management information systems & data monitoring
F52_REC00130,2015,Jan,Uttar Pradesh,Agra,Dengue,268,High,419785,93285,90,1301,2200,1410,HMIS,Health management information systems & data monitoring
F52_REC00130,2015,Jan,Uttar Pradesh,Agra,TB,79,High,419785,93285,90,1301,2200,1410,HMIS,Health management information systems & data monitoring
F52_REC00131,2017,Mar,Tamil Nadu,Coimbatore,Malaria,243,Low,358061,79569,81,1925,1003,695,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00131,2017,Mar,Tamil Nadu,Coimbatore,Dengue,321,Low,358061,79569,81,1925,1003,695,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00131,2017,Mar,Tamil Nadu,Coimbatore,TB,252,Low,358061,79569,81,1925,1003,695,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00132,2017,Jun,West Bengal,Howrah,Malaria,119,Medium,444874,98860,336,197,2162,372,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00132,2017,Jun,West Bengal,Howrah,Dengue,46,Medium,444874,98860,336,197,2162,372,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00132,2017,Jun,West Bengal,Howrah,TB,208,Medium,444874,98860,336,197,2162,372,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00133,2016,Jan,Uttar Pradesh,Varanasi,Malaria,93,Medium,430144,95587,175,340,568,436,HMIS,Health management information systems & data monitoring
F52_REC00133,2016,Jan,Uttar Pradesh,Varanasi,Dengue,206,Medium,430144,95587,175,340,568,436,HMIS,Health management information systems & data monitoring
F52_REC00133,2016,Jan,Uttar Pradesh,Varanasi,TB,166,Medium,430144,95587,175,340,568,436,HMIS,Health management information systems & data monitoring
F52_REC00134,2016,Jul,Karnataka,Hubli,Malaria,80,High,327857,72857,247,316,744,980,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00134,2016,Jul,Karnataka,Hubli,Dengue,69,High,327857,72857,247,316,744,980,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00134,2016,Jul,Karnataka,Hubli,TB,130,High,327857,72857,247,316,744,980,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00135,2017,May,Maharashtra,Nagpur,Malaria,289,Medium,474571,105460,54,868,2537,1375,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00135,2017,May,Maharashtra,Nagpur,Dengue,136,Medium,474571,105460,54,868,2537,1375,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00135,2017,May,Maharashtra,Nagpur,TB,169,Medium,474571,105460,54,868,2537,1375,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00136,2015,Jun,Maharashtra,Pune,Malaria,382,Medium,285307,63401,88,1742,1013,1066,Doctors For You,Emergency medical relief & rural health camps
F52_REC00136,2015,Jun,Maharashtra,Pune,Dengue,69,Medium,285307,63401,88,1742,1013,1066,Doctors For You,Emergency medical relief & rural health camps
F52_REC00136,2015,Jun,Maharashtra,Pune,TB,36,Medium,285307,63401,88,1742,1013,1066,Doctors For You,Emergency medical relief & rural health camps
F52_REC00137,2016,Jul,Maharashtra,Nagpur,Malaria,154,High,341161,75813,326,1199,491,1102,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00137,2016,Jul,Maharashtra,Nagpur,Dengue,270,High,341161,75813,326,1199,491,1102,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00137,2016,Jul,Maharashtra,Nagpur,TB,113,High,341161,75813,326,1199,491,1102,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00138,2017,Apr,West Bengal,Kolkata,Malaria,27,High,154293,34287,396,1868,741,445,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00138,2017,Apr,West Bengal,Kolkata,Dengue,382,High,154293,34287,396,1868,741,445,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00138,2017,Apr,West Bengal,Kolkata,TB,81,High,154293,34287,396,1868,741,445,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00139,2015,Jun,Uttar Pradesh,Agra,Malaria,266,Medium,298973,66438,271,494,2599,1066,Doctors For You,Emergency medical relief & rural health camps
F52_REC00139,2015,Jun,Uttar Pradesh,Agra,Dengue,263,Medium,298973,66438,271,494,2599,1066,Doctors For You,Emergency medical relief & rural health camps
F52_REC00139,2015,Jun,Uttar Pradesh,Agra,TB,62,Medium,298973,66438,271,494,2599,1066,Doctors For You,Emergency medical relief & rural health camps
F52_REC00140,2016,May,Karnataka,Bengaluru,Malaria,204,Medium,221513,49225,55,1582,1044,235,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00140,2016,May,Karnataka,Bengaluru,Dengue,238,Medium,221513,49225,55,1582,1044,235,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00140,2016,May,Karnataka,Bengaluru,TB,222,Medium,221513,49225,55,1582,1044,235,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00141,2015,Mar,Maharashtra,Pune,Malaria,435,Medium,331547,73677,117,987,1221,1097,Doctors For You,Emergency medical relief & rural health camps
F52_REC00141,2015,Mar,Maharashtra,Pune,Dengue,69,Medium,331547,73677,117,987,1221,1097,Doctors For You,Emergency medical relief & rural health camps
F52_REC00141,2015,Mar,Maharashtra,Pune,TB,124,Medium,331547,73677,117,987,1221,1097,Doctors For You,Emergency medical relief & rural health camps
F52_REC00142,2015,Feb,Tamil Nadu,Coimbatore,Malaria,210,Medium,133527,29672,208,1351,2007,550,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00142,2015,Feb,Tamil Nadu,Coimbatore,Dengue,65,Medium,133527,29672,208,1351,2007,550,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00142,2015,Feb,Tamil Nadu,Coimbatore,TB,206,Medium,133527,29672,208,1351,2007,550,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00143,2015,Feb,Maharashtra,Nagpur,Malaria,465,High,126963,28214,172,1677,1185,897,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00143,2015,Feb,Maharashtra,Nagpur,Dengue,50,High,126963,28214,172,1677,1185,897,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00143,2015,Feb,Maharashtra,Nagpur,TB,23,High,126963,28214,172,1677,1185,897,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00144,2016,Apr,West Bengal,Kolkata,Malaria,227,Low,393974,87549,166,196,2870,1232,NFHS,National health survey & maternal/child health data collection
F52_REC00144,2016,Apr,West Bengal,Kolkata,Dengue,67,Low,393974,87549,166,196,2870,1232,NFHS,National health survey & maternal/child health data collection
F52_REC00144,2016,Apr,West Bengal,Kolkata,TB,110,Low,393974,87549,166,196,2870,1232,NFHS,National health survey & maternal/child health data collection
F52_REC00145,2016,Mar,West Bengal,Kolkata,Malaria,470,Medium,192886,42863,140,1788,1993,505,NFHS,National health survey & maternal/child health data collection
F52_REC00145,2016,Mar,West Bengal,Kolkata,Dengue,339,Medium,192886,42863,140,1788,1993,505,NFHS,National health survey & maternal/child health data collection
F52_REC00145,2016,Mar,West Bengal,Kolkata,TB,142,Medium,192886,42863,140,1788,1993,505,NFHS,National health survey & maternal/child health data collection
F52_REC00146,2016,Mar,Maharashtra,Pune,Malaria,143,Low,65312,14513,284,1818,2358,1260,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00146,2016,Mar,Maharashtra,Pune,Dengue,206,Low,65312,14513,284,1818,2358,1260,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00146,2016,Mar,Maharashtra,Pune,TB,4,Low,65312,14513,284,1818,2358,1260,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00147,2015,Jul,Gujarat,Vadodara,Malaria,51,Medium,426714,94825,329,1540,1597,378,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00147,2015,Jul,Gujarat,Vadodara,Dengue,23,Medium,426714,94825,329,1540,1597,378,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00147,2015,Jul,Gujarat,Vadodara,TB,189,Medium,426714,94825,329,1540,1597,378,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00148,2016,Jun,Tamil Nadu,Madurai,Malaria,344,Low,192925,42872,346,268,1665,1184,HMIS,Health management information systems & data monitoring
F52_REC00148,2016,Jun,Tamil Nadu,Madurai,Dengue,308,Low,192925,42872,346,268,1665,1184,HMIS,Health management information systems & data monitoring
F52_REC00148,2016,Jun,Tamil Nadu,Madurai,TB,226,Low,192925,42872,346,268,1665,1184,HMIS,Health management information systems & data monitoring
F52_REC00149,2016,Apr,Gujarat,Ahmedabad,Malaria,407,Medium,402126,89361,352,231,1890,1237,NFHS,National health survey & maternal/child health data collection
F52_REC00149,2016,Apr,Gujarat,Ahmedabad,Dengue,283,Medium,402126,89361,352,231,1890,1237,NFHS,National health survey & maternal/child health data collection
F52_REC00149,2016,Apr,Gujarat,Ahmedabad,TB,46,Medium,402126,89361,352,231,1890,1237,NFHS,National health survey & maternal/child health data collection
F52_REC00150,2015,Feb,West Bengal,Kolkata,Malaria,356,Medium,314268,69837,166,1472,1255,1007,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00150,2015,Feb,West Bengal,Kolkata,Dengue,35,Medium,314268,69837,166,1472,1255,1007,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00150,2015,Feb,West Bengal,Kolkata,TB,41,Medium,314268,69837,166,1472,1255,1007,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00151,2017,Jan,Karnataka,Bengaluru,Malaria,448,Low,76552,17011,292,1961,1898,388,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00151,2017,Jan,Karnataka,Bengaluru,Dengue,208,Low,76552,17011,292,1961,1898,388,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00151,2017,Jan,Karnataka,Bengaluru,TB,0,Low,76552,17011,292,1961,1898,388,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00152,2015,Sep,Gujarat,Surat,Malaria,230,High,100639,22364,373,924,2058,1162,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00152,2015,Sep,Gujarat,Surat,Dengue,121,High,100639,22364,373,924,2058,1162,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00152,2015,Sep,Gujarat,Surat,TB,68,High,100639,22364,373,924,2058,1162,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00153,2016,Feb,Karnataka,Mysuru,Malaria,367,High,240313,53402,350,1769,444,230,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00153,2016,Feb,Karnataka,Mysuru,Dengue,191,High,240313,53402,350,1769,444,230,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00153,2016,Feb,Karnataka,Mysuru,TB,111,High,240313,53402,350,1769,444,230,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00154,2015,Aug,Uttar Pradesh,Lucknow,Malaria,154,High,484946,107765,338,121,2323,195,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00154,2015,Aug,Uttar Pradesh,Lucknow,Dengue,322,High,484946,107765,338,121,2323,195,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00154,2015,Aug,Uttar Pradesh,Lucknow,TB,251,High,484946,107765,338,121,2323,195,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00155,2017,Mar,Uttar Pradesh,Agra,Malaria,167,High,293464,65214,210,1347,2491,940,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00155,2017,Mar,Uttar Pradesh,Agra,Dengue,348,High,293464,65214,210,1347,2491,940,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00155,2017,Mar,Uttar Pradesh,Agra,TB,138,High,293464,65214,210,1347,2491,940,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00156,2016,Jul,Maharashtra,Nagpur,Malaria,446,Low,73549,16344,326,1724,835,176,Doctors For You,Emergency medical relief & rural health camps
F52_REC00156,2016,Jul,Maharashtra,Nagpur,Dengue,172,Low,73549,16344,326,1724,835,176,Doctors For You,Emergency medical relief & rural health camps
F52_REC00156,2016,Jul,Maharashtra,Nagpur,TB,95,Low,73549,16344,326,1724,835,176,Doctors For You,Emergency medical relief & rural health camps
F52_REC00157,2016,Jan,Bihar,Patna,Malaria,228,High,354264,78725,225,1229,1911,181,NFHS,National health survey & maternal/child health data collection
F52_REC00157,2016,Jan,Bihar,Patna,Dengue,351,High,354264,78725,225,1229,1911,181,NFHS,National health survey & maternal/child health data collection
F52_REC00157,2016,Jan,Bihar,Patna,TB,230,High,354264,78725,225,1229,1911,181,NFHS,National health survey & maternal/child health data collection
F52_REC00158,2015,Sep,West Bengal,Kolkata,Malaria,48,Low,422382,93862,64,1691,2544,407,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00158,2015,Sep,West Bengal,Kolkata,Dengue,56,Low,422382,93862,64,1691,2544,407,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00158,2015,Sep,West Bengal,Kolkata,TB,120,Low,422382,93862,64,1691,2544,407,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00159,2015,Jan,Gujarat,Ahmedabad,Malaria,437,Low,219613,48802,113,184,355,1364,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00159,2015,Jan,Gujarat,Ahmedabad,Dengue,32,Low,219613,48802,113,184,355,1364,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00159,2015,Jan,Gujarat,Ahmedabad,TB,40,Low,219613,48802,113,184,355,1364,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00160,2015,Feb,Tamil Nadu,Coimbatore,Malaria,476,Low,112444,24987,62,1339,2781,362,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00160,2015,Feb,Tamil Nadu,Coimbatore,Dengue,399,Low,112444,24987,62,1339,2781,362,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00160,2015,Feb,Tamil Nadu,Coimbatore,TB,255,Low,112444,24987,62,1339,2781,362,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00161,2016,Jun,Bihar,Muzaffarpur,Malaria,209,High,209145,46476,42,1082,1832,120,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00161,2016,Jun,Bihar,Muzaffarpur,Dengue,100,High,209145,46476,42,1082,1832,120,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00161,2016,Jun,Bihar,Muzaffarpur,TB,202,High,209145,46476,42,1082,1832,120,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00162,2017,Jun,Bihar,Muzaffarpur,Malaria,142,High,311252,69167,215,1185,1014,869,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00162,2017,Jun,Bihar,Muzaffarpur,Dengue,83,High,311252,69167,215,1185,1014,869,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00162,2017,Jun,Bihar,Muzaffarpur,TB,281,High,311252,69167,215,1185,1014,869,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00163,2016,Aug,West Bengal,Siliguri,Malaria,44,Medium,371271,82504,57,1457,2558,724,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00163,2016,Aug,West Bengal,Siliguri,Dengue,121,Medium,371271,82504,57,1457,2558,724,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00163,2016,Aug,West Bengal,Siliguri,TB,153,Medium,371271,82504,57,1457,2558,724,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00164,2015,Feb,Karnataka,Bengaluru,Malaria,1,Medium,436897,97088,120,1842,282,50,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00164,2015,Feb,Karnataka,Bengaluru,Dengue,154,Medium,436897,97088,120,1842,282,50,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00164,2015,Feb,Karnataka,Bengaluru,TB,199,Medium,436897,97088,120,1842,282,50,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00165,2016,May,Uttar Pradesh,Varanasi,Malaria,181,High,195377,43417,118,963,2362,877,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00165,2016,May,Uttar Pradesh,Varanasi,Dengue,159,High,195377,43417,118,963,2362,877,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00165,2016,May,Uttar Pradesh,Varanasi,TB,254,High,195377,43417,118,963,2362,877,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00166,2016,Sep,Bihar,Patna,Malaria,69,High,456594,101465,314,1435,2493,771,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00166,2016,Sep,Bihar,Patna,Dengue,374,High,456594,101465,314,1435,2493,771,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00166,2016,Sep,Bihar,Patna,TB,279,High,456594,101465,314,1435,2493,771,UNICEF India,"Child nutrition, immunization & maternal health programs"
F52_REC00167,2016,May,Gujarat,Vadodara,Malaria,296,Low,496974,110438,118,1535,1858,1100,Doctors For You,Emergency medical relief & rural health camps
F52_REC00167,2016,May,Gujarat,Vadodara,Dengue,122,Low,496974,110438,118,1535,1858,1100,Doctors For You,Emergency medical relief & rural health camps
F52_REC00167,2016,May,Gujarat,Vadodara,TB,148,Low,496974,110438,118,1535,1858,1100,Doctors For You,Emergency medical relief & rural health camps
F52_REC00168,2016,Mar,Bihar,Gaya,Malaria,117,Medium,159677,35483,110,899,2693,347,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00168,2016,Mar,Bihar,Gaya,Dengue,69,Medium,159677,35483,110,899,2693,347,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00168,2016,Mar,Bihar,Gaya,TB,111,Medium,159677,35483,110,899,2693,347,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
F52_REC00169,2017,May,Tamil Nadu,Madurai,Malaria,331,Low,288068,64015,118,1860,2753,324,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00169,2017,May,Tamil Nadu,Madurai,Dengue,82,Low,288068,64015,118,1860,2753,324,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00169,2017,May,Tamil Nadu,Madurai,TB,12,Low,288068,64015,118,1860,2753,324,WHO India,"Disease surveillance, immunization programs & policy advisory"
F52_REC00170,2016,Sep,Karnataka,Bengaluru,Malaria,279,Low,78066,17348,257,1228,2342,1103,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00170,2016,Sep,Karnataka,Bengaluru,Dengue,93,Low,78066,17348,257,1228,2342,1103,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00170,2016,Sep,Karnataka,Bengaluru,TB,62,Low,78066,17348,257,1228,2342,1103,NHM,National Health Mission — primary healthcare & ASHA worker deployment
F52_REC00171,2016,Jun,Maharashtra,Nagpur,Malaria,413,Low,97786,21730,213,488,1837,793,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00171,2016,Jun,Maharashtra,Nagpur,Dengue,56,Low,97786,21730,213,488,1837,793,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00171,2016,Jun,Maharashtra,Nagpur,TB,285,Low,97786,21730,213,488,1837,793,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00172,2015,Jan,Karnataka,Hubli,Malaria,165,High,348734,77496,213,1810,1491,423,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00172,2015,Jan,Karnataka,Hubli,Dengue,363,High,348734,77496,213,1810,1491,423,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00172,2015,Jan,Karnataka,Hubli,TB,51,High,348734,77496,213,1810,1491,423,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00173,2015,Mar,Karnataka,Hubli,Malaria,437,Low,69987,15552,330,997,383,842,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00173,2015,Mar,Karnataka,Hubli,Dengue,320,Low,69987,15552,330,997,383,842,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00173,2015,Mar,Karnataka,Hubli,TB,115,Low,69987,15552,330,997,383,842,CARE India,"Women & child nutrition, sanitation & community health"
F52_REC00174,2017,Aug,Bihar,Muzaffarpur,Malaria,414,Medium,173824,38627,331,1464,734,351,Smile Foundation,"Mobile health units, education & livelihood for underserved communities"
