village_name,problem_type,severity,affected_families,ngo_name,ngo_work,state,district,year,month,population,malaria_cases,dengue_cases,tb_cases
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,80,HMIS Portal India,Digital health data aggregation and government health management reporting,Uttar Pradesh,Varanasi,2021,Feb,117313,170,99,95
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,50,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Bengaluru,2023,Mar,164679,143,21,64
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,91,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Mysuru,2023,Jan,173220,169,148,95
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,46,HMIS Portal India,Digital health data aggregation and government health management reporting,Maharashtra,Pune,2025,Apr,168898,91,61,59
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,76,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Uttar Pradesh,Lucknow,2025,Jun,118133,158,106,81
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,50,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Mumbai,2023,Jan,81276,108,65,53
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Low,26,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Tamil Nadu,Madurai,2023,Jan,62408,10,29,80
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,46,HMIS Portal India,Digital health data aggregation and government health management reporting,Tamil Nadu,Chennai,2023,Feb,140658,155,51,5
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Low,15,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Tamil Nadu,Madurai,2023,Jun,185583,15,35,18
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,43,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Maharashtra,Pune,2021,Mar,186782,60,91,46
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,66,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Mysuru,2023,Mar,74748,200,57,42
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Low,41,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Tamil Nadu,Chennai,2024,May,76905,106,73,7
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,58,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2023,Jun,140190,158,103,2
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,50,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Bengaluru,2024,Jun,123462,32,95,98
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,45,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Maharashtra,Mumbai,2024,Jan,115886,132,62,11
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,54,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Mysuru,2022,May,98620,94,140,10
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,17,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Lucknow,2021,May,113782,16,31,32
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,42,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Pune,2021,Mar,129832,127,10,54
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,30,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2023,Feb,167638,30,24,82
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,60,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Uttar Pradesh,Varanasi,2022,Mar,142079,148,56,66
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,66,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Mysuru,2023,Jun,124284,179,98,24
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,30,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Lucknow,2025,Jan,110559,79,57,2
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,33,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Maharashtra,Pune,2025,Apr,117400,39,36,76
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,45,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Tamil Nadu,Madurai,2021,Jun,85156,65,52,89
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,54,HMIS Portal India,Digital health data aggregation and government health management reporting,Maharashtra,Mumbai,2025,Apr,97840,56,92,95
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,64,HMIS Portal India,Digital health data aggregation and government health management reporting,Tamil Nadu,Madurai,2021,Jun,85413,98,147,45
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,55,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Madurai,2025,Jan,102390,119,49,80
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,28,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Lucknow,2024,Jun,55252,12,96,22
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,85,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Uttar Pradesh,Varanasi,2022,Feb,163545,149,148,89
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,50,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Mysuru,2021,May,118563,93,102,32
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,45,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Tamil Nadu,Madurai,2023,May,73209,146,4,53
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,64,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Varanasi,2023,Jan,181233,180,14,97
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,79,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Mysuru,2021,May,199162,174,104,79
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,87,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Karnataka,Mysuru,2022,Feb,146628,193,112,88
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,55,HMIS Portal India,Digital health data aggregation and government health management reporting,Uttar Pradesh,Lucknow,2024,Jun,157459,79,84,88
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,72,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Maharashtra,Mumbai,2022,May,55296,165,74,86
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,20,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Bengaluru,2022,Feb,109440,64,14,13
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,68,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Madurai,2022,Mar,183658,179,123,6
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,29,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Chennai,2023,May,113555,60,53,18
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,46,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2022,Apr,76472,120,32,56
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,72,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Tamil Nadu,Madurai,2024,Jan,169019,112,130,86
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,46,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Maharashtra,Pune,2021,Feb,101360,59,129,20
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,58,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Madurai,2021,Mar,136326,130,40,91
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,45,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Varanasi,2022,Jan,65669,9,120,77
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Low,30,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Bengaluru,2022,Feb,82427,10,31,96
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,50,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Bengaluru,2021,Jan,182463,134,76,17
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,31,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Maharashtra,Mumbai,2023,Feb,55320,64,31,46
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,67,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Madurai,2022,Feb,103282,135,92,76
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,62,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Madurai,2022,May,94824,195,84,1
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,48,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Chennai,2025,Mar,108067,125,27,65
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,76,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Lucknow,2023,Jan,173668,178,102,65
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Low,31,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Uttar Pradesh,Varanasi,2022,May,100456,1,134,5
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,58,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Karnataka,Bengaluru,2022,Apr,169945,184,63,14
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Low,30,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Mysuru,2023,Jun,169461,57,14,64
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,47,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Maharashtra,Mumbai,2023,Jan,151276,105,84,23
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,55,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Karnataka,Mysuru,2023,Feb,58696,197,17,34
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,58,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Lucknow,2024,Jun,130539,91,87,84
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,20,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Maharashtra,Mumbai,2021,Apr,130103,33,36,24
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,22,HMIS Portal India,Digital health data aggregation and government health management reporting,Uttar Pradesh,Lucknow,2025,Jan,182897,70,13,16
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,85,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Mumbai,2022,Apr,164242,180,135,70
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,29,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Pune,2025,May,181217,80,38,15
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,50,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Mysuru,2024,Jan,179116,155,4,69
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Low,37,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Karnataka,Mysuru,2021,Mar,195049,74,26,68
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Low,44,HMIS Portal India,Digital health data aggregation and government health management reporting,Tamil Nadu,Madurai,2025,Mar,191941,41,64,95
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,47,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Tamil Nadu,Chennai,2024,Apr,163085,187,1,24
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,76,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Bengaluru,2023,Mar,186679,133,146,66
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,71,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Varanasi,2022,Feb,121592,195,46,80
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,66,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2021,Jun,80942,164,49,84
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,64,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Mysuru,2025,May,127484,189,88,12
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Low,40,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Uttar Pradesh,Varanasi,2023,Apr,130778,126,17,37
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,82,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Karnataka,Bengaluru,2021,Feb,107751,181,120,70
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,32,HMIS Portal India,Digital health data aggregation and government health management reporting,Maharashtra,Mumbai,2023,Mar,187948,5,129,13
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,67,HMIS Portal India,Digital health data aggregation and government health management reporting,Karnataka,Bengaluru,2022,Feb,129895,196,49,60
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,80,HMIS Portal India,Digital health data aggregation and government health management reporting,Uttar Pradesh,Lucknow,2022,May,199263,144,140,76
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,51,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Uttar Pradesh,Lucknow,2023,Jan,60206,77,136,19
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,88,HMIS Portal India,Digital health data aggregation and government health management reporting,Uttar Pradesh,Lucknow,2021,Jun,175312,189,124,84
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,51,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Varanasi,2023,Jun,87353,25,138,67
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,52,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Bengaluru,2023,Mar,150940,168,26,43
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,42,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Lucknow,2023,May,57619,70,19,100
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,48,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Mumbai,2022,May,82599,105,32,80
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,48,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Tamil Nadu,Chennai,2022,Apr,125586,174,2,44
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,90,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Varanasi,2021,Apr,169005,192,146,71
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,60,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Tamil Nadu,Madurai,2021,Apr,161223,137,71,62
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,64,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Bengaluru,2022,Mar,143905,87,134,69
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Low,43,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Mysuru,2024,Mar,199979,28,112,55
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,68,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Karnataka,Mysuru,2024,Feb,196774,185,55,66
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Low,38,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Mysuru,2025,Jan,150657,38,74,59
"Mysuru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Medium,64,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Mysuru,2023,Jan,186047,193,59,40
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,84,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Karnataka,Bengaluru,2021,Feb,173069,169,142,67
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,46,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Karnataka,Bengaluru,2024,Jan,101412,9,116,84
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,64,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Maharashtra,Mumbai,2025,Mar,79603,193,42,57
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,59,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Tamil Nadu,Chennai,2024,Apr,94761,104,133,32
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,70,HMIS Portal India,Digital health data aggregation and government health management reporting,Maharashtra,Mumbai,2025,Mar,76613,154,136,26
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,39,HMIS Portal India,Digital health data aggregation and government health management reporting,Uttar Pradesh,Varanasi,2024,Feb,140186,22,96,58
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,45,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Tamil Nadu,Madurai,2023,Apr,194811,109,71,25
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,51,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Uttar Pradesh,Lucknow,2023,Mar,146662,92,97,44
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,60,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Maharashtra,Mumbai,2025,May,66131,98,112,63
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,86,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Tamil Nadu,Chennai,2025,Feb,114681,191,103,94
"Madurai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,67,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Tamil Nadu,Madurai,2022,Feb,155589,158,100,44
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,71,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Pune,2022,Mar,82634,143,109,70
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases,Medium,67,HMIS Portal India,Digital health data aggregation and government health management reporting,Tamil Nadu,Chennai,2021,Jan,95693,192,52,59
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; Low Immunization Coverage; Low ANC Registrations,Medium,45,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Maharashtra,Mumbai,2021,Apr,155214,94,112,0
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,21,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Karnataka,Bengaluru,2021,Apr,63647,16,27,52
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,56,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Tamil Nadu,Chennai,2024,Jan,164855,27,139,86
"Bengaluru, Karnataka",Malaria Cases; Dengue Cases; TB Cases,Low,25,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Karnataka,Bengaluru,2022,Jan,67298,2,67,47
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Low,43,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Uttar Pradesh,Varanasi,2023,Jan,77807,121,45,31
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,59,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Varanasi,2024,Jun,76783,93,98,75
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,62,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Tamil Nadu,Chennai,2022,Feb,71137,183,37,59
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,23,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Mumbai,2022,Jan,177608,17,10,80
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage,Medium,55,WHO India,"Disease surveillance, health policy advisory, epidemic preparedness, and public health research",Maharashtra,Pune,2025,Feb,102047,168,58,23
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,52,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Varanasi,2024,Apr,156727,173,38,23
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,38,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Uttar Pradesh,Lucknow,2021,Mar,129519,8,89,76
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Low,37,NFHS Survey,"National Family Health Survey data collection — fertility, mortality, and nutrition",Uttar Pradesh,Varanasi,2023,Mar,104058,53,78,36
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Medium,63,National Health Mission (NHM),"National Health Mission — primary healthcare, ASHA workers, immunization, maternal health",Uttar Pradesh,Lucknow,2021,May,128761,173,88,24
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases,Low,23,Doctors For You,"Emergency medical relief, free OPD/IPD services, disease outbreak response",Uttar Pradesh,Varanasi,2022,Apr,190950,24,14,68
"Varanasi, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,44,HMIS Portal India,Digital health data aggregation and government health management reporting,Uttar Pradesh,Varanasi,2022,May,91048,75,90,36
"Mumbai, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,71,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Mumbai,2024,Mar,61754,96,139,88
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Medium,50,HMIS Portal India,Digital health data aggregation and government health management reporting,Maharashtra,Pune,2024,Jun,63271,85,122,20
"Chennai, Tamil Nadu",Malaria Cases; Dengue Cases; TB Cases; Low ANC Registrations,Medium,58,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Tamil Nadu,Chennai,2025,Apr,118328,172,2,88
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,76,HMIS Portal India,Digital health data aggregation and government health management reporting,Maharashtra,Pune,2021,May,174619,198,136,12
"Lucknow, Uttar Pradesh",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,52,CARE India,"Maternal & child health, nutrition, water & sanitation programs",Uttar Pradesh,Lucknow,2023,Jun,92654,158,72,7
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases; Low Immunization Coverage; Low ANC Registrations,Medium,50,HMIS Portal India,Digital health data aggregation and government health management reporting,Maharashtra,Pune,2023,Jan,125360,64,112,50
"Pune, Maharashtra",Malaria Cases; Dengue Cases; TB Cases,Low,38,Smile Foundation,"Child welfare, healthcare camps, education, and livelihood programs for underprivileged communities",Maharashtra,Pune,2023,Apr,151794,81,66,24
