Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Institutional_Deliveries,Malaria_Cases,Dengue_Cases,TB_Cases,Health_Risk_Level,Source_File
FILE22_REC00095,2019,Jun,Gujarat,Surat,UNICEF India,249383,292,123,640,1072,70,24,139,High,File_22
FILE22_REC00096,2019,Mar,Tamil Nadu,Madurai,NFHS,111688,276,1201,2486,460,330,10,73,Medium,File_22
FILE22_REC00097,2017,Feb,Uttar Pradesh,Varanasi,NFHS,167554,147,1125,268,381,54,136,118,Low,File_22
FILE22_REC00098,2019,Jun,Maharashtra,Nagpur,HMIS,271675,63,553,973,868,299,192,15,High,File_22
FILE22_REC00099,2019,Aug,Gujarat,Vadodara,NFHS,188169,144,1270,2483,127,27,28,97,High,File_22
FILE22_REC00100,2016,Mar,Gujarat,Ahmedabad,HMIS,222889,161,1277,665,297,211,292,80,High,File_22
FILE22_REC00101,2019,May,Karnataka,Hubli,UNICEF India,220116,295,968,2243,184,129,78,148,High,File_22
FILE22_REC00102,2019,Aug,Uttar Pradesh,Lucknow,NHM,191155,88,573,405,931,310,109,11,Low,File_22
FILE22_REC00103,2017,May,Gujarat,Vadodara,HMIS,188839,207,823,1859,376,116,241,21,High,File_22
FILE22_REC00104,2018,Mar,Karnataka,Mysuru,HMIS,280776,273,1075,2328,141,250,61,33,Low,File_22
FILE22_REC00105,2018,Jul,Uttar Pradesh,Varanasi,WHO India,154336,254,1207,846,828,173,4,194,Medium,File_22
FILE22_REC00106,2019,Feb,Uttar Pradesh,Lucknow,WHO India,131745,239,243,2318,128,315,3,44,High,File_22
FILE22_REC00107,2017,Apr,Karnataka,Hubli,UNICEF India,119258,50,1359,346,89,196,276,67,Low,File_22
FILE22_REC00108,2016,Mar,Gujarat,Ahmedabad,WHO India,244645,135,779,2208,398,333,241,71,Low,File_22
FILE22_REC00109,2016,Aug,Maharashtra,Pune,WHO India,156490,151,202,278,1123,144,124,128,Medium,File_22
FILE22_REC00110,2016,Apr,Gujarat,Surat,Smile Foundation,207214,141,1047,1308,670,98,133,27,Low,File_22
FILE22_REC00111,2017,Aug,Tamil Nadu,Chennai,CARE India,221557,59,1467,1723,317,157,62,19,Low,File_22
FILE22_REC00112,2016,Feb,Uttar Pradesh,Varanasi,NHM,255323,249,889,1491,1178,312,81,46,Low,File_22
FILE22_REC00113,2017,Jul,Uttar Pradesh,Lucknow,HMIS,52213,124,225,1984,463,41,275,34,Medium,File_22
FILE22_REC00114,2018,May,Gujarat,Surat,Smile Foundation,217082,68,1289,753,1034,93,155,132,Medium,File_22
FILE22_REC00115,2017,Mar,Maharashtra,Pune,HMIS,90694,246,109,1551,803,182,85,164,Medium,File_22
FILE22_REC00116,2016,May,Gujarat,Ahmedabad,NFHS,158855,178,417,1980,894,312,236,123,High,File_22
FILE22_REC00117,2017,Mar,Gujarat,Ahmedabad,NFHS,250806,242,545,2146,353,67,229,175,High,File_22
FILE22_REC00118,2018,May,Tamil Nadu,Chennai,CARE India,216681,242,499,842,1145,50,104,37,High,File_22
FILE22_REC00119,2016,Jul,Maharashtra,Pune,NFHS,188773,198,898,551,779,107,86,100,High,File_22
FILE22_REC00120,2019,Aug,Maharashtra,Nagpur,UNICEF India,179589,98,233,1660,451,62,9,1,Low,File_22
FILE22_REC00121,2019,Mar,Uttar Pradesh,Varanasi,NFHS,117895,201,557,965,227,77,26,78,Low,File_22
FILE22_REC00122,2016,Feb,Karnataka,Bengaluru,WHO India,199784,186,323,398,195,268,235,156,Medium,File_22
FILE22_REC00123,2019,Jan,Gujarat,Ahmedabad,UNICEF India,53336,70,1123,1855,435,316,106,4,Medium,File_22
FILE22_REC00124,2019,Aug,Uttar Pradesh,Lucknow,Smile Foundation,237871,100,577,537,1188,243,110,115,Low,File_22
FILE22_REC00125,2019,Jun,Tamil Nadu,Madurai,Smile Foundation,141494,160,1324,1498,90,376,137,166,Medium,File_22
FILE22_REC00126,2018,Jan,Tamil Nadu,Chennai,UNICEF India,289825,292,542,883,744,73,271,54,High,File_22
FILE22_REC00127,2016,Aug,Uttar Pradesh,Varanasi,NFHS,161315,205,809,2149,336,22,190,179,High,File_22
FILE22_REC00128,2019,Apr,Uttar Pradesh,Agra,UNICEF India,285045,67,908,2429,624,244,148,23,High,File_22
FILE22_REC00129,2016,Mar,Karnataka,Mysuru,WHO India,50907,150,1012,898,346,198,167,144,High,File_22
FILE22_REC00130,2018,Feb,Tamil Nadu,Chennai,NHM,173460,55,517,648,132,35,231,110,Low,File_22
FILE22_REC00131,2019,Jul,Tamil Nadu,Chennai,NFHS,251318,188,744,2233,277,52,60,78,Medium,File_22
FILE22_REC00132,2016,Apr,Uttar Pradesh,Agra,Smile Foundation,219791,260,1155,296,1114,68,239,49,Medium,File_22
FILE22_REC00133,2019,Aug,Uttar Pradesh,Agra,Smile Foundation,188239,187,480,734,227,308,220,80,High,File_22
FILE22_REC00134,2017,Apr,Tamil Nadu,Madurai,NFHS,101536,243,679,1847,1200,164,41,66,Low,File_22
FILE22_REC00135,2019,Jul,Maharashtra,Pune,HMIS,277360,246,112,520,913,362,166,70,Medium,File_22
FILE22_REC00136,2019,Aug,Uttar Pradesh,Agra,WHO India,299451,204,788,1498,974,13,89,63,Low,File_22
FILE22_REC00137,2019,Feb,Maharashtra,Nagpur,HMIS,154050,202,1494,1889,1069,295,91,13,Low,File_22
FILE22_REC00138,2017,May,Karnataka,Hubli,NFHS,295301,262,864,1905,1016,325,46,173,Low,File_22
FILE22_REC00139,2019,Feb,Uttar Pradesh,Varanasi,UNICEF India,265174,207,1162,1673,147,215,246,54,Medium,File_22
FILE22_REC00140,2016,May,Karnataka,Hubli,CARE India,174483,179,1443,392,778,391,270,42,Low,File_22
FILE22_REC00141,2017,Feb,Uttar Pradesh,Varanasi,NFHS,74420,134,1078,948,131,304,88,51,Low,File_22
FILE22_REC00142,2018,May,Gujarat,Vadodara,NFHS,108223,215,1010,1466,1052,364,181,55,High,File_22
FILE22_REC00143,2016,Mar,Gujarat,Ahmedabad,HMIS,193380,241,756,2051,403,24,259,75,Medium,File_22
FILE22_REC00144,2018,Jan,Karnataka,Mysuru,NHM,152455,227,1187,1533,913,275,102,106,High,File_22
FILE22_REC00145,2016,May,Karnataka,Hubli,NFHS,56582,66,1184,2216,933,318,208,150,High,File_22
FILE22_REC00146,2017,Jan,Maharashtra,Pune,HMIS,199722,144,1290,990,1092,283,151,11,Medium,File_22
FILE22_REC00147,2019,Feb,Tamil Nadu,Chennai,NFHS,236056,201,1128,1054,780,234,222,95,Medium,File_22
FILE22_REC00148,2019,May,Uttar Pradesh,Varanasi,Smile Foundation,148094,72,815,2185,134,381,284,0,Low,File_22
FILE22_REC00149,2017,Mar,Uttar Pradesh,Agra,Smile Foundation,144751,247,603,433,133,0,149,38,Medium,File_22
FILE22_REC00150,2018,Mar,Maharashtra,Mumbai,HMIS,235452,160,1059,2049,514,161,64,200,Low,File_22
FILE22_REC00151,2016,May,Tamil Nadu,Madurai,WHO India,143121,51,1211,1379,216,318,115,24,Low,File_22
FILE22_REC00152,2017,Jun,Karnataka,Bengaluru,NFHS,291728,243,1455,1422,916,59,25,77,Medium,File_22
FILE22_REC00153,2018,Feb,Gujarat,Surat,WHO India,100273,223,1258,1727,153,388,15,11,Medium,File_22
FILE22_REC00154,2016,May,Tamil Nadu,Madurai,NFHS,77590,149,128,2273,573,84,287,197,Medium,File_22
FILE22_REC00155,2018,Feb,Karnataka,Hubli,NHM,268732,57,1275,1865,972,262,212,56,High,File_22
FILE22_REC00156,2016,Jan,Gujarat,Surat,NHM,132316,172,936,2070,440,325,11,77,Low,File_22
FILE22_REC00157,2019,Jun,Maharashtra,Mumbai,UNICEF India,144386,203,1097,1003,184,284,174,19,High,File_22
FILE22_REC00158,2017,Feb,Maharashtra,Pune,UNICEF India,113486,105,1138,2294,866,308,58,89,Medium,File_22
FILE22_REC00159,2019,Jul,Tamil Nadu,Chennai,UNICEF India,277371,112,1099,1022,1049,294,186,147,High,File_22
FILE22_REC00160,2017,Apr,Tamil Nadu,Coimbatore,CARE India,254416,213,286,2374,280,51,128,9,Medium,File_22
FILE22_REC00161,2016,May,Uttar Pradesh,Varanasi,CARE India,116328,136,1137,1189,76,373,166,128,Medium,File_22
FILE22_REC00162,2017,Aug,Uttar Pradesh,Varanasi,UNICEF India,181458,190,1002,1184,136,222,282,7,Low,File_22
FILE22_REC00163,2019,Feb,Karnataka,Bengaluru,NHM,251707,114,1162,1589,958,218,126,66,Medium,File_22
FILE22_REC00164,2016,Jan,Maharashtra,Nagpur,CARE India,141167,160,1430,675,817,91,110,118,Medium,File_22
FILE22_REC00165,2017,Jul,Tamil Nadu,Chennai,CARE India,180723,242,622,1936,985,225,126,110,Low,File_22
FILE22_REC00166,2019,Mar,Gujarat,Surat,UNICEF India,204152,245,174,1159,1111,373,257,150,High,File_22
FILE22_REC00167,2019,Aug,Maharashtra,Pune,NFHS,124825,180,1179,1272,632,116,245,117,Low,File_22
FILE22_REC00168,2016,Feb,Karnataka,Bengaluru,WHO India,208553,113,1291,1166,1143,249,190,102,Low,File_22
FILE22_REC00169,2019,Jun,Uttar Pradesh,Varanasi,Smile Foundation,258862,88,839,2312,641,340,220,177,High,File_22
FILE22_REC00170,2019,Jan,Karnataka,Mysuru,NHM,277167,71,1245,1408,110,273,197,169,Low,File_22
FILE22_REC00171,2018,Aug,Uttar Pradesh,Varanasi,NHM,128128,223,961,1065,989,347,249,10,High,File_22
FILE22_REC00172,2016,Mar,Uttar Pradesh,Agra,UNICEF India,101020,272,1173,2026,947,60,294,63,High,File_22
FILE22_REC00173,2016,Jun,Karnataka,Mysuru,WHO India,285334,116,1440,1969,811,198,42,37,Medium,File_22
FILE22_REC00174,2018,Feb,Tamil Nadu,Chennai,Smile Foundation,229645,183,1466,582,257,220,54,196,High,File_22
FILE22_REC00175,2017,Jul,Uttar Pradesh,Lucknow,WHO India,219528,280,1030,483,934,343,121,15,High,File_22
FILE22_REC00176,2017,Jul,Tamil Nadu,Madurai,CARE India,163843,215,841,1270,1039,215,162,2,Medium,File_22
FILE22_REC00177,2019,Feb,Maharashtra,Pune,WHO India,281259,132,1046,1740,1190,287,18,173,Medium,File_22
FILE22_REC00178,2017,Jun,Karnataka,Mysuru,UNICEF India,78254,184,126,1968,424,186,181,7,High,File_22
FILE22_REC00179,2016,Aug,Gujarat,Vadodara,NHM,153623,182,646,2319,765,161,8,136,Medium,File_22
FILE22_REC00180,2017,Jul,Maharashtra,Nagpur,WHO India,125155,132,1480,441,614,328,200,200,Medium,File_22
FILE22_REC00181,2017,Apr,Uttar Pradesh,Lucknow,CARE India,289329,225,695,1133,1029,56,205,103,Medium,File_22
FILE22_REC00182,2018,Aug,Tamil Nadu,Madurai,NHM,297137,67,439,1471,540,60,3,42,High,File_22
FILE22_REC00183,2016,Jul,Karnataka,Hubli,UNICEF India,279682,151,750,2041,419,35,240,150,Low,File_22
FILE22_REC00184,2019,Aug,Uttar Pradesh,Varanasi,UNICEF India,62986,224,1417,1459,676,79,41,47,Low,File_22
FILE22_REC00185,2019,Feb,Maharashtra,Nagpur,WHO India,150873,91,1374,466,906,39,297,153,High,File_22
FILE22_REC00186,2019,Feb,Gujarat,Surat,CARE India,192126,279,1270,2145,125,4,23,85,High,File_22
FILE22_REC00187,2019,May,Karnataka,Mysuru,CARE India,54567,261,935,640,543,155,36,195,High,File_22
FILE22_REC00188,2019,Feb,Maharashtra,Pune,NHM,234857,188,126,1973,330,233,101,125,Medium,File_22
FILE22_REC00189,2018,Feb,Maharashtra,Pune,Smile Foundation,123959,265,1257,2227,216,76,59,101,Low,File_22
FILE22_REC00190,2016,May,Karnataka,Bengaluru,HMIS,158300,66,553,237,205,285,103,153,Medium,File_22
FILE22_REC00191,2019,Apr,Maharashtra,Pune,WHO India,98611,249,273,212,1126,35,20,67,High,File_22
FILE22_REC00192,2018,Jun,Karnataka,Mysuru,HMIS,211189,148,1282,1172,890,121,286,127,High,File_22
FILE22_REC00193,2017,Jun,Uttar Pradesh,Lucknow,HMIS,73081,140,1319,332,518,370,40,79,Low,File_22
FILE22_REC00194,2018,May,Karnataka,Mysuru,UNICEF India,211573,235,1149,1145,629,364,90,86,Medium,File_22
FILE22_REC00195,2019,May,Karnataka,Hubli,NFHS,148115,167,1001,2330,753,298,91,146,High,File_22
FILE22_REC00196,2018,Jan,Maharashtra,Pune,WHO India,95454,246,1147,1652,922,7,193,56,Medium,File_22
FILE22_REC00197,2018,Aug,Gujarat,Surat,Smile Foundation,298561,261,861,762,236,15,97,70,Low,File_22
FILE22_REC00198,2016,May,Tamil Nadu,Madurai,CARE India,298611,283,1146,849,422,249,26,108,Medium,File_22
FILE22_REC00199,2017,Jun,Uttar Pradesh,Varanasi,Smile Foundation,125105,149,588,1839,187,347,264,191,High,File_22
FILE22_REC00200,2016,May,Gujarat,Vadodara,HMIS,86063,52,552,1036,565,188,221,10,Medium,File_22
FILE22_REC00201,2019,Apr,Uttar Pradesh,Lucknow,Smile Foundation,283323,200,598,547,482,133,32,42,High,File_22
FILE22_REC00202,2017,Jul,Gujarat,Vadodara,UNICEF India,186147,74,368,2345,103,381,91,91,Low,File_22
FILE22_REC00203,2016,Mar,Karnataka,Bengaluru,UNICEF India,163135,90,424,1559,451,116,64,30,Low,File_22
FILE22_REC00204,2019,Mar,Maharashtra,Pune,NFHS,97973,255,663,487,396,268,19,170,Low,File_22
FILE22_REC00205,2016,Aug,Maharashtra,Nagpur,WHO India,286771,79,686,2239,686,78,68,72,High,File_22
FILE22_REC00206,2017,Feb,Maharashtra,Nagpur,UNICEF India,50866,300,1034,2403,865,365,219,186,Low,File_22
FILE22_REC00207,2019,May,Tamil Nadu,Coimbatore,NHM,293790,57,465,1505,1141,205,68,162,Medium,File_22
FILE22_REC00208,2018,May,Gujarat,Vadodara,HMIS,234813,164,1276,1716,185,147,136,25,Low,File_22
FILE22_REC00209,2017,Aug,Uttar Pradesh,Agra,HMIS,62505,194,227,1320,244,209,123,54,Medium,File_22
FILE22_REC00210,2018,Aug,Gujarat,Ahmedabad,NHM,222235,279,601,533,135,24,265,105,Medium,File_22
FILE22_REC00211,2019,Jan,Uttar Pradesh,Lucknow,NHM,217206,126,1185,2159,891,30,31,79,Low,File_22
FILE22_REC00212,2017,May,Gujarat,Ahmedabad,NHM,247483,222,829,468,1161,44,297,18,Low,File_22
FILE22_REC00213,2018,Jun,Uttar Pradesh,Lucknow,HMIS,50624,292,472,1663,274,29,2,82,High,File_22
FILE22_REC00214,2018,Apr,Karnataka,Mysuru,NHM,74098,104,751,2398,402,48,11,106,Medium,File_22
FILE22_REC00215,2016,Aug,Gujarat,Surat,CARE India,274850,241,811,2108,1113,69,194,23,Medium,File_22
FILE22_REC00216,2018,Jul,Uttar Pradesh,Varanasi,NFHS,260463,212,207,2023,335,254,43,63,Low,File_22
FILE22_REC00217,2017,Apr,Maharashtra,Mumbai,Smile Foundation,129805,147,703,1304,620,186,46,126,Medium,File_22
FILE22_REC00218,2017,Apr,Gujarat,Surat,WHO India,57818,52,504,1929,771,283,162,164,High,File_22
FILE22_REC00219,2019,May,Gujarat,Ahmedabad,NHM,180264,113,777,1615,394,161,0,80,Medium,File_22
FILE22_REC00220,2017,Jan,Uttar Pradesh,Lucknow,NFHS,177652,123,1039,1424,113,13,109,96,Low,File_22
FILE22_REC00221,2019,Aug,Maharashtra,Pune,UNICEF India,278789,113,1029,2259,739,222,209,176,Medium,File_22
FILE22_REC00222,2018,Apr,Tamil Nadu,Madurai,WHO India,199154,120,603,2123,1133,108,272,158,Medium,File_22
FILE22_REC00223,2016,Mar,Karnataka,Hubli,Smile Foundation,232864,249,1030,674,75,9,263,91,High,File_22
FILE22_REC00224,2018,May,Maharashtra,Mumbai,NFHS,291485,237,1090,2385,856,314,8,18,Low,File_22
FILE22_REC00225,2016,Mar,Gujarat,Ahmedabad,HMIS,204664,276,108,2019,204,260,225,14,Medium,File_22
FILE22_REC00226,2018,Apr,Maharashtra,Pune,HMIS,114985,195,763,2466,1038,186,46,163,Low,File_22
FILE22_REC00227,2018,Mar,Uttar Pradesh,Agra,HMIS,57036,85,757,1745,784,155,12,112,High,File_22
FILE22_REC00228,2017,Jan,Tamil Nadu,Madurai,CARE India,188908,206,321,2235,64,147,176,9,High,File_22
FILE22_REC00229,2018,Feb,Tamil Nadu,Madurai,NFHS,233746,181,967,2131,979,23,207,171,High,File_22
FILE22_REC00230,2019,Aug,Uttar Pradesh,Lucknow,WHO India,285970,122,549,1690,718,237,222,79,Medium,File_22
FILE22_REC00231,2018,Apr,Karnataka,Bengaluru,NHM,89873,251,565,1497,938,86,100,165,Medium,File_22
FILE22_REC00232,2018,Aug,Tamil Nadu,Coimbatore,NHM,76397,204,130,1346,303,145,205,29,Medium,File_22
FILE22_REC00233,2019,Mar,Maharashtra,Nagpur,UNICEF India,215185,182,904,2192,1012,238,37,77,High,File_22
FILE22_REC00234,2019,Mar,Tamil Nadu,Madurai,UNICEF India,169554,275,762,334,976,217,111,43,Low,File_22
FILE22_REC00235,2019,Apr,Karnataka,Mysuru,CARE India,233577,212,1490,755,391,286,217,93,Medium,File_22
FILE22_REC00236,2018,Jul,Gujarat,Ahmedabad,UNICEF India,104170,141,672,2068,552,202,82,56,High,File_22
FILE22_REC00237,2019,Mar,Uttar Pradesh,Varanasi,UNICEF India,146057,154,990,1557,1039,157,208,54,High,File_22
FILE22_REC00238,2016,Feb,Karnataka,Hubli,CARE India,105587,87,934,749,534,257,116,59,Low,File_22
FILE22_REC00239,2017,Jan,Gujarat,Vadodara,WHO India,126681,150,1444,1255,548,115,224,130,Low,File_22
FILE22_REC00240,2016,May,Uttar Pradesh,Agra,HMIS,136032,141,280,907,128,39,45,130,Medium,File_22
FILE22_REC00241,2016,May,Gujarat,Surat,UNICEF India,232470,112,1188,705,461,324,100,150,High,File_22
FILE22_REC00242,2016,Mar,Maharashtra,Mumbai,UNICEF India,232708,62,427,722,293,345,144,111,High,File_22
FILE22_REC00243,2017,Jan,Uttar Pradesh,Varanasi,NFHS,216730,198,601,2457,452,100,289,16,Low,File_22
FILE22_REC00244,2019,Jul,Uttar Pradesh,Varanasi,UNICEF India,262998,56,659,1201,349,351,29,122,High,File_22
FILE22_REC00245,2019,Mar,Maharashtra,Mumbai,WHO India,266730,273,554,1318,685,289,166,106,Medium,File_22
FILE22_REC00246,2018,Aug,Tamil Nadu,Chennai,CARE India,135343,223,1386,2075,787,203,9,28,Low,File_22
FILE22_REC00247,2019,Jan,Maharashtra,Mumbai,CARE India,103180,185,1346,937,1169,316,81,145,High,File_22
FILE22_REC00248,2018,Apr,Karnataka,Mysuru,NHM,269618,207,569,864,1007,101,281,123,High,File_22
FILE22_REC00249,2016,Apr,Karnataka,Bengaluru,WHO India,50754,187,273,895,1026,376,150,149,High,File_22
FILE22_REC00250,2017,May,Gujarat,Ahmedabad,CARE India,67759,195,936,1978,179,251,26,154,Low,File_22
FILE22_REC00251,2017,Aug,Tamil Nadu,Chennai,NFHS,249630,74,1494,1628,298,332,221,172,Medium,File_22
FILE22_REC00252,2016,May,Uttar Pradesh,Agra,HMIS,277978,174,174,815,383,301,280,77,Low,File_22
FILE22_REC00253,2016,Jan,Maharashtra,Pune,NFHS,264388,135,140,2425,293,133,205,118,Low,File_22
FILE22_REC00254,2018,Mar,Tamil Nadu,Madurai,HMIS,178869,253,129,987,457,327,276,160,Low,File_22
FILE22_REC00255,2017,Jun,Uttar Pradesh,Varanasi,HMIS,123226,104,1363,1732,134,8,184,87,High,File_22
FILE22_REC00256,2018,Mar,Gujarat,Ahmedabad,CARE India,170507,159,1268,233,368,157,221,191,Low,File_22
FILE22_REC00257,2017,Jan,Maharashtra,Pune,UNICEF India,272320,116,1195,466,1170,72,290,37,Medium,File_22
FILE22_REC00258,2019,Feb,Uttar Pradesh,Lucknow,WHO India,119809,183,197,936,329,23,134,85,Low,File_22
FILE22_REC00259,2016,Aug,Gujarat,Surat,Smile Foundation,50278,298,1336,1260,91,340,231,114,High,File_22
FILE22_REC00260,2018,Aug,Maharashtra,Nagpur,NHM,188014,98,390,1377,1012,196,40,6,Low,File_22
FILE22_REC00261,2016,Feb,Uttar Pradesh,Lucknow,NHM,140555,95,1479,770,430,396,104,119,High,File_22
FILE22_REC00262,2017,May,Gujarat,Surat,UNICEF India,266811,282,1289,757,661,189,163,5,High,File_22
FILE22_REC00263,2018,Jul,Gujarat,Vadodara,NFHS,269099,118,888,1076,974,146,50,47,Low,File_22
FILE22_REC00264,2019,Apr,Maharashtra,Pune,WHO India,117780,131,860,2001,77,302,87,110,Medium,File_22
FILE22_REC00265,2018,Feb,Tamil Nadu,Chennai,Smile Foundation,170398,211,690,249,354,283,136,127,High,File_22
FILE22_REC00266,2019,Jul,Maharashtra,Pune,NFHS,51807,267,718,679,891,185,198,87,High,File_22
FILE22_REC00267,2017,Jan,Karnataka,Bengaluru,UNICEF India,165947,133,838,1163,1041,66,160,36,Low,File_22
FILE22_REC00268,2016,Feb,Uttar Pradesh,Varanasi,WHO India,181114,207,1082,1033,825,101,73,23,Medium,File_22
FILE22_REC00269,2016,Mar,Uttar Pradesh,Varanasi,UNICEF India,135068,250,518,1100,78,161,48,161,Low,File_22
FILE22_REC00270,2019,May,Karnataka,Bengaluru,UNICEF India,127068,104,430,2062,211,141,73,20,Low,File_22
FILE22_REC00271,2016,Jun,Gujarat,Vadodara,NHM,179431,69,1102,1716,721,349,91,1,Medium,File_22
FILE22_REC00272,2018,Aug,Uttar Pradesh,Lucknow,HMIS,132657,264,371,2449,639,5,141,95,Medium,File_22
FILE22_REC00273,2019,Mar,Maharashtra,Mumbai,UNICEF India,187268,273,1149,661,742,396,169,45,Medium,File_22
FILE22_REC00274,2016,Jan,Maharashtra,Mumbai,NHM,127206,183,409,2327,306,225,239,16,High,File_22
FILE22_REC00275,2019,May,Maharashtra,Nagpur,CARE India,246155,282,377,2167,934,392,37,131,Medium,File_22
FILE22_REC00276,2018,Jan,Maharashtra,Mumbai,CARE India,80610,204,753,1835,586,165,60,131,Low,File_22
FILE22_REC00277,2017,May,Gujarat,Ahmedabad,NFHS,101727,216,758,599,223,210,241,77,High,File_22
FILE22_REC00278,2017,Feb,Gujarat,Vadodara,Smile Foundation,203451,101,256,2411,981,99,243,105,High,File_22
FILE22_REC00279,2019,Aug,Karnataka,Mysuru,NHM,91660,160,554,2330,1130,386,255,52,Low,File_22
FILE22_REC00280,2018,Mar,Gujarat,Ahmedabad,CARE India,71717,280,1249,2207,846,125,147,183,High,File_22
FILE22_REC00281,2018,Jan,Gujarat,Surat,Smile Foundation,232056,56,989,810,462,49,261,156,Low,File_22
FILE22_REC00282,2019,Aug,Uttar Pradesh,Lucknow,Smile Foundation,270300,227,919,316,1036,360,25,120,Medium,File_22
FILE22_REC00283,2016,Jul,Gujarat,Vadodara,Smile Foundation,132919,164,672,2236,222,279,74,121,Medium,File_22
FILE22_REC00284,2019,May,Maharashtra,Nagpur,UNICEF India,224580,118,362,432,1176,360,35,82,High,File_22
FILE22_REC00285,2019,Apr,Maharashtra,Pune,NHM,250592,169,295,1573,763,136,296,51,Medium,File_22
FILE22_REC00286,2017,Aug,Tamil Nadu,Chennai,Smile Foundation,186765,69,144,1081,157,295,66,122,High,File_22
FILE22_REC00287,2018,Jun,Maharashtra,Mumbai,WHO India,250740,109,461,1947,518,196,169,147,High,File_22
FILE22_REC00288,2019,Aug,Gujarat,Vadodara,HMIS,63803,217,892,1154,135,1,221,143,Low,File_22
FILE22_REC00289,2017,Jan,Karnataka,Bengaluru,WHO India,127263,208,928,1069,104,324,20,83,High,File_22
FILE22_REC00290,2019,Jul,Tamil Nadu,Chennai,NHM,218644,155,1344,775,229,34,82,109,Medium,File_22
FILE22_REC00291,2016,Aug,Karnataka,Bengaluru,UNICEF India,175021,76,1033,1337,546,366,58,71,Medium,File_22
FILE22_REC00292,2017,Aug,Uttar Pradesh,Agra,CARE India,278235,73,861,311,1015,302,298,147,Low,File_22
FILE22_REC00293,2018,Mar,Karnataka,Bengaluru,NFHS,215445,151,1284,1779,150,179,159,112,Medium,File_22
FILE22_REC00294,2017,Feb,Uttar Pradesh,Lucknow,Smile Foundation,173066,161,1238,2432,469,144,34,51,Low,File_22
FILE22_REC00295,2017,Jan,Maharashtra,Mumbai,Smile Foundation,63113,55,697,1321,1056,102,41,177,Low,File_22
FILE22_REC00296,2016,Jan,Maharashtra,Nagpur,WHO India,124719,180,1297,1670,774,126,71,192,Medium,File_22
FILE22_REC00297,2019,Apr,Uttar Pradesh,Lucknow,UNICEF India,275689,228,130,258,553,47,127,178,High,File_22
FILE22_REC00298,2016,Aug,Tamil Nadu,Madurai,NFHS,200850,67,487,531,195,141,36,15,Medium,File_22
FILE22_REC00299,2017,Apr,Uttar Pradesh,Agra,HMIS,122529,224,467,930,1194,277,90,61,High,File_22
FILE23_REC00000,2021,Feb,Tamil Nadu,Coimbatore,WHO India,167439,300,1289,1827,229,122,229,123,Low,File_23
FILE23_REC00001,2024,Apr,Uttar Pradesh,Varanasi,HMIS,178868,97,1427,228,511,282,10,163,Medium,File_23
FILE23_REC00002,2022,Jul,Gujarat,Ahmedabad,NFHS,246788,164,1350,273,333,263,39,90,Low,File_23
FILE23_REC00003,2021,Feb,Karnataka,Bengaluru,NFHS,168133,182,593,1174,125,133,180,162,Medium,File_23
FILE23_REC00004,2024,Feb,Gujarat,Surat,Smile Foundation,179640,113,855,243,1001,334,272,142,Low,File_23
FILE23_REC00005,2024,Feb,Karnataka,Mysuru,CARE India,235957,290,675,919,283,42,123,74,Medium,File_23
FILE23_REC00006,2024,Feb,Maharashtra,Mumbai,NFHS,272894,280,982,1386,774,250,245,119,High,File_23
FILE23_REC00007,2022,Jun,Karnataka,Mysuru,CARE India,267700,173,443,326,620,239,241,67,High,File_23
FILE23_REC00008,2024,May,Gujarat,Vadodara,NFHS,237607,129,1382,651,382,160,142,99,High,File_23
FILE23_REC00009,2022,Jul,Maharashtra,Mumbai,WHO India,115944,69,779,1989,936,135,126,139,High,File_23
FILE23_REC00010,2021,Mar,Tamil Nadu,Coimbatore,NFHS,64370,287,887,1816,1144,12,164,15,Low,File_23
FILE23_REC00011,2021,Apr,Gujarat,Surat,UNICEF India,140310,294,313,1144,170,66,140,84,High,File_23
FILE23_REC00012,2024,May,Uttar Pradesh,Lucknow,HMIS,255350,269,626,2237,1067,168,147,165,Low,File_23
FILE23_REC00013,2023,Jan,Gujarat,Vadodara,WHO India,64340,253,927,1742,957,378,216,51,Medium,File_23
FILE23_REC00014,2022,Jan,Uttar Pradesh,Varanasi,CARE India,254648,297,452,1157,462,201,175,173,Low,File_23
FILE23_REC00015,2024,May,Tamil Nadu,Chennai,CARE India,118912,114,180,875,638,128,241,194,Medium,File_23
FILE23_REC00016,2024,Feb,Karnataka,Hubli,HMIS,268269,248,790,1188,737,19,247,66,Low,File_23
FILE23_REC00017,2024,Jun,Tamil Nadu,Coimbatore,UNICEF India,204866,55,230,1545,85,233,133,200,High,File_23
FILE23_REC00018,2024,Jun,Gujarat,Surat,CARE India,101067,85,348,226,1179,347,231,88,Low,File_23
FILE23_REC00019,2023,Jun,Karnataka,Bengaluru,NHM,243288,87,1068,678,286,394,260,43,High,File_23
FILE23_REC00020,2022,Apr,Gujarat,Vadodara,NFHS,188881,224,524,2168,776,376,220,186,High,File_23
FILE23_REC00021,2022,Jun,Tamil Nadu,Madurai,NFHS,163867,64,752,2124,555,329,20,28,Medium,File_23
FILE23_REC00022,2021,Feb,Maharashtra,Nagpur,HMIS,217864,281,1202,1764,884,139,228,149,Medium,File_23
