Record_ID,Year,Month,State,District,Data_Source,Population,ASHA_Workers,ANC_Registrations,Immunization,Malaria_Cases,Dengue_Cases,TB_Cases,Source_File
F61_67,2020,Feb,Maharashtra,Nagpur,UNICEF India,260076,243,941,1486,228,145,6,File_61
F61_68,2018,May,Maharashtra,Mumbai,UNICEF India,211819,145,796,1960,133,171,26,File_61
F61_69,2019,Jan,West Bengal,Siliguri,Smile Foundation,199650,200,388,391,9,157,40,File_61
F61_70,2019,Feb,Karnataka,Hubli,NHM,253966,107,291,2291,47,103,50,File_61
F61_71,2018,Feb,Karnataka,Mysuru,Smile Foundation,272531,63,977,1700,174,99,82,File_61
F61_72,2019,Mar,Tamil Nadu,Madurai,Smile Foundation,177114,299,1327,1557,86,70,111,File_61
F61_73,2018,Feb,Bihar,Gaya,UNICEF India,52988,123,1230,2416,83,110,74,File_61
F61_74,2018,Apr,Tamil Nadu,Madurai,Smile Foundation,75160,45,225,467,150,22,105,File_61
F61_75,2019,Mar,Tamil Nadu,Chennai,Smile Foundation,52886,95,472,1200,102,111,93,File_61
F61_76,2020,May,Uttar Pradesh,Agra,UNICEF India,99372,251,292,696,268,154,34,File_61
F61_77,2019,Feb,Maharashtra,Mumbai,HMIS,82902,285,1302,1835,100,129,96,File_61
F61_78,2018,Apr,Bihar,Gaya,CARE India,183354,146,834,1653,98,184,105,File_61
F61_79,2018,Mar,Bihar,Muzaffarpur,Smile Foundation,139429,123,111,285,190,3,38,File_61
F61_80,2020,May,Maharashtra,Pune,HMIS,210622,285,1253,2224,210,133,50,File_61
F61_81,2020,Feb,Tamil Nadu,Coimbatore,HMIS,112433,287,422,212,35,189,3,File_61
F61_82,2018,Jan,Uttar Pradesh,Agra,WHO India,118835,57,812,2267,67,89,134,File_61
F61_83,2018,Feb,West Bengal,Siliguri,NFHS,181099,136,561,1298,293,61,58,File_61
F61_84,2019,Apr,Gujarat,Surat,CARE India,99182,87,449,1332,159,77,148,File_61
F61_85,2018,Feb,Bihar,Muzaffarpur,UNICEF India,68357,187,115,244,68,77,144,File_61
F61_86,2018,May,West Bengal,Kolkata,CARE India,191004,267,442,669,279,105,125,File_61
F61_87,2019,Feb,West Bengal,Siliguri,NHM,251177,197,883,2161,30,163,66,File_61
F61_88,2018,Apr,Bihar,Patna,WHO India,154279,119,741,1449,37,124,23,File_61
F61_89,2018,May,Uttar Pradesh,Varanasi,NHM,168528,68,117,1551,130,43,102,File_61
F61_90,2018,Apr,Maharashtra,Pune,NFHS,59903,113,780,399,135,155,67,File_61
F61_91,2020,Jan,Uttar Pradesh,Agra,UNICEF India,146946,161,403,2010,131,93,56,File_61
F61_92,2020,Mar,West Bengal,Howrah,UNICEF India,86002,187,214,461,79,150,35,File_61
F61_93,2019,Jan,Karnataka,Mysuru,NFHS,290769,184,1401,2176,85,71,148,File_61
F61_94,2019,Jan,Uttar Pradesh,Agra,NHM,172842,34,1491,434,25,97,111,File_61
F61_95,2018,May,Gujarat,Surat,HMIS,124706,86,1334,791,8,45,10,File_61
F61_96,2019,Jan,Bihar,Gaya,NHM,157063,35,1277,999,268,37,137,File_61
F61_97,2020,May,West Bengal,Kolkata,CARE India,63497,273,723,1816,280,25,60,File_61
F61_98,2019,Mar,Uttar Pradesh,Lucknow,NHM,191636,141,1383,2084,191,16,56,File_61
F61_99,2019,Feb,Maharashtra,Pune,UNICEF India,267563,145,1166,1906,99,192,111,File_61
F61_100,2018,Feb,Uttar Pradesh,Agra,NHM,176356,60,375,500,255,188,41,File_61
F61_101,2018,Mar,Maharashtra,Nagpur,Smile Foundation,274236,276,582,1315,191,3,8,File_61
F61_102,2018,Mar,Karnataka,Hubli,Smile Foundation,79494,282,1014,1576,188,180,67,File_61
F61_103,2018,Mar,Tamil Nadu,Chennai,WHO India,247499,205,510,465,212,21,25,File_61
F61_104,2018,Apr,Karnataka,Bengaluru,NHM,294059,121,1350,879,226,108,133,File_61
F61_105,2018,Jan,Tamil Nadu,Coimbatore,UNICEF India,148477,98,599,983,86,0,70,File_61
F61_106,2019,Mar,Karnataka,Bengaluru,CARE India,242211,74,399,1128,258,125,125,File_61
F61_107,2018,Jan,Gujarat,Ahmedabad,HMIS,106259,106,193,1283,77,130,63,File_61
F61_108,2019,Jan,Bihar,Muzaffarpur,Smile Foundation,99561,146,1122,1879,157,187,60,File_61
F61_109,2019,Jan,Karnataka,Mysuru,CARE India,294789,83,1488,2404,229,5,55,File_61
F61_110,2020,Feb,Uttar Pradesh,Agra,WHO India,167765,117,621,984,241,24,24,File_61
F61_111,2019,Feb,Uttar Pradesh,Lucknow,NHM,163739,96,1227,2450,222,135,67,File_61
F61_112,2020,Jan,Tamil Nadu,Coimbatore,NHM,260749,250,104,1432,86,100,18,File_61
F61_113,2019,Jan,Maharashtra,Pune,NHM,203695,250,312,949,290,182,11,File_61
F61_114,2019,Apr,Bihar,Patna,WHO India,187243,216,686,749,278,5,74,File_61
F61_115,2019,Mar,Gujarat,Ahmedabad,UNICEF India,226530,120,1120,1328,49,104,109,File_61
F61_116,2019,Apr,Tamil Nadu,Chennai,NFHS,171802,131,817,1154,84,145,145,File_61
F61_117,2018,Jan,Bihar,Muzaffarpur,Smile Foundation,152598,221,768,864,265,140,29,File_61
F61_118,2020,Jan,Tamil Nadu,Coimbatore,CARE India,105737,34,1075,1916,168,181,23,File_61
F61_119,2019,Mar,West Bengal,Howrah,HMIS,204554,102,1155,205,60,42,141,File_61
F61_120,2020,May,Gujarat,Ahmedabad,Smile Foundation,108697,197,636,2368,33,137,60,File_61
F61_121,2019,Apr,Uttar Pradesh,Varanasi,Smile Foundation,241892,71,139,557,2,193,52,File_61
F61_122,2019,Feb,Tamil Nadu,Coimbatore,Smile Foundation,273264,199,1355,2331,190,126,86,File_61
F61_123,2019,Apr,Bihar,Muzaffarpur,HMIS,172213,54,539,1897,188,41,97,File_61
F61_124,2018,May,Gujarat,Vadodara,CARE India,68814,138,467,2117,6,119,84,File_61
F61_125,2020,Apr,West Bengal,Howrah,NHM,84605,148,1223,2370,272,85,55,File_61
F61_126,2018,Jan,Maharashtra,Pune,Smile Foundation,232527,76,400,1539,243,88,52,File_61
F61_127,2018,Mar,Gujarat,Vadodara,HMIS,104447,159,143,1638,223,95,131,File_61
F61_128,2018,Feb,Gujarat,Vadodara,UNICEF India,283042,238,1248,401,243,115,135,File_61
F61_129,2019,Feb,West Bengal,Kolkata,NFHS,291030,43,1348,1813,265,192,146,File_61
F61_130,2019,Mar,Tamil Nadu,Coimbatore,NFHS,279430,80,1215,2443,277,132,116,File_61
F61_131,2019,Mar,West Bengal,Howrah,CARE India,86858,208,679,1199,65,53,81,File_61
F61_132,2019,Apr,Karnataka,Hubli,NFHS,109885,223,1051,2173,83,80,109,File_61
F61_133,2018,May,Tamil Nadu,Madurai,CARE India,276307,35,708,1977,148,25,144,File_61
F61_134,2019,Apr,Gujarat,Ahmedabad,NFHS,254457,136,859,1744,15,62,72,File_61
F61_135,2020,Mar,Tamil Nadu,Madurai,HMIS,87022,297,1167,260,286,25,46,File_61
F61_136,2019,Jan,Tamil Nadu,Chennai,NFHS,183574,278,168,2196,198,173,81,File_61
F61_137,2018,Feb,Gujarat,Vadodara,UNICEF India,249290,219,584,930,109,36,16,File_61
F61_138,2020,Apr,West Bengal,Howrah,UNICEF India,163088,221,930,1850,190,181,64,File_61
F61_139,2020,Mar,Tamil Nadu,Coimbatore,CARE India,165434,226,1424,629,173,154,21,File_61
F61_140,2019,Feb,Maharashtra,Nagpur,NFHS,211575,231,417,1921,229,39,15,File_61
F61_141,2018,Mar,Bihar,Patna,WHO India,243565,291,393,362,114,5,127,File_61
F61_142,2018,Mar,Tamil Nadu,Coimbatore,UNICEF India,252217,269,573,995,250,53,67,File_61
F61_143,2018,Jan,Bihar,Patna,CARE India,120511,250,1424,1884,189,54,145,File_61
F61_144,2020,Apr,Gujarat,Ahmedabad,WHO India,52883,74,266,1780,273,59,66,File_61
F61_145,2018,Feb,Gujarat,Vadodara,NFHS,186212,176,944,1020,147,66,135,File_61
F61_146,2018,May,West Bengal,Siliguri,HMIS,202675,269,800,1113,238,172,59,File_61
F61_147,2020,May,Uttar Pradesh,Varanasi,NFHS,175562,126,917,1462,88,157,41,File_61
F61_148,2018,Feb,Gujarat,Surat,WHO India,290873,214,1062,942,169,73,100,File_61
F61_149,2020,Apr,Tamil Nadu,Coimbatore,UNICEF India,128058,65,1363,2334,78,7,37,File_61
F62_0,2015,Feb,Gujarat,Surat,Smile Foundation,78255,132,1292,2098,28,161,90,File_62
F62_1,2016,May,Karnataka,Mysuru,UNICEF India,216884,52,833,2110,297,146,101,File_62
F62_2,2016,May,West Bengal,Kolkata,WHO India,187190,281,914,1283,189,32,92,File_62
F62_3,2015,May,Maharashtra,Nagpur,NFHS,114970,119,160,823,199,80,92,File_62
F62_4,2017,Mar,Gujarat,Vadodara,NFHS,135699,106,967,2064,279,105,141,File_62
F62_5,2015,Apr,Tamil Nadu,Coimbatore,NHM,115288,38,302,2004,83,118,55,File_62
F62_6,2016,Feb,Uttar Pradesh,Varanasi,NHM,152991,90,502,1451,294,161,108,File_62
F62_7,2016,Jan,West Bengal,Howrah,HMIS,290369,82,928,258,238,50,112,File_62
F62_8,2015,Jan,Maharashtra,Nagpur,CARE India,77707,37,207,1710,127,164,128,File_62
F62_9,2017,Jan,West Bengal,Kolkata,HMIS,298170,224,195,786,254,65,15,File_62
F62_10,2015,Apr,Uttar Pradesh,Agra,NHM,89171,117,946,1952,249,109,23,File_62
F62_11,2015,May,Bihar,Gaya,NFHS,83464,163,1042,1235,206,72,146,File_62
F62_12,2016,Mar,Uttar Pradesh,Agra,HMIS,154423,257,1093,274,216,71,103,File_62
F62_13,2016,Feb,Tamil Nadu,Coimbatore,NHM,113307,167,1179,1005,248,27,36,File_62
F62_14,2016,May,Uttar Pradesh,Agra,UNICEF India,122282,63,273,2419,266,7,57,File_62
F62_15,2016,Apr,Karnataka,Hubli,UNICEF India,183977,105,762,485,241,73,72,File_62
F62_16,2017,Mar,Gujarat,Vadodara,NFHS,69569,125,740,1680,231,25,135,File_62
F62_17,2015,Jan,Maharashtra,Pune,HMIS,180040,59,612,1975,193,101,145,File_62
F62_18,2017,Apr,Gujarat,Vadodara,NFHS,183960,268,163,1303,207,13,56,File_62
F62_19,2017,Apr,Gujarat,Vadodara,CARE India,197341,34,707,1334,248,75,23,File_62
F62_20,2017,Mar,West Bengal,Howrah,CARE India,120061,219,1291,1537,31,199,70,File_62
F62_21,2016,Mar,Tamil Nadu,Chennai,NHM,227675,124,1426,710,271,15,143,File_62
F62_22,2017,Feb,Tamil Nadu,Coimbatore,NFHS,165814,180,974,2476,202,54,119,File_62
F62_23,2017,Jan,Uttar Pradesh,Varanasi,NHM,269300,248,373,1067,261,136,86,File_62
F62_24,2017,Apr,Gujarat,Vadodara,UNICEF India,139891,268,133,1583,114,182,80,File_62
F62_25,2017,Feb,Bihar,Muzaffarpur,NFHS,55610,166,141,1634,65,20,63,File_62
F62_26,2016,Apr,Gujarat,Vadodara,NHM,210482,150,211,2492,215,53,84,File_62
F62_27,2016,Mar,Gujarat,Surat,NFHS,294161,92,1199,1012,151,24,118,File_62
F62_28,2017,May,Karnataka,Mysuru,CARE India,54124,30,1077,1175,184,108,145,File_62
F62_29,2015,Jan,Gujarat,Ahmedabad,UNICEF India,83585,111,768,1027,28,116,115,File_62
F62_30,2016,May,Uttar Pradesh,Agra,UNICEF India,51693,202,263,2194,283,33,35,File_62
F62_31,2016,Mar,Gujarat,Vadodara,Smile Foundation,242809,123,797,1176,287,109,94,File_62
F62_32,2017,Apr,Bihar,Gaya,UNICEF India,86361,36,1020,517,42,109,3,File_62
F62_33,2015,Mar,West Bengal,Kolkata,WHO India,55043,168,199,2490,81,184,26,File_62
F62_34,2015,Apr,West Bengal,Howrah,HMIS,272851,263,1065,1270,78,104,98,File_62
F62_35,2017,Jan,Bihar,Gaya,Smile Foundation,283265,46,137,1950,162,157,51,File_62
F62_36,2017,May,Maharashtra,Pune,CARE India,57018,221,1153,1842,167,153,85,File_62
F62_37,2015,Mar,Bihar,Gaya,WHO India,133442,78,1020,2167,157,68,54,File_62
F62_38,2016,Feb,Uttar Pradesh,Agra,HMIS,122936,48,574,2309,279,146,58,File_62
F62_39,2015,Feb,Gujarat,Vadodara,Smile Foundation,50683,207,248,550,64,116,85,File_62
F62_40,2017,Apr,West Bengal,Siliguri,Smile Foundation,215543,63,1452,1667,244,129,23,File_62
F62_41,2015,Feb,Gujarat,Vadodara,CARE India,181658,138,829,1305,149,28,132,File_62
F62_42,2015,Mar,Uttar Pradesh,Lucknow,CARE India,160633,189,101,2154,232,55,54,File_62
F62_43,2015,Jan,Uttar Pradesh,Varanasi,WHO India,217776,56,312,1433,217,121,45,File_62
F62_44,2017,Mar,Gujarat,Surat,Smile Foundation,174459,79,663,1651,128,117,147,File_62
F62_45,2015,Apr,Gujarat,Surat,Smile Foundation,245269,39,228,2353,26,79,28,File_62
F62_46,2017,Feb,Karnataka,Bengaluru,WHO India,225170,98,287,1836,136,141,34,File_62
F62_47,2016,Apr,Bihar,Gaya,NFHS,210826,148,711,1256,73,18,139,File_62
F62_48,2015,May,Tamil Nadu,Coimbatore,CARE India,103697,182,893,1837,232,67,101,File_62
F62_49,2016,May,Uttar Pradesh,Agra,UNICEF India,172835,240,182,754,8,6,55,File_62
F62_50,2017,Jan,Maharashtra,Nagpur,WHO India,171418,281,655,512,213,37,96,File_62
F62_51,2015,Jan,Karnataka,Mysuru,UNICEF India,233660,295,1017,1534,100,115,145,File_62
F62_52,2016,May,West Bengal,Howrah,WHO India,87656,60,1451,2266,153,163,117,File_62
F62_53,2017,May,Tamil Nadu,Chennai,NHM,266571,37,644,1733,250,126,100,File_62
F62_54,2016,Feb,Karnataka,Bengaluru,Smile Foundation,211283,213,1347,1252,135,35,21,File_62
F62_55,2017,Jan,Tamil Nadu,Chennai,WHO India,274869,115,1263,1126,160,6,110,File_62
F62_56,2015,Jan,Maharashtra,Pune,CARE India,295389,185,293,889,113,54,35,File_62
F62_57,2016,Mar,Tamil Nadu,Chennai,HMIS,100203,94,1213,2117,90,155,132,File_62
F62_58,2016,May,Tamil Nadu,Madurai,CARE India,287054,100,386,1161,179,89,30,File_62
F62_59,2017,Jan,Uttar Pradesh,Varanasi,CARE India,146946,216,1248,463,168,135,139,File_62
F62_60,2016,Apr,Uttar Pradesh,Varanasi,NHM,142090,145,103,268,207,13,65,File_62
F62_61,2016,May,Bihar,Muzaffarpur,NHM,292992,247,1299,2008,12,121,50,File_62
F62_62,2016,Mar,Karnataka,Bengaluru,Smile Foundation,290547,59,309,1755,41,22,41,File_62
F62_63,2017,Feb,Karnataka,Hubli,Smile Foundation,85455,95,1124,414,237,86,113,File_62
F62_64,2016,Apr,West Bengal,Howrah,NHM,164976,197,264,532,7,112,128,File_62
F62_65,2017,May,Maharashtra,Nagpur,WHO India,161279,221,1353,478,146,157,128,File_62
F62_66,2017,May,Bihar,Gaya,NFHS,50936,147,1337,504,168,132,44,File_62
F62_67,2017,May,West Bengal,Kolkata,UNICEF India,276658,223,1452,2248,199,175,14,File_62
F62_68,2015,Feb,Karnataka,Hubli,WHO India,297096,219,176,2031,161,118,55,File_62
F62_69,2015,Feb,Tamil Nadu,Coimbatore,NFHS,111551,169,1286,435,262,12,48,File_62
F62_70,2017,May,Gujarat,Ahmedabad,CARE India,70670,66,948,2183,101,52,44,File_62
F62_71,2017,Jan,Tamil Nadu,Coimbatore,NFHS,293767,269,1201,845,216,40,77,File_62
F62_72,2016,Feb,Karnataka,Mysuru,HMIS,178856,282,240,665,37,143,36,File_62
F62_73,2016,May,Tamil Nadu,Chennai,NHM,149543,65,338,704,1,152,78,File_62
F62_74,2017,Feb,Tamil Nadu,Madurai,UNICEF India,65643,100,354,397,81,37,15,File_62
F62_75,2016,Jan,Karnataka,Mysuru,UNICEF India,291277,261,252,1076,6,120,111,File_62
F62_76,2016,Feb,Bihar,Patna,HMIS,296762,268,776,1867,211,79,89,File_62
F62_77,2017,Feb,Maharashtra,Mumbai,WHO India,241155,263,575,2132,82,187,56,File_62
F62_78,2015,Apr,Gujarat,Ahmedabad,WHO India,241922,141,986,2460,84,74,150,File_62
F62_79,2016,Mar,Karnataka,Hubli,WHO India,66668,102,1194,1766,269,68,50,File_62
F62_80,2016,Apr,Karnataka,Mysuru,HMIS,50635,40,852,1261,120,70,55,File_62
F62_81,2016,Feb,Gujarat,Ahmedabad,CARE India,219324,187,685,1697,173,131,68,File_62
F62_82,2016,Mar,Karnataka,Mysuru,HMIS,188476,157,614,375,31,128,109,File_62
F62_83,2017,May,Karnataka,Bengaluru,WHO India,192391,52,371,2023,117,120,81,File_62
F62_84,2015,Mar,Karnataka,Mysuru,NFHS,58705,95,187,2473,18,102,101,File_62
F62_85,2017,Jan,Uttar Pradesh,Varanasi,CARE India,158776,35,194,1283,231,57,136,File_62
F62_86,2016,Jan,Karnataka,Hubli,CARE India,90366,107,438,2492,257,76,130,File_62
F62_87,2017,Feb,Karnataka,Mysuru,Smile Foundation,134388,140,148,2485,107,101,105,File_62
F62_88,2016,May,Bihar,Gaya,UNICEF India,110562,194,1156,844,103,35,134,File_62
F62_89,2015,Apr,Uttar Pradesh,Varanasi,CARE India,88530,284,132,665,193,28,123,File_62
F62_90,2016,Mar,West Bengal,Siliguri,NHM,235006,76,927,848,164,78,71,File_62
F62_91,2017,Jan,Maharashtra,Pune,NFHS,142730,184,331,2278,286,33,140,File_62
F62_92,2015,May,Tamil Nadu,Chennai,CARE India,273914,200,936,737,150,149,126,File_62
F62_93,2016,Apr,Uttar Pradesh,Lucknow,WHO India,96025,218,582,522,246,192,55,File_62
F62_94,2017,Apr,Tamil Nadu,Madurai,UNICEF India,190468,43,269,1413,254,195,71,File_62
F62_95,2017,Mar,Karnataka,Bengaluru,NHM,85546,163,1441,1358,121,26,101,File_62
F62_96,2017,Feb,Maharashtra,Nagpur,NHM,299242,97,1406,584,199,41,28,File_62
F62_97,2017,Feb,Uttar Pradesh,Agra,HMIS,187576,155,1246,1944,89,94,7,File_62
F62_98,2017,Mar,Bihar,Muzaffarpur,WHO India,299757,30,690,509,83,16,128,File_62
F62_99,2015,Jan,Tamil Nadu,Madurai,Smile Foundation,183436,77,1390,1367,280,145,139,File_62
F62_100,2015,Apr,Uttar Pradesh,Agra,WHO India,195166,278,265,1537,269,25,50,File_62
F62_101,2015,Apr,Maharashtra,Mumbai,NHM,216029,265,528,1011,122,136,147,File_62
F62_102,2015,May,Gujarat,Vadodara,CARE India,154245,58,993,2153,65,158,34,File_62
F62_103,2017,May,Bihar,Gaya,NFHS,164136,186,361,1166,108,43,13,File_62
F62_104,2015,Feb,Maharashtra,Mumbai,HMIS,163886,52,266,1243,232,26,69,File_62
F62_105,2016,May,Maharashtra,Pune,CARE India,88608,161,450,2109,91,143,59,File_62
F62_106,2017,Feb,West Bengal,Siliguri,CARE India,104059,57,564,2492,147,168,121,File_62
F62_107,2017,Mar,Tamil Nadu,Coimbatore,WHO India,245051,49,749,2281,155,198,8,File_62
F62_108,2015,Mar,Maharashtra,Nagpur,NHM,170067,50,1283,1943,107,116,92,File_62
F62_109,2016,Jan,Maharashtra,Nagpur,NFHS,87078,195,588,221,154,94,76,File_62
F62_110,2016,Feb,Uttar Pradesh,Lucknow,WHO India,164118,69,348,879,31,180,66,File_62
F62_111,2015,Mar,Gujarat,Surat,NHM,63689,154,1420,1623,278,190,15,File_62
F62_112,2016,Feb,Bihar,Gaya,HMIS,265186,179,1311,2478,253,72,54,File_62
F62_113,2015,Apr,Karnataka,Bengaluru,NFHS,179229,277,766,2343,216,4,116,File_62
F62_114,2017,Feb,West Bengal,Siliguri,HMIS,185917,176,529,578,62,107,3,File_62
F62_115,2016,Jan,Karnataka,Mysuru,NHM,128562,104,345,307,174,90,130,File_62
F62_116,2015,Apr,West Bengal,Howrah,WHO India,208654,46,292,204,89,153,31,File_62
F62_117,2015,Apr,Tamil Nadu,Chennai,HMIS,273640,54,1297,1821,148,96,117,File_62
F62_118,2016,Mar,Uttar Pradesh,Agra,WHO India,105998,106,743,478,78,170,27,File_62
F62_119,2015,Apr,Tamil Nadu,Madurai,UNICEF India,59669,43,1017,2360,146,27,68,File_62
F62_120,2015,May,Bihar,Muzaffarpur,NFHS,277804,32,1070,1283,15,150,75,File_62
F62_121,2017,May,West Bengal,Howrah,HMIS,176694,52,168,1991,228,166,86,File_62
F62_122,2015,Jan,West Bengal,Siliguri,Smile Foundation,95649,107,1172,1117,11,37,82,File_62
F62_123,2015,Feb,Gujarat,Surat,Smile Foundation,224808,76,520,733,215,63,32,File_62
F62_124,2015,Apr,Bihar,Muzaffarpur,CARE India,110429,61,695,2420,233,130,73,File_62
F62_125,2017,Jan,Bihar,Gaya,CARE India,260543,209,771,1010,171,99,137,File_62
F62_126,2015,Apr,Maharashtra,Mumbai,Smile Foundation,141714,201,1163,1489,137,157,72,File_62
F62_127,2017,Apr,West Bengal,Siliguri,NHM,147811,267,895,811,264,134,17,File_62
F62_128,2015,Apr,Karnataka,Bengaluru,Smile Foundation,132353,220,272,1237,159,74,35,File_62
F62_129,2016,Mar,West Bengal,Kolkata,UNICEF India,90382,212,818,468,185,29,46,File_62
F62_130,2015,May,Karnataka,Hubli,NHM,145795,51,806,209,105,167,35,File_62
F62_131,2016,May,Bihar,Muzaffarpur,NHM,88972,95,705,928,199,191,99,File_62
F62_132,2016,Jan,Bihar,Gaya,UNICEF India,265674,264,1407,420,233,121,40,File_62
F62_133,2016,Jan,Karnataka,Mysuru,Smile Foundation,237976,52,835,705,23,158,48,File_62
F62_134,2016,Mar,Gujarat,Surat,HMIS,260439,34,613,1320,52,193,15,File_62
F62_135,2015,May,Karnataka,Hubli,WHO India,190652,139,746,1540,221,2,128,File_62
F62_136,2016,Apr,Maharashtra,Mumbai,WHO India,294787,104,546,642,245,171,121,File_62
F62_137,2016,Jan,Bihar,Patna,NFHS,140563,189,707,2251,45,1,101,File_62
F62_138,2015,Jan,Bihar,Muzaffarpur,NFHS,62802,284,1012,600,294,40,141,File_62
F62_139,2017,Feb,Uttar Pradesh,Varanasi,UNICEF India,268965,51,1408,2352,199,84,79,File_62
F62_140,2016,Feb,Maharashtra,Mumbai,WHO India,148108,76,751,2181,67,25,1,File_62
F62_141,2015,Mar,Tamil Nadu,Madurai,Smile Foundation,286104,62,605,696,157,131,106,File_62
F62_142,2017,Mar,Gujarat,Vadodara,NFHS,92965,247,171,1051,228,41,78,File_62
F62_143,2017,Apr,Uttar Pradesh,Lucknow,WHO India,252586,33,197,2293,39,175,41,File_62
F62_144,2015,May,Karnataka,Hubli,NHM,210237,79,821,2134,67,166,119,File_62
F62_145,2017,Jan,Uttar Pradesh,Varanasi,CARE India,292689,77,986,710,73,164,45,File_62
F62_146,2016,May,Maharashtra,Nagpur,HMIS,57109,114,319,921,249,62,109,File_62
F62_147,2016,Mar,Gujarat,Ahmedabad,UNICEF India,80074,89,535,838,190,186,63,File_62
F62_148,2017,Mar,Maharashtra,Nagpur,Smile Foundation,186343,114,570,758,171,78,110,File_62
F62_149,2015,Apr,Uttar Pradesh,Varanasi,CARE India,209798,261,661,774,253,69,17,File_62
F63_0,2023,Mar,Uttar Pradesh,Lucknow,UNICEF India,77880,208,775,816,289,59,58,File_63
F63_1,2023,Jan,Bihar,Patna,NFHS,264139,124,312,1051,2,41,51,File_63
F63_2,2022,Mar,Maharashtra,Mumbai,HMIS,169871,159,951,301,86,107,23,File_63
F63_3,2022,Apr,Karnataka,Mysuru,UNICEF India,97769,96,756,645,68,84,106,File_63
F63_4,2022,Jan,Bihar,Gaya,CARE India,259434,154,588,489,175,47,113,File_63
F63_5,2024,Feb,West Bengal,Siliguri,Smile Foundation,256056,113,146,1673,247,79,49,File_63
F63_6,2024,Feb,Bihar,Patna,WHO India,123612,63,1452,555,37,188,100,File_63
F63_7,2022,Feb,Uttar Pradesh,Varanasi,HMIS,148472,184,679,1372,130,8,38,File_63
F63_8,2024,Mar,Maharashtra,Pune,Smile Foundation,79028,77,937,305,6,154,87,File_63
F63_9,2022,Jan,Maharashtra,Nagpur,HMIS,289749,272,590,1324,200,89,50,File_63
F63_10,2022,Feb,Maharashtra,Nagpur,Smile Foundation,133390,230,1056,2217,83,115,78,File_63
F63_11,2024,Mar,Gujarat,Vadodara,NHM,264780,74,1250,766,241,84,46,File_63
F63_12,2023,Apr,Maharashtra,Nagpur,WHO India,221450,177,1392,256,15,94,2,File_63
F63_13,2023,May,Uttar Pradesh,Lucknow,NFHS,198693,88,936,1356,258,92,135,File_63
F63_14,2023,May,Tamil Nadu,Madurai,HMIS,91407,63,380,2090,282,58,32,File_63
F63_15,2023,Mar,Tamil Nadu,Chennai,HMIS,97447,134,268,1355,46,112,20,File_63
F63_16,2022,May,Karnataka,Mysuru,UNICEF India,174451,130,1377,1203,300,102,117,File_63
F63_17,2022,Mar,Maharashtra,Nagpur,HMIS,75147,54,122,2436,106,159,149,File_63
F63_18,2022,Feb,West Bengal,Kolkata,NFHS,132856,96,137,2479,154,109,60,File_63
F63_19,2023,Jan,Karnataka,Bengaluru,NFHS,278606,214,1312,774,100,158,73,File_63
F63_20,2023,Apr,Tamil Nadu,Madurai,UNICEF India,276746,241,1485,873,85,58,119,File_63
F63_21,2024,May,Bihar,Muzaffarpur,NFHS,222463,123,1398,2278,63,136,124,File_63
F63_22,2022,Mar,Uttar Pradesh,Agra,WHO India,175365,272,1145,2492,216,59,14,File_63
F63_23,2023,Jan,West Bengal,Siliguri,WHO India,160508,255,1034,696,187,122,93,File_63
F63_24,2024,Jan,West Bengal,Siliguri,NFHS,291477,150,1285,672,163,190,23,File_63
F63_25,2023,Jan,Tamil Nadu,Coimbatore,UNICEF India,261706,143,598,1008,161,32,23,File_63
F63_26,2022,Mar,West Bengal,Siliguri,WHO India,99264,293,1101,1623,257,32,19,File_63
F63_27,2024,May,Uttar Pradesh,Lucknow,UNICEF India,68612,115,508,321,50,16,144,File_63
F63_28,2022,Apr,Uttar Pradesh,Varanasi,Smile Foundation,131926,191,1380,1686,109,132,115,File_63
F63_29,2023,Feb,Gujarat,Vadodara,UNICEF India,85546,220,1113,2388,284,14,101,File_63
F63_30,2024,Mar,Gujarat,Vadodara,UNICEF India,291679,53,867,2155,262,7,127,File_63
F63_31,2022,May,Karnataka,Bengaluru,Smile Foundation,257782,118,1306,1862,186,123,137,File_63
F63_32,2023,Mar,Karnataka,Bengaluru,CARE India,261476,186,1287,2297,25,26,124,File_63
F63_33,2022,Apr,Tamil Nadu,Madurai,HMIS,94029,226,290,1186,287,120,39,File_63
F63_34,2023,Feb,Gujarat,Surat,WHO India,207115,72,1223,2282,109,152,78,File_63
F63_35,2023,Jan,Tamil Nadu,Chennai,Smile Foundation,248727,113,1146,1316,204,130,32,File_63
F63_36,2022,Feb,Maharashtra,Pune,NHM,90582,281,1418,1646,93,142,127,File_63
F63_37,2024,Feb,Tamil Nadu,Madurai,WHO India,299603,266,369,2058,33,91,78,File_63
F63_38,2022,May,Tamil Nadu,Madurai,NHM,293978,175,1113,2250,45,161,15,File_63
F63_39,2022,May,Bihar,Gaya,NHM,165027,41,1237,2476,216,135,74,File_63
F63_40,2024,Apr,Tamil Nadu,Madurai,NFHS,95593,259,1118,356,83,89,144,File_63
F63_41,2024,Feb,West Bengal,Siliguri,NFHS,119541,201,1398,348,236,136,41,File_63
F63_42,2023,Feb,Gujarat,Surat,UNICEF India,191566,137,309,2275,234,89,1,File_63
F63_43,2022,May,West Bengal,Siliguri,UNICEF India,124042,153,1349,2080,84,13,102,File_63
F63_44,2024,Mar,Maharashtra,Pune,WHO India,243002,273,1356,1616,271,176,120,File_63
