village_name,state,district,year,problem_type,severity,affected_families,ngo_name,ngo_work
Mumbai,Maharashtra,Mumbai,2021,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,34680,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2021,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,34680,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,15939,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,15939,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Lucknow,Uttar Pradesh,Lucknow,2021,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,15939,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2021,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,14878,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Varanasi,Uttar Pradesh,Varanasi,2021,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,14878,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2021,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,14878,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Madurai,Tamil Nadu,Madurai,2022,General Health Risk,Medium,33979,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2022,General Health Risk,Medium,33979,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2022,General Health Risk,Medium,33979,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mumbai,Maharashtra,Mumbai,2022,Malaria Outbreak; Low Immunization Coverage,Medium,35410,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2022,Malaria Outbreak; Low Immunization Coverage,Medium,35410,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mumbai,Maharashtra,Mumbai,2022,Malaria Outbreak; Low Immunization Coverage,Medium,35410,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Madurai,Tamil Nadu,Madurai,2022,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,36043,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Madurai,Tamil Nadu,Madurai,2022,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,36043,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2022,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,36043,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Pune,Maharashtra,Pune,2021,General Health Risk,Medium,27287,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2021,General Health Risk,Medium,27287,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2021,General Health Risk,Medium,27287,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Tuberculosis,Medium,15635,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Tuberculosis,Medium,15635,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2022,Malaria Outbreak; Tuberculosis,Medium,15635,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mumbai,Maharashtra,Mumbai,2023,Low Immunization Coverage,Medium,47049,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Mumbai,Maharashtra,Mumbai,2023,Low Immunization Coverage,Medium,47049,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2023,Low Immunization Coverage,Medium,47049,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Bengaluru,Karnataka,Bengaluru,2025,Dengue Outbreak; Low Immunization Coverage,Medium,27812,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Bengaluru,Karnataka,Bengaluru,2025,Dengue Outbreak; Low Immunization Coverage,Medium,27812,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Bengaluru,Karnataka,Bengaluru,2025,Dengue Outbreak; Low Immunization Coverage,Medium,27812,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2022,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,45728,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mumbai,Maharashtra,Mumbai,2022,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,45728,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2022,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,45728,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Chennai,Tamil Nadu,Chennai,2021,Low Immunization Coverage,Medium,44013,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Chennai,Tamil Nadu,Chennai,2021,Low Immunization Coverage,Medium,44013,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Chennai,Tamil Nadu,Chennai,2021,Low Immunization Coverage,Medium,44013,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,42045,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,42045,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2024,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,42045,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Chennai,Tamil Nadu,Chennai,2021,Low Immunization Coverage,Medium,25943,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Chennai,Tamil Nadu,Chennai,2021,Low Immunization Coverage,Medium,25943,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Chennai,Tamil Nadu,Chennai,2021,Low Immunization Coverage,Medium,25943,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2021,Dengue Outbreak; Low Immunization Coverage,Medium,43676,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Chennai,Tamil Nadu,Chennai,2021,Dengue Outbreak; Low Immunization Coverage,Medium,43676,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Chennai,Tamil Nadu,Chennai,2021,Dengue Outbreak; Low Immunization Coverage,Medium,43676,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2024,Dengue Outbreak; Low Immunization Coverage,Medium,49963,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Chennai,Tamil Nadu,Chennai,2024,Dengue Outbreak; Low Immunization Coverage,Medium,49963,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Chennai,Tamil Nadu,Chennai,2024,Dengue Outbreak; Low Immunization Coverage,Medium,49963,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2021,General Health Risk,Medium,25095,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2021,General Health Risk,Medium,25095,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2021,General Health Risk,Medium,25095,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Chennai,Tamil Nadu,Chennai,2021,Malaria Outbreak; Low Immunization Coverage,Medium,33596,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2021,Malaria Outbreak; Low Immunization Coverage,Medium,33596,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Chennai,Tamil Nadu,Chennai,2021,Malaria Outbreak; Low Immunization Coverage,Medium,33596,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Tuberculosis,Medium,16275,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Tuberculosis,Medium,16275,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2025,Malaria Outbreak; Tuberculosis,Medium,16275,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Madurai,Tamil Nadu,Madurai,2023,Malaria Outbreak; Tuberculosis,Medium,20699,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2023,Malaria Outbreak; Tuberculosis,Medium,20699,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Madurai,Tamil Nadu,Madurai,2023,Malaria Outbreak; Tuberculosis,Medium,20699,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Varanasi,Uttar Pradesh,Varanasi,2021,Malaria Outbreak; Tuberculosis,Medium,29328,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Varanasi,Uttar Pradesh,Varanasi,2021,Malaria Outbreak; Tuberculosis,Medium,29328,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2021,Malaria Outbreak; Tuberculosis,Medium,29328,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Bengaluru,Karnataka,Bengaluru,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,41169,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,41169,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Bengaluru,Karnataka,Bengaluru,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,41169,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,43305,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,43305,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Dengue Outbreak; Tuberculosis; Low Immunization Coverage,Medium,43305,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2025,Tuberculosis; Low Immunization Coverage,Medium,42224,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Pune,Maharashtra,Pune,2025,Tuberculosis; Low Immunization Coverage,Medium,42224,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Pune,Maharashtra,Pune,2025,Tuberculosis; Low Immunization Coverage,Medium,42224,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,29533,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,29533,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2025,Malaria Outbreak; Dengue Outbreak; Tuberculosis,Medium,29533,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Mumbai,Maharashtra,Mumbai,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,20319,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Mumbai,Maharashtra,Mumbai,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,20319,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2023,Malaria Outbreak; Tuberculosis; Low Immunization Coverage,Medium,20319,CybageAsha,CybageAsha is a charitable registered trust founded under the Bombay Public Trust Act 1950 in October 2003 The primary aims of the foundation are rural development alcohol deaddiction social welfare a
Madurai,Tamil Nadu,Madurai,2023,Tuberculosis,Medium,15602,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Madurai,Tamil Nadu,Madurai,2023,Tuberculosis,Medium,15602,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Madurai,Tamil Nadu,Madurai,2023,Tuberculosis,Medium,15602,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2023,Malaria Outbreak,Medium,35164,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2023,Malaria Outbreak,Medium,35164,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Chennai,Tamil Nadu,Chennai,2023,Malaria Outbreak,Medium,35164,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Madurai,Tamil Nadu,Madurai,2023,Low Immunization Coverage,Medium,46395,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Madurai,Tamil Nadu,Madurai,2023,Low Immunization Coverage,Medium,46395,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Madurai,Tamil Nadu,Madurai,2023,Low Immunization Coverage,Medium,46395,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Pune,Maharashtra,Pune,2021,Low Immunization Coverage,Medium,46695,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Pune,Maharashtra,Pune,2021,Low Immunization Coverage,Medium,46695,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Pune,Maharashtra,Pune,2021,Low Immunization Coverage,Medium,46695,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Low Immunization Coverage,Medium,18687,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Low Immunization Coverage,Medium,18687,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mysuru,Karnataka,Mysuru,2023,Malaria Outbreak; Low Immunization Coverage,Medium,18687,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Chennai,Tamil Nadu,Chennai,2024,Malaria Outbreak; Low Immunization Coverage,Medium,19226,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Chennai,Tamil Nadu,Chennai,2024,Malaria Outbreak; Low Immunization Coverage,Medium,19226,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Chennai,Tamil Nadu,Chennai,2024,Malaria Outbreak; Low Immunization Coverage,Medium,19226,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Varanasi,Uttar Pradesh,Varanasi,2023,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,35047,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Varanasi,Uttar Pradesh,Varanasi,2023,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,35047,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Varanasi,Uttar Pradesh,Varanasi,2023,Malaria Outbreak; Dengue Outbreak; Low Immunization Coverage,Medium,35047,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Bengaluru,Karnataka,Bengaluru,2024,Tuberculosis; Low Immunization Coverage,Medium,30865,SEWA Rural,The Society for Education Welfare and Action Rural SEWA Rural is a volunteer development oriented institution founded in 1980 to improve the health of people in the rural and tribal areas of Jhagadia
Bengaluru,Karnataka,Bengaluru,2024,Tuberculosis; Low Immunization Coverage,Medium,30865,Apnalaya,Apnalaya Our Space in English is a non profit organization founded in 1973 by Tom Holland who was then the Australian Consul General in Bombay At that time it was called Holland Welfare Centre which w
Bengaluru,Karnataka,Bengaluru,2024,Tuberculosis; Low Immunization Coverage,Medium,30865,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Mumbai,Maharashtra,Mumbai,2024,Malaria Outbreak,Medium,28971,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Mumbai,Maharashtra,Mumbai,2024,Malaria Outbreak,Medium,28971,Friends of Tribals Society,The Friends of Tribals Society FTS or Vanbandhu Parishad is a volunteer organization formed in 1989 with the goal of improving literacy and health among the Adivasi rural tribal people in India The so
Mumbai,Maharashtra,Mumbai,2024,Malaria Outbreak,Medium,28971,Helpingminds,Helping Minds is a group of about 200 volunteers rendering academic and financial aid to rural poor students in Tamil Nadu helping scores to pursue engineering medical and polytechnic courses Every mo
Mysuru,Karnataka,Mysuru,2022,Dengue Outbreak; Low Immunization Coverage,Medium,24655,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
Mysuru,Karnataka,Mysuru,2022,Dengue Outbreak; Low Immunization Coverage,Medium,24655,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Mysuru,Karnataka,Mysuru,2022,Dengue Outbreak; Low Immunization Coverage,Medium,24655,Comprehensive Rural Health Project,The Comprehensive Rural Health Project CRHP is a non profit non governmental organization located in Jamkhed Ahmednagar District in the state of Maharashtra India The organization works with rural com
Lucknow,Uttar Pradesh,Lucknow,2021,Low Immunization Coverage,Medium,28445,Bal Bharati Public School,Bal Bharati Public School BBPS is a group of institutions educating people at school level in India Padma Vibhushan Lala Hansraj Gupta an Indian philanthropist founded the parent body the Child Educat
Lucknow,Uttar Pradesh,Lucknow,2021,Low Immunization Coverage,Medium,28445,Balala Hakkula Sangham,Balala Hakkula Sangham is an Indian Community that protects the rights of children They oppose child marriage sexual abuse and child labour The community was founded in 1985 The chief officer is Achyu
