GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1991,1991,1991,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,180508.0,180 508 [171 995-189 781],171995.0,189781.0
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,3.8,3.8 [3.0-4.6],3.0,4.6
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mbd-aap-ambient-air-pollution-attributable-dalys,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3436890.528,3 436 891 [2 600 333-4 393 614],2600332.824,4393614.239
NUT_CF_MAD,Minimum Acceptable Diet 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-acceptable-diet-6-23-months,2020,2020,2020,SEAR,South-East Asia,IND,India,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM40,Wealth - Bottom 40%,10.1,10.1 [9.6-10.6],9.6,10.6
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2006,2006,2006,SEAR,South-East Asia,IND,India,,,,72033.0,72 033,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,26.749489,26.7 [24.5-29.0],24.533382,29.000187
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-dalys-per-100000population,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,52.461,52 [38-67],37.602,67.218
GDO_q3x1,Existence of dementia legislation,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-dementia-legislation,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,No,,
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,18.7,18.7 [18.4-19.1],18.4,19.1
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,2015,2015,2015,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,11.952220482,11.95 [0 - 45.15],0.0,45.152832932
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,30.613986,30.6 [29.3-32.0],29.267716,31.978381
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,129196.6055,129196.6,,
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,29.836256,29.8 [24.6-35.4],24.55232,35.426712
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2015,2015,2015,SEAR,South-East Asia,IND,India,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,54.7,54.7 [54.1-55.3],54.1,55.3
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1992,1992,1992,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,24.2,24.2 [21.7-26.9],21.7,26.9
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-using-safely-managed-drinking-water-services-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,48.318837895,48,,
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,12.9,12.9 [12.3-13.5],12.3,13.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.06262,0.1,,
SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-heavy-episodic-drinking-%2815-%29-past-30-days-%28-%29-age-standardized-with-95-ci,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,12.3505793,12.4 [11.3 - 13.4],11.2516294,13.4495293
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ambient-air-pollution-attributable-deaths,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,4927.311,4927 [3193-6927],3192.552,6927.043
FINPROTECTION_IMP_NP365_POP,"Population pushed below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/population-pushed-below-the-3.65-a-day-poverty-line-by-household-health-expenditures-%28percent--national--rural--urban%29,2003,2003,2003,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,2.14,2.14,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,2.2740884,2.3 [2.1-2.5],2.0982865,2.4573764
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1958,1958,1958,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,148.920006719,148.9 [132.5-167.0],132.532604568,167.008317045
TOBACCO_MPOWER_W2B_TOBACCOSMOKED,"Tobacco Warning: W2b smoked tobacco packaging health warnings, other characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w2b-smoked-packaging-health-warnings--other-characteristics,2007,2007,2007,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W19_colours_numbers_B,"Other smoked tobacco packaging/labelling must not use figurative or other signs as substitutes for prohibited misleading terms, descriptors",,Yes,,
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-former-drinkers-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,8.0637902,8.1 [7.1 - 9.1],7.1210529,9.0978967
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-abstainers-past-12-months-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,79.1503272,79.2 [76.2 - 82.1],76.2150985,82.085556
TOBACCO_MPOWER_P2_SMOKEFREEPLACEDETAILS,"Tobacco MPOWER Protect people: P2 smoke-free places, additional characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/protect-people--p2-smoke-free-places--additional-characteristics,2022,2022,2022,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_P15_complaints,Citizen complaints and investigations of violations of smoke-free laws,,Yes,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2023,2023,2023,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,296649.0,296 649 [254 656-342 950],254656.0,342950.0
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,8.397254944,8.4,,
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,IND,India,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MGMTCANCERPREVENTION,Primary and secondary prevention of cancer,,Yes,,
TOBACCO_MPOWER_R_TAXSTRUCTURE,Tobacco Raise taxes: Tobacco tax structure,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-raise-taxes--tax-structure,2024,2024,2024,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_R_excise_specific_reliance,Greater reliance on specific tax in mixed excise regime,,Yes,,
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1989,1989,1989,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,20.3,20.3,,
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/domestic-general-government-health-expenditure-%28gche-d%29-as-percentage-of-current-health-expenditure,2003,2003,2003,SEAR,South-East Asia,IND,India,,,,18.71640396,18.72,,
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-hale-healthy-life-expectancy-at-age-60,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,13.42433464,13.4 [12.9-14.1],12.87297323,14.08718634
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2023,2023,2023,SEAR,South-East Asia,IND,India,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_POLSTRATPLAN,"Policies, strategies and plans",,Yes,,
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,33.177254,33.2 [24.6-42.1],24.631575,42.142513
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,54.4,54.4 [51.7-57.1],51.7,57.1
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1998,1998,1998,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,34.263077,34.3 [32.0-36.5],31.984168,36.453193
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2020,2020,2020,SEAR,South-East Asia,IND,India,,,,35.5,35.5 [35.1-35.8],35.1,35.8
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,11953.473339375,11 953,,
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/proportion-of-population-with-primary-reliance-on-fuels-and-technologies-for-cooking-by-fuel-type,1996,1996,1996,SEAR,South-East Asia,IND,India,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.1,0.1 [0 - 0.8],0.0,0.8
TOBACCO_MPOWER_NTCP,Tobacco MPOWER: National tobacco control programmes (NTCP),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mpower--national-control-programmes-%28ntcp%29,2020,2020,2020,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_NTCP_curr,National tobacco control budget - currency reported,,INR,,
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,5.6,5.6 [4.5-7.0],4.5,7.0
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/probability-of-dying-between-exact-ages-30-and-70-from-any-of-cardiovascular-disease-cancer-diabetes-or-chronic-respiratory-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,18.5,18.5 [15.0-23.2],15.0,23.2
TOBACCO_MPOWER_W1A_CIGARETTES,Tobacco Warning: W1a cigarette packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1a-cigarette-packaging-health-warnings,2014,2014,2014,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,20.0,20,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.3264,0.3,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,13.826444181,13.8 [13.0-14.7],13.049072759,14.670879534
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01061,0,,
NCD_DIABETES_TREATMENT_AGESTD,"Diabetes treatment coverage, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-diabetes-treatment-age-standardized,2016,2016,2016,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,28.774053,28.8 [24.8-33.1],24.75813,33.052462
GHED_EXT_pc_US_SHA2011,External health expenditure (EXT) per capita in US$,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/external-health-expenditure-%28ext%29-per-capita-in-us,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,0.14984068,0.15,,
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1999,1999,1999,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,54.8,54.8 [52.5-57.1],52.5,57.1
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-for-5-14-year-olds-%28probability-of-dying-per-1000-children-aged-5-14-years%29,2022,2022,2022,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,4.374574294,4.4 [3.7-5.1],3.731481651,5.054104817
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28age-standardized-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,42.774834,42.8 [35.0-51.1],34.971241,51.065182
TB_rr_mdr,Confirmed cases of RR-/MDR-TB,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/confirmed-cases-of-rr--mdr-tb,2014,2014,2014,SEAR,South-East Asia,IND,India,,,,25748.0,25 748,,
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/antenatal-care-coverage-at-least-four-visits,2016,2010,2016,SEAR,South-East Asia,IND,India,,,,51.2,51.2,,
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-14-years,2023,2023,2023,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,35573.0,35 573 [29 576-42 174],29576.0,42174.0
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2017,2017,2017,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS6-59,6 to 59 months,1.5,1.5 [1.3-1.7],1.3,1.7
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,2.2,2.2 [1.1-3.6],1.1,3.6
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,786012.0,786 012 [748 110-825 885],748110.0,825885.0
TOBACCO_MPOWER_W1A_CIGARETTES,Tobacco Warning: W1a cigarette packaging health warnings,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w1a-cigarette-packaging-health-warnings,2012,2012,2012,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,20.0,20,,
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2017,2017,2017,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS0-5,0 to 5 months,10.7,10.7 [8.6-13.3],8.6,13.3
TOBACCO_MPOWER_W3_MASSMEDIA,Tobacco Warning: W3 anti-tobacco mass-media campaigns,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w3-anti-mass-media-campaigns,2022,2022,2022,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_Camp_gov_prog,Campaign was part of a comprehensive tobacco control programme,,Yes,,
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-former-drinkers-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,6.7981938,6.8 [6.0 - 7.7],6.0284926,7.6660152
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2002,2002,2002,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,2.78752,2.8,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/household-air-pollution-attributable-death-rate-%28per-100-000-population-age-standardized%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,11.266,11 [6-16],6.287,15.831
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,5695.2096,5695.2,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,4.4,4.4 [2.9-6.0],2.9,6.0
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-adults-aged-18-years-%28age-standardized-estimate%29-%28-%29,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,48.09787,48.1 [37.8-58.9],37.765949,58.886467
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2005,2005,2005,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0415,0,,
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1993,1993,1993,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.0,1.0 [1.0-1.1],1.0,1.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,47.6,47.6 [44.8-50.4],44.8,50.4
TOBACCO_MPOWER_W2B_TOBACCOSMOKED,"Tobacco Warning: W2b smoked tobacco packaging health warnings, other characteristics",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/tobacco-warning--w2b-smoked-packaging-health-warnings--other-characteristics,2016,2016,2016,SEAR,South-East Asia,IND,India,TOBACCO_INDICATOR,TOBACCO_INDICATOR_W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields,,No,,
MH_12,Age-standardized suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/age-standardized-suicide-rates-%28per-100-000-population%29,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,10.70556374,10.7 [7.3-12.9],7.274082935,12.85935897
MORT_100,"Number of deaths in children aged <5 years, by cause",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,202084.329,202084.3,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1996,1996,1996,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,110.458562145,110.5 [104.6-116.5],104.643720494,116.530951311
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2020,2020,2020,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,26.0,26.0 [24.8-27.3],24.8,27.3
NCDCCS_COUNTRYRESPONSE,NCD country capacity survey response,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/cancer-diagnosis-and-treatment-services,2021,2021,2021,SEAR,South-East Asia,IND,India,NCDCCS_SECTION,NCDCCS_SECTION_NCD_CCS_MGMTGUIDELINES,Guidelines,,Yes,,
